k,sigma,lr,seed,iterations,grid,qe,occupied,silhouette,topographic_error,norm
10,1.0,0.3,29,5000,2x5,0.08548610077714011,10,0.2320402114405004,0.0045871559633027525,minmax
10,1.0,0.3,47,5000,2x5,0.08739670825535796,10,0.23151134434431658,0.022935779816513763,minmax
11,1.0,0.3,11,5000,1x11,0.08595964335241806,11,0.2204472117864262,0.27522935779816515,minmax
11,1.0,0.3,29,5000,1x11,0.0861724659027493,11,0.24698075682222972,0.47706422018348627,minmax
11,1.0,0.3,47,5000,1x11,0.08601867701963235,11,0.23307411822127788,0.12385321100917432,minmax
12,1.0,0.3,11,5000,3x4,0.08190479611439584,12,0.2126384645443296,0.08256880733944955,minmax
12,1.0,0.3,29,5000,3x4,0.08270542344834803,12,0.2208715898651217,0.05963302752293578,minmax
12,1.0,0.3,47,5000,3x4,0.08400651347987133,12,0.20437326931375435,0.0,minmax
13,1.0,0.3,11,5000,1x13,0.08278930261640888,13,0.21471921106694714,0.23394495412844038,minmax
13,1.0,0.3,29,5000,1x13,0.08068199400108186,13,0.231157964634615,0.5321100917431193,minmax
13,1.0,0.3,47,5000,1x13,0.08117138701579082,13,0.21717120931199482,0.3394495412844037,minmax
14,1.0,0.3,11,5000,2x7,0.07812877352994328,14,0.2140738563863258,0.06422018348623854,minmax
14,1.0,0.3,29,5000,2x7,0.07911535175659234,14,0.20082456464535547,0.05045871559633028,minmax
14,1.0,0.3,47,5000,2x7,0.07791349507891636,14,0.22688967925962106,0.027522935779816515,minmax
15,1.0,0.3,11,5000,3x5,0.07901857220385565,15,0.19352246946647422,0.045871559633027525,minmax
15,1.0,0.3,29,5000,3x5,0.07734936432849764,15,0.23160449284273532,0.12385321100917432,minmax
15,1.0,0.3,47,5000,3x5,0.07695620128097051,15,0.2274765227202868,0.04128440366972477,minmax
16,1.0,0.3,11,5000,4x4,0.0753788158501898,16,0.19513301817403747,0.03211009174311927,minmax
16,1.0,0.3,29,5000,4x4,0.07609248225340284,16,0.18677301939100396,0.05045871559633028,minmax
16,1.0,0.3,47,5000,4x4,0.07623687656801302,16,0.20044968706426694,0.027522935779816515,minmax
1,0.15,0.03,11,5000,1x1,0.15320976649049697,1,,,maxabs
1,0.15,0.03,29,5000,1x1,0.1672099573740821,1,,,maxabs
1,0.15,0.03,47,5000,1x1,0.14935167675045707,1,,,maxabs
2,0.15,0.03,11,5000,1x2,0.11990159317154041,2,0.8861076626060612,0.0,maxabs
2,0.15,0.03,29,5000,1x2,0.12271092084767436,2,0.8861076626060612,0.0,maxabs
2,0.15,0.03,47,5000,1x2,0.11906011530215589,2,0.9047653216122501,0.0,maxabs
3,0.15,0.03,11,5000,1x3,0.07354503110906772,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.15,0.03,29,5000,1x3,0.07422558008440244,3,0.6334003079687897,0.0,maxabs
3,0.15,0.03,47,5000,1x3,0.07281542864757744,3,0.6334003079687897,0.0,maxabs
4,0.15,0.03,11,5000,2x2,0.06177162524140162,4,0.5070486621182353,0.0,maxabs
4,0.15,0.03,29,5000,2x2,0.061884676884239084,4,0.5070486621182353,0.0,maxabs
4,0.15,0.03,47,5000,2x2,0.06092268340921131,4,0.5055458392553696,0.0,maxabs
5,0.15,0.03,11,5000,1x5,0.05290068505171657,5,0.4258081371460296,0.8119266055045872,maxabs
5,0.15,0.03,29,5000,1x5,0.050778046202543496,5,0.47307026797317764,0.3211009174311927,maxabs
5,0.15,0.03,47,5000,1x5,0.05196230234092379,5,0.4551091598083214,0.981651376146789,maxabs
6,0.15,0.03,11,5000,2x3,0.04488022890667548,6,0.44759718432251383,0.21100917431192662,maxabs
6,0.15,0.03,29,5000,2x3,0.05228669143684221,6,0.3693740845666435,0.18807339449541285,maxabs
6,0.15,0.03,47,5000,2x3,0.04524962904362616,6,0.44923387661035896,0.3073394495412844,maxabs
7,0.15,0.03,11,5000,1x7,0.049714986524445864,7,0.23675473096194463,0.7660550458715596,maxabs
7,0.15,0.03,29,5000,1x7,0.04267764193826266,7,0.4520427488710165,0.6605504587155964,maxabs
7,0.15,0.03,47,5000,1x7,0.04168048421795903,7,0.35291819039892014,0.6284403669724771,maxabs
8,0.15,0.03,11,5000,2x4,0.0420186869660911,8,0.42701501462045993,0.44954128440366975,maxabs
8,0.15,0.03,29,5000,2x4,0.03548356736632086,8,0.3556982665364528,0.1834862385321101,maxabs
8,0.15,0.03,47,5000,2x4,0.04222160958300469,8,0.31824685317632767,0.5137614678899083,maxabs
9,0.15,0.03,11,5000,3x3,0.03897311701078216,9,0.3357153800338218,0.4036697247706422,maxabs
9,0.15,0.03,29,5000,3x3,0.039518075652556064,9,0.3030613800136241,0.481651376146789,maxabs
9,0.15,0.03,47,5000,3x3,0.03758634150675197,9,0.3297780506736205,0.555045871559633,maxabs
10,0.15,0.03,11,5000,2x5,0.043542121842677105,10,0.2680442210471237,0.38073394495412843,maxabs
10,0.15,0.03,29,5000,2x5,0.03399350190055084,10,0.2943308459960149,0.3532110091743119,maxabs
10,0.15,0.03,47,5000,2x5,0.03438032455001228,10,0.2983331493068204,0.8165137614678899,maxabs
11,0.15,0.03,11,5000,1x11,0.03926841430324013,11,0.3166285714787544,0.8715596330275229,maxabs
11,0.15,0.03,29,5000,1x11,0.03633003728758654,11,0.3162025398672152,0.908256880733945,maxabs
11,0.15,0.03,47,5000,1x11,0.032664873012306424,11,0.2942823531543029,0.6880733944954128,maxabs
12,0.15,0.03,11,5000,3x4,0.03565535877632215,12,0.29991238614323634,0.48623853211009177,maxabs
12,0.15,0.03,29,5000,3x4,0.029694302891553566,12,0.3159815793131077,0.7752293577981652,maxabs
12,0.15,0.03,47,5000,3x4,0.037885158427003116,12,0.2595509582731691,0.7477064220183486,maxabs
13,0.15,0.03,11,5000,1x13,0.03641193152535749,13,0.2705093814514935,0.8990825688073395,maxabs
13,0.15,0.03,29,5000,1x13,0.03758348036318851,13,0.2538191637062288,0.8577981651376146,maxabs
13,0.15,0.03,47,5000,1x13,0.0339277601172225,13,0.31095250195440305,0.8944954128440367,maxabs
14,0.15,0.03,11,5000,2x7,0.034069955499616854,14,0.3373807900575488,0.6284403669724771,maxabs
14,0.15,0.03,29,5000,2x7,0.03370302008188635,14,0.32466563869898507,0.7110091743119266,maxabs
14,0.15,0.03,47,5000,2x7,0.03162773930603571,14,0.2756125735808816,0.5321100917431193,maxabs
15,0.15,0.03,11,5000,3x5,0.03214264032760935,15,0.24961188175091845,0.7752293577981652,maxabs
15,0.15,0.03,29,5000,3x5,0.03463550197486226,15,0.28201375545404483,0.6100917431192661,maxabs
15,0.15,0.03,47,5000,3x5,0.03216748918324739,15,0.28506813380862833,0.6513761467889908,maxabs
16,0.15,0.03,11,5000,4x4,0.02844012413221397,16,0.3209273652418631,0.7706422018348624,maxabs
16,0.15,0.03,29,5000,4x4,0.03707289298275559,16,0.23317881042171015,0.8302752293577982,maxabs
16,0.15,0.03,47,5000,4x4,0.027095178158498247,16,0.2698260239171108,0.6559633027522935,maxabs
1,0.15,0.1,11,5000,1x1,0.16064607166394623,1,,,maxabs
1,0.15,0.1,29,5000,1x1,0.1681154863019437,1,,,maxabs
1,0.15,0.1,47,5000,1x1,0.1528018201382826,1,,,maxabs
2,0.15,0.1,11,5000,1x2,0.11026190055337633,2,0.9047653216122501,0.0,maxabs
2,0.15,0.1,29,5000,1x2,0.11658232703009798,2,0.9047653216122501,0.0,maxabs
2,0.15,0.1,47,5000,1x2,0.1140215933749937,2,0.9047653216122501,0.0,maxabs
3,0.15,0.1,11,5000,1x3,0.06825356213929469,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.15,0.1,29,5000,1x3,0.06851079911084912,3,0.6356731803216658,0.0,maxabs
3,0.15,0.1,47,5000,1x3,0.06898982810111115,3,0.6356731803216658,0.0,maxabs
4,0.15,0.1,11,5000,2x2,0.0585414085890835,4,0.5831159212235519,0.0,maxabs
4,0.15,0.1,29,5000,2x2,0.05843615272030111,4,0.5823172110235558,0.0,maxabs
4,0.15,0.1,47,5000,2x2,0.05874141474989933,4,0.5905052977339241,0.0,maxabs
5,0.15,0.1,11,5000,1x5,0.04753232595530169,5,0.48131869089285606,0.0779816513761468,maxabs
5,0.15,0.1,29,5000,1x5,0.04750626732608748,5,0.4837893792054477,0.2798165137614679,maxabs
5,0.15,0.1,47,5000,1x5,0.04620697336470062,5,0.47710551202244483,0.981651376146789,maxabs
6,0.15,0.1,11,5000,2x3,0.0399043911868754,6,0.4467006312861524,0.25688073394495414,maxabs
6,0.15,0.1,29,5000,2x3,0.0397131752103269,6,0.4511008466779579,0.3853211009174312,maxabs
6,0.15,0.1,47,5000,2x3,0.04063507578543859,6,0.4506976886801951,0.21100917431192662,maxabs
7,0.15,0.1,11,5000,1x7,0.04047519154520844,7,0.3886714528253415,0.47706422018348627,maxabs
7,0.15,0.1,29,5000,1x7,0.03797832613168701,7,0.4344892832728566,0.8899082568807339,maxabs
7,0.15,0.1,47,5000,1x7,0.03816079359801172,7,0.4285963320482602,0.6284403669724771,maxabs
8,0.15,0.1,11,5000,2x4,0.03522344078307327,8,0.45986244192739734,0.8027522935779816,maxabs
8,0.15,0.1,29,5000,2x4,0.03644195888465096,8,0.42883686180646374,0.12385321100917432,maxabs
8,0.15,0.1,47,5000,2x4,0.03633862719511696,8,0.324477447549822,0.3486238532110092,maxabs
9,0.15,0.1,11,5000,3x3,0.03298816525575097,9,0.35956327922132164,0.47706422018348627,maxabs
9,0.15,0.1,29,5000,3x3,0.03414949623544624,9,0.3306643371209231,0.573394495412844,maxabs
9,0.15,0.1,47,5000,3x3,0.03277725389607854,9,0.36101785589557295,0.4036697247706422,maxabs
10,0.15,0.1,11,5000,2x5,0.032972567162358385,10,0.30774253995024,0.44495412844036697,maxabs
10,0.15,0.1,29,5000,2x5,0.03312488746734059,10,0.3155058117667628,0.5504587155963303,maxabs
10,0.15,0.1,47,5000,2x5,0.03314695597241192,10,0.3421765981409215,0.5642201834862385,maxabs
11,0.15,0.1,11,5000,1x11,0.03212180956278926,11,0.3175285327559029,0.9220183486238532,maxabs
11,0.15,0.1,29,5000,1x11,0.03106927641574209,11,0.34219563790229496,0.6697247706422018,maxabs
11,0.15,0.1,47,5000,1x11,0.03220499673264285,11,0.3292722039879288,0.591743119266055,maxabs
12,0.15,0.1,11,5000,3x4,0.029489438356239912,12,0.32828390279283215,0.3853211009174312,maxabs
12,0.15,0.1,29,5000,3x4,0.028874003038812303,12,0.33527089557852924,0.7752293577981652,maxabs
12,0.15,0.1,47,5000,3x4,0.031156375125358123,12,0.31375789288226397,0.7201834862385321,maxabs
13,0.15,0.1,11,5000,1x13,0.028829642128881082,13,0.3160443970316836,0.8623853211009175,maxabs
13,0.15,0.1,29,5000,1x13,0.030304914527626382,13,0.3234307219189782,0.7155963302752294,maxabs
13,0.15,0.1,47,5000,1x13,0.028685633048985727,13,0.33386901633629684,0.9724770642201835,maxabs
14,0.15,0.1,11,5000,2x7,0.028892805628724195,14,0.3310295345460658,0.6330275229357798,maxabs
14,0.15,0.1,29,5000,2x7,0.030386948296940382,14,0.3422570269830598,0.6284403669724771,maxabs
14,0.15,0.1,47,5000,2x7,0.02893857823642385,14,0.3167196678478545,0.6743119266055045,maxabs
15,0.15,0.1,11,5000,3x5,0.027333325072298263,15,0.31487978266859745,0.6467889908256881,maxabs
15,0.15,0.1,29,5000,3x5,0.02865713226930267,15,0.3168813366188565,0.7385321100917431,maxabs
15,0.15,0.1,47,5000,3x5,0.027440133607922645,15,0.3052502816076008,0.6697247706422018,maxabs
16,0.15,0.1,11,5000,4x4,0.026331747312739892,16,0.32700728745987095,0.7201834862385321,maxabs
16,0.15,0.1,29,5000,4x4,0.027995782599540255,16,0.2476367118530079,0.6651376146788991,maxabs
16,0.15,0.1,47,5000,4x4,0.026638148861462794,16,0.32357547554561045,0.7522935779816514,maxabs
1,0.15,0.3,11,5000,1x1,0.16963575349731388,1,,,maxabs
1,0.15,0.3,29,5000,1x1,0.16591878522238632,1,,,maxabs
1,0.15,0.3,47,5000,1x1,0.14836232923753412,1,,,maxabs
2,0.15,0.3,11,5000,1x2,0.10850271477904869,2,0.9047653216122501,0.0,maxabs
2,0.15,0.3,29,5000,1x2,0.11453312301700051,2,0.9047653216122501,0.0,maxabs
2,0.15,0.3,47,5000,1x2,0.1170294032683765,2,0.9047653216122501,0.0,maxabs
3,0.15,0.3,11,5000,1x3,0.06913592237388626,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.15,0.3,29,5000,1x3,0.06904952304026257,3,0.6367535698720259,0.0,maxabs
3,0.15,0.3,47,5000,1x3,0.07115792717343632,3,0.6413349533019336,0.0,maxabs
4,0.15,0.3,11,5000,2x2,0.059479318697588185,4,0.5950102605961425,0.0,maxabs
4,0.15,0.3,29,5000,2x2,0.058256166702684506,4,0.5835161975968763,0.0,maxabs
4,0.15,0.3,47,5000,2x2,0.058837199290737045,4,0.5884479423680454,0.0,maxabs
5,0.15,0.3,11,5000,1x5,0.04993419061754028,5,0.4952242629293471,0.7889908256880734,maxabs
5,0.15,0.3,29,5000,1x5,0.049871263060788755,5,0.4814327765639581,0.27522935779816515,maxabs
5,0.15,0.3,47,5000,1x5,0.04754582415642834,5,0.4778483030930473,0.24311926605504589,maxabs
6,0.15,0.3,11,5000,2x3,0.04219578453741704,6,0.439352009781403,0.25688073394495414,maxabs
6,0.15,0.3,29,5000,2x3,0.04663395776621119,6,0.48634799829060665,0.07339449541284404,maxabs
6,0.15,0.3,47,5000,2x3,0.04408708931864219,6,0.4758913653780089,0.12844036697247707,maxabs
7,0.15,0.3,11,5000,1x7,0.03802713541873925,7,0.45941018749044826,0.1834862385321101,maxabs
7,0.15,0.3,29,5000,1x7,0.037692037727489115,7,0.4627125893007266,0.7844036697247706,maxabs
7,0.15,0.3,47,5000,1x7,0.03726541875355985,7,0.462872094194289,0.7293577981651376,maxabs
8,0.15,0.3,11,5000,2x4,0.03582488053097899,8,0.44198235675717173,0.7477064220183486,maxabs
8,0.15,0.3,29,5000,2x4,0.036000296839588455,8,0.46440642476119,0.1834862385321101,maxabs
8,0.15,0.3,47,5000,2x4,0.03581625501139232,8,0.45429644253225937,0.40825688073394495,maxabs
9,0.15,0.3,11,5000,3x3,0.034169125629156596,9,0.45923858956314534,0.37155963302752293,maxabs
9,0.15,0.3,29,5000,3x3,0.03486047923923219,9,0.4604119212432258,0.2889908256880734,maxabs
9,0.15,0.3,47,5000,3x3,0.03346727201339915,9,0.4577436056715582,0.6788990825688074,maxabs
10,0.15,0.3,11,5000,2x5,0.03296619636745342,10,0.4179838652665619,0.13302752293577982,maxabs
10,0.15,0.3,29,5000,2x5,0.03294108139118102,10,0.3437860397293421,0.26605504587155965,maxabs
10,0.15,0.3,47,5000,2x5,0.03326648245591246,10,0.4154794263265443,0.30275229357798167,maxabs
11,0.15,0.3,11,5000,1x11,0.03133564783430923,11,0.37923890925216575,0.9587155963302753,maxabs
11,0.15,0.3,29,5000,1x11,0.032904773749240016,11,0.41626919558665015,0.8715596330275229,maxabs
11,0.15,0.3,47,5000,1x11,0.032615272017331554,11,0.4103007415607267,0.7981651376146789,maxabs
12,0.15,0.3,11,5000,3x4,0.0306179956993805,12,0.37270501032178216,0.536697247706422,maxabs
12,0.15,0.3,29,5000,3x4,0.02973417339318766,12,0.3715049326507197,0.8394495412844036,maxabs
12,0.15,0.3,47,5000,3x4,0.030103927740684298,12,0.3585263186252314,0.6376146788990825,maxabs
13,0.15,0.3,11,5000,1x13,0.03078616894532225,13,0.36425165538054805,0.8990825688073395,maxabs
13,0.15,0.3,29,5000,1x13,0.029752447589557567,13,0.35630552817891176,0.9036697247706422,maxabs
13,0.15,0.3,47,5000,1x13,0.028773225939680333,13,0.3651942084964835,0.9678899082568807,maxabs
14,0.15,0.3,11,5000,2x7,0.02853511770899852,14,0.37283830642019705,0.9036697247706422,maxabs
14,0.15,0.3,29,5000,2x7,0.02900654062178066,14,0.3659744464868487,0.7385321100917431,maxabs
14,0.15,0.3,47,5000,2x7,0.027964947090478334,14,0.3323756466306696,0.9174311926605505,maxabs
15,0.15,0.3,11,5000,3x5,0.026668881659143037,15,0.33381398575583926,0.6146788990825688,maxabs
15,0.15,0.3,29,5000,3x5,0.02745408788530901,15,0.32411921781419467,0.7706422018348624,maxabs
15,0.15,0.3,47,5000,3x5,0.026801843520670037,15,0.33280388354194934,0.7385321100917431,maxabs
16,0.15,0.3,11,5000,4x4,0.026277420150853697,16,0.33464821159068797,0.6422018348623854,maxabs
16,0.15,0.3,29,5000,4x4,0.026496213017433698,16,0.3512165374870742,0.8256880733944955,maxabs
16,0.15,0.3,47,5000,4x4,0.026503161898574115,16,0.35397096158656843,0.46788990825688076,maxabs
1,0.3,0.03,11,5000,1x1,0.15320976649049697,1,,,maxabs
1,0.3,0.03,29,5000,1x1,0.1672099573740821,1,,,maxabs
1,0.3,0.03,47,5000,1x1,0.14935167675045707,1,,,maxabs
2,0.3,0.03,11,5000,1x2,0.11990191025314335,2,0.8861076626060612,0.0,maxabs
2,0.3,0.03,29,5000,1x2,0.12271163174321695,2,0.8861076626060612,0.0,maxabs
2,0.3,0.03,47,5000,1x2,0.11908005883002803,2,0.9047653216122501,0.0,maxabs
3,0.3,0.03,11,5000,1x3,0.07356015690475977,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.3,0.03,29,5000,1x3,0.07422861674567964,3,0.6334003079687897,0.0,maxabs
3,0.3,0.03,47,5000,1x3,0.07281773692541707,3,0.6334003079687897,0.0,maxabs
4,0.3,0.03,11,5000,2x2,0.061782925801972505,4,0.5070486621182353,0.0,maxabs
4,0.3,0.03,29,5000,2x2,0.061892697294354745,4,0.5070486621182353,0.0,maxabs
4,0.3,0.03,47,5000,2x2,0.06093077407045817,4,0.5055458392553696,0.0,maxabs
5,0.3,0.03,11,5000,1x5,0.052901378680338264,5,0.4258081371460296,0.8119266055045872,maxabs
5,0.3,0.03,29,5000,1x5,0.050785842916947176,5,0.47307026797317764,0.3211009174311927,maxabs
5,0.3,0.03,47,5000,1x5,0.05196589095038191,5,0.4551091598083214,0.981651376146789,maxabs
6,0.3,0.03,11,5000,2x3,0.0449221871855597,6,0.44759718432251383,0.21100917431192662,maxabs
6,0.3,0.03,29,5000,2x3,0.05229086447325288,6,0.3693740845666435,0.18807339449541285,maxabs
6,0.3,0.03,47,5000,2x3,0.04527736129362517,6,0.44923387661035896,0.3073394495412844,maxabs
7,0.3,0.03,11,5000,1x7,0.049791653087152006,7,0.23675473096194463,0.7660550458715596,maxabs
7,0.3,0.03,29,5000,1x7,0.042684527740753396,7,0.4520427488710165,0.6605504587155964,maxabs
7,0.3,0.03,47,5000,1x7,0.04169150880429044,7,0.35291819039892014,0.6284403669724771,maxabs
8,0.3,0.03,11,5000,2x4,0.04157016690377329,8,0.3745592925647728,0.7660550458715596,maxabs
8,0.3,0.03,29,5000,2x4,0.035483204381803364,8,0.3556982665364528,0.1834862385321101,maxabs
8,0.3,0.03,47,5000,2x4,0.0431761539614713,8,0.3165843028594181,0.4908256880733945,maxabs
9,0.3,0.03,11,5000,3x3,0.039002052897151314,9,0.3357153800338218,0.4036697247706422,maxabs
9,0.3,0.03,29,5000,3x3,0.039810086521172953,9,0.32943669130862974,0.4908256880733945,maxabs
9,0.3,0.03,47,5000,3x3,0.03758713847790605,9,0.3297780506736205,0.555045871559633,maxabs
10,0.3,0.03,11,5000,2x5,0.04130804573831947,10,0.27438209277910547,0.7660550458715596,maxabs
10,0.3,0.03,29,5000,2x5,0.03390180713533334,10,0.2909920463970767,0.38073394495412843,maxabs
10,0.3,0.03,47,5000,2x5,0.03366418693008211,10,0.32102109302715864,0.7064220183486238,maxabs
11,0.3,0.03,11,5000,1x11,0.039269641566987874,11,0.3166285714787544,0.8715596330275229,maxabs
11,0.3,0.03,29,5000,1x11,0.036421275835547016,11,0.314103959812978,0.8990825688073395,maxabs
11,0.3,0.03,47,5000,1x11,0.032602487116016,11,0.2952095701898939,0.7018348623853211,maxabs
12,0.3,0.03,11,5000,3x4,0.035680461153116065,12,0.29991238614323634,0.4908256880733945,maxabs
12,0.3,0.03,29,5000,3x4,0.0296926243859,12,0.3159815793131077,0.7752293577981652,maxabs
12,0.3,0.03,47,5000,3x4,0.03789030011756835,12,0.2595509582731691,0.7477064220183486,maxabs
13,0.3,0.03,11,5000,1x13,0.03642123924061357,13,0.2782682229271618,0.8990825688073395,maxabs
13,0.3,0.03,29,5000,1x13,0.03755519721384851,13,0.25449310554140203,0.8715596330275229,maxabs
13,0.3,0.03,47,5000,1x13,0.03393618615775248,13,0.31095250195440305,0.8944954128440367,maxabs
14,0.3,0.03,11,5000,2x7,0.03408828810106601,14,0.3373807900575488,0.6284403669724771,maxabs
14,0.3,0.03,29,5000,2x7,0.033689151483059974,14,0.32466563869898507,0.7155963302752294,maxabs
14,0.3,0.03,47,5000,2x7,0.031462985310281466,14,0.2884580772023553,0.6697247706422018,maxabs
15,0.3,0.03,11,5000,3x5,0.03206050842456729,15,0.2516975256763914,0.7752293577981652,maxabs
15,0.3,0.03,29,5000,3x5,0.034652854037526465,15,0.2839077984295177,0.5963302752293578,maxabs
15,0.3,0.03,47,5000,3x5,0.032178669638710355,15,0.28506813380862833,0.6513761467889908,maxabs
16,0.3,0.03,11,5000,4x4,0.028420720664851157,16,0.3209273652418631,0.7752293577981652,maxabs
16,0.3,0.03,29,5000,4x4,0.03708051562747562,16,0.23293948486289986,0.8302752293577982,maxabs
16,0.3,0.03,47,5000,4x4,0.02709292801781808,16,0.2691110276870686,0.6559633027522935,maxabs
1,0.3,0.1,11,5000,1x1,0.16064607166394623,1,,,maxabs
1,0.3,0.1,29,5000,1x1,0.1681154863019437,1,,,maxabs
1,0.3,0.1,47,5000,1x1,0.1528018201382826,1,,,maxabs
2,0.3,0.1,11,5000,1x2,0.11026184474006624,2,0.9047653216122501,0.0,maxabs
2,0.3,0.1,29,5000,1x2,0.11658277865673025,2,0.9047653216122501,0.0,maxabs
2,0.3,0.1,47,5000,1x2,0.1140203275254708,2,0.9047653216122501,0.0,maxabs
3,0.3,0.1,11,5000,1x3,0.06825287917595338,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.3,0.1,29,5000,1x3,0.06851085980157871,3,0.6356731803216658,0.0,maxabs
3,0.3,0.1,47,5000,1x3,0.06898975170959014,3,0.6356731803216658,0.0,maxabs
4,0.3,0.1,11,5000,2x2,0.05854108612690762,4,0.5831159212235519,0.0,maxabs
4,0.3,0.1,29,5000,2x2,0.05843706192162145,4,0.5823172110235558,0.0,maxabs
4,0.3,0.1,47,5000,2x2,0.05874099253090557,4,0.5905052977339241,0.0,maxabs
5,0.3,0.1,11,5000,1x5,0.04753232948225085,5,0.48131869089285606,0.0779816513761468,maxabs
5,0.3,0.1,29,5000,1x5,0.04750609812977578,5,0.4837893792054477,0.2798165137614679,maxabs
5,0.3,0.1,47,5000,1x5,0.04620685551827512,5,0.47710551202244483,0.981651376146789,maxabs
6,0.3,0.1,11,5000,2x3,0.03990421345417895,6,0.4467006312861524,0.25688073394495414,maxabs
6,0.3,0.1,29,5000,2x3,0.03971313393622758,6,0.4511008466779579,0.3853211009174312,maxabs
6,0.3,0.1,47,5000,2x3,0.040634551167606205,6,0.4506976886801951,0.21100917431192662,maxabs
7,0.3,0.1,11,5000,1x7,0.04047499617494128,7,0.3886714528253415,0.47706422018348627,maxabs
7,0.3,0.1,29,5000,1x7,0.037978321636401864,7,0.4344892832728566,0.8899082568807339,maxabs
7,0.3,0.1,47,5000,1x7,0.03816006506835665,7,0.4285963320482602,0.6284403669724771,maxabs
8,0.3,0.1,11,5000,2x4,0.03522330215656407,8,0.45986244192739734,0.8027522935779816,maxabs
8,0.3,0.1,29,5000,2x4,0.036440209267881114,8,0.42883686180646374,0.12385321100917432,maxabs
8,0.3,0.1,47,5000,2x4,0.036338013461140906,8,0.324477447549822,0.3486238532110092,maxabs
9,0.3,0.1,11,5000,3x3,0.032987960102327775,9,0.35956327922132164,0.47706422018348627,maxabs
9,0.3,0.1,29,5000,3x3,0.03414889781446949,9,0.3306643371209231,0.573394495412844,maxabs
9,0.3,0.1,47,5000,3x3,0.033874620044228865,9,0.33238318059118477,0.6697247706422018,maxabs
10,0.3,0.1,11,5000,2x5,0.03297260074591315,10,0.30774253995024,0.44495412844036697,maxabs
10,0.3,0.1,29,5000,2x5,0.03312366174597001,10,0.3155058117667628,0.5504587155963303,maxabs
10,0.3,0.1,47,5000,2x5,0.033145711466134764,10,0.3421765981409215,0.5642201834862385,maxabs
11,0.3,0.1,11,5000,1x11,0.032121804794552886,11,0.3175285327559029,0.9220183486238532,maxabs
11,0.3,0.1,29,5000,1x11,0.03106923892589477,11,0.34219563790229496,0.6697247706422018,maxabs
11,0.3,0.1,47,5000,1x11,0.030703346978861536,11,0.35626112256874926,0.5871559633027523,maxabs
12,0.3,0.1,11,5000,3x4,0.029474505877308165,12,0.32828390279283215,0.3853211009174312,maxabs
12,0.3,0.1,29,5000,3x4,0.028873395033090103,12,0.33527089557852924,0.7752293577981652,maxabs
12,0.3,0.1,47,5000,3x4,0.031221866399614447,12,0.30702283701939587,0.6788990825688074,maxabs
13,0.3,0.1,11,5000,1x13,0.029104866938147293,13,0.30922910166985607,0.8899082568807339,maxabs
13,0.3,0.1,29,5000,1x13,0.030303127950335962,13,0.3234307219189782,0.7247706422018348,maxabs
13,0.3,0.1,47,5000,1x13,0.028685483029627017,13,0.33386901633629684,0.9724770642201835,maxabs
14,0.3,0.1,11,5000,2x7,0.028893871201334086,14,0.3310295345460658,0.6330275229357798,maxabs
14,0.3,0.1,29,5000,2x7,0.030395531377391868,14,0.3422570269830598,0.6284403669724771,maxabs
14,0.3,0.1,47,5000,2x7,0.02891652876492648,14,0.3160166692381587,0.5412844036697247,maxabs
15,0.3,0.1,11,5000,3x5,0.028937247638997275,15,0.29411342648026817,0.7018348623853211,maxabs
15,0.3,0.1,29,5000,3x5,0.028349877531782433,15,0.32159283238604114,0.6834862385321101,maxabs
15,0.3,0.1,47,5000,3x5,0.02743997109337014,15,0.3052502816076008,0.6697247706422018,maxabs
16,0.3,0.1,11,5000,4x4,0.025872279507266106,16,0.32404932028033095,0.7844036697247706,maxabs
16,0.3,0.1,29,5000,4x4,0.02807244516203239,16,0.26340159866472507,0.6559633027522935,maxabs
16,0.3,0.1,47,5000,4x4,0.026640257593238938,16,0.32357547554561045,0.7522935779816514,maxabs
1,0.3,0.3,11,5000,1x1,0.16963575349731388,1,,,maxabs
1,0.3,0.3,29,5000,1x1,0.16591878522238632,1,,,maxabs
1,0.3,0.3,47,5000,1x1,0.14836232923753412,1,,,maxabs
2,0.3,0.3,11,5000,1x2,0.10850271430412564,2,0.9047653216122501,0.0,maxabs
2,0.3,0.3,29,5000,1x2,0.11453312275822497,2,0.9047653216122501,0.0,maxabs
2,0.3,0.3,47,5000,1x2,0.11702940249853411,2,0.9047653216122501,0.0,maxabs
3,0.3,0.3,11,5000,1x3,0.0691359206811582,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.3,0.3,29,5000,1x3,0.06904952293736671,3,0.6367535698720259,0.0,maxabs
3,0.3,0.3,47,5000,1x3,0.07115792706044084,3,0.6413349533019336,0.0,maxabs
4,0.3,0.3,11,5000,2x2,0.05947931830575559,4,0.5950102605961425,0.0,maxabs
4,0.3,0.3,29,5000,2x2,0.05825616674102627,4,0.5835161975968763,0.0,maxabs
4,0.3,0.3,47,5000,2x2,0.05883719897268834,4,0.5884479423680454,0.0,maxabs
5,0.3,0.3,11,5000,1x5,0.049934190590175107,5,0.4952242629293471,0.7889908256880734,maxabs
5,0.3,0.3,29,5000,1x5,0.04987126284706107,5,0.4814327765639581,0.27522935779816515,maxabs
