k,sigma,seed,qe_elastic,occupied,silhouette_elastic,method,assigned_l2_centroid_error,silhouette_l2
10,0.3,47,0.05694398227966753,10,0.2534654539491605,dtw_1,0.09596136623007412,0.24365362343087188
10,0.3,71,0.055320803932265544,10,0.22519538943148756,dtw_1,0.09073126305619929,0.22186490187885913
10,0.3,101,0.054751442861253614,10,0.2067730979201072,dtw_1,0.09026547558058574,0.21857581420662187
11,0.3,11,0.05435019425680422,11,0.2805601264290429,dtw_1,0.09225391975928306,0.28091755994668954
11,0.3,29,0.05535441295186691,11,0.2329788760354024,dtw_1,0.09185476073973581,0.08794614935032745
11,0.3,47,0.055217669547023986,11,0.21651599203843586,dtw_1,0.09137600566566259,0.21347026201098496
11,0.3,71,0.05471856021196217,11,0.2318655624849379,dtw_1,0.09072895326008419,0.2119836078975032
11,0.3,101,0.05306657272342535,11,0.18536217561044738,dtw_1,0.08769530955251784,0.18684288361921353
12,0.3,11,0.05324960846404057,12,0.27987330814079586,dtw_1,0.09074161247282021,0.284285686982278
12,0.3,29,0.05212747425252918,12,0.19865997252464626,dtw_1,0.08448473022227634,0.2071833597306842
12,0.3,47,0.054222366640212155,12,0.2232350711344203,dtw_1,0.08977813281844087,0.2194693306664974
12,0.3,71,0.05403989420933781,12,0.22795053191078768,dtw_1,0.08931969824977844,0.19761014505111352
12,0.3,101,0.05076677314605136,12,0.1977701167255073,dtw_1,0.08590616924575183,0.1926496963870246
13,0.3,11,0.05138126708450098,13,0.2377166129914057,dtw_1,0.0860230528290748,0.24331150537782303
13,0.3,29,0.052392331719341344,13,0.20880538356825346,dtw_1,0.08773507086309759,0.09963906379372106
13,0.3,47,0.05221718262513453,13,0.22164283356114484,dtw_1,0.08834587588480088,0.2177016827179895
13,0.3,71,0.05255778753641049,13,0.21341296077125804,dtw_1,0.08661124254676134,0.19444193015927896
13,0.3,101,0.049759403199212064,13,0.20037796656651202,dtw_1,0.0845172325661894,0.1952746237318013
14,0.3,11,0.051714086225325646,14,0.20934030083876273,dtw_1,0.08501301614874139,0.21063809991942078
14,0.3,29,0.05127132164163138,14,0.21544324920258123,dtw_1,0.08575366060092154,0.10935020410940272
14,0.3,47,0.05158142660499484,14,0.22324305635860567,dtw_1,0.08721914487013552,0.21926053048341554
14,0.3,71,0.05276600956333394,14,0.21986448807167983,dtw_1,0.0860948978434832,0.16628115697935766
14,0.3,101,0.04917112333775478,14,0.20086274624147765,dtw_1,0.08366773310522552,0.19416268511571128
15,0.3,11,0.04899994009059607,15,0.18578787105402633,dtw_1,0.0817476932508563,0.18384742094341933
15,0.3,29,0.05064573022255048,15,0.21208296459333248,dtw_1,0.08511174808724607,0.10877508818049952
15,0.3,47,0.05026696890429711,15,0.22360794608474308,dtw_1,0.08519202645786395,0.21523555582107773
15,0.3,71,0.05144041067495556,15,0.2235408042202322,dtw_1,0.0837173316564178,0.1784960581764536
15,0.3,101,0.048447482219776836,15,0.2015565915363146,dtw_1,0.08345018804047889,0.18575872618800143
16,0.3,11,0.04819904414677245,16,0.17530256065242697,dtw_1,0.08042476166051249,0.1730069257262413
16,0.3,29,0.04977859974160971,16,0.2060041900940363,dtw_1,0.08218755979115219,0.11670978909882125
16,0.3,47,0.04951045364376591,16,0.2229250237129732,dtw_1,0.08371631525789416,0.21600765118551718
16,0.3,71,0.050026803892100805,16,0.19104894790524135,dtw_1,0.081758369036425,0.16016627462663086
16,0.3,101,0.04775538555673368,16,0.20259582515407973,dtw_1,0.08097092911608447,0.193538743860841
1,0.5,11,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.5,29,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.5,47,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.5,71,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.5,101,0.11324573154756627,1,,dtw_1,0.1945852055076173,
2,0.5,11,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.5,29,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.5,47,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.5,71,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.5,101,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
3,0.5,11,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.5,29,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.5,47,0.07969628608449468,3,0.22621054798174098,dtw_1,0.13202063294668778,0.25443905923057464
3,0.5,71,0.07969628608449468,3,0.22621054798174098,dtw_1,0.13202063294668778,0.25443905923057464
3,0.5,101,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
4,0.5,11,0.07369325708080544,4,0.16043718894000272,dtw_1,0.1197208697119399,0.18997112955970707
4,0.5,29,0.07390657345696786,4,0.1386651338796191,dtw_1,0.11859236643420488,0.1750223018717388
4,0.5,47,0.0664310364244988,4,0.29038293342203286,dtw_1,0.11005391964802336,0.30268416217528443
4,0.5,71,0.07369325708080544,4,0.16043718894000272,dtw_1,0.1197208697119399,0.18997112955970707
4,0.5,101,0.07393722873875312,4,0.1451778068244525,dtw_1,0.1190158658918059,0.17711460809892668
5,0.5,11,0.06436942860209911,5,0.25436247608396223,dtw_1,0.1064752818067862,0.2525923714174228
5,0.5,29,0.06387783330897089,5,0.22781080395513978,dtw_1,0.10515566840361644,0.22507697774715021
5,0.5,47,0.0631745497953059,5,0.21947962089186246,dtw_1,0.10328819259547062,0.2345141369478979
5,0.5,71,0.06374496693739636,5,0.23163410279232446,dtw_1,0.10511317510068388,0.23514854765906612
5,0.5,101,0.0642213975010034,5,0.20574366522052995,dtw_1,0.10394780453888937,0.22466287956361358
6,0.5,11,0.061624254753825033,6,0.1991046922478688,dtw_1,0.10126315649627766,0.20899883224804658
6,0.5,29,0.06178919263058953,6,0.18973476757873867,dtw_1,0.10152285107500973,0.19647401729677355
6,0.5,47,0.06216416075278224,6,0.2143117193704904,dtw_1,0.10190580146749367,0.2262251671979514
6,0.5,71,0.061737028088897625,6,0.23874616346098432,dtw_1,0.10191327948210543,0.2137060574508052
6,0.5,101,0.0617247889730136,6,0.17693698289455811,dtw_1,0.0997774222941343,0.18387064233534198
7,0.5,11,0.06195596198949284,7,0.13572574848823765,dtw_1,0.10060695436313938,0.1304378283515889
7,0.5,29,0.06028966297180151,7,0.16897582268903424,dtw_1,0.09698775490113978,0.1840210011305455
7,0.5,47,0.06201778234446563,7,0.14703261640824197,dtw_1,0.10053177266587437,0.15615863992610068
7,0.5,71,0.059578787157105434,7,0.20728152835238153,dtw_1,0.0968638020797584,0.20400124712088796
7,0.5,101,0.06030567322401893,7,0.14273507354234918,dtw_1,0.09949232477296463,0.15380508579781324
8,0.5,11,0.05926545465615404,8,0.1671800865854614,dtw_1,0.09721956442337472,0.162144501687114
8,0.5,29,0.06075514332574543,8,0.12615280938391193,dtw_1,0.09796164744996948,0.1331289488901474
8,0.5,47,0.06738475514522276,8,0.05494839659585909,dtw_1,0.10814679669825551,0.09402143344138361
8,0.5,71,0.05988686616162014,8,0.17302121447643795,dtw_1,0.09622989076803644,0.16765166957453276
8,0.5,101,0.05942365737448605,8,0.1461313696981264,dtw_1,0.09472636456721581,0.15974815463408595
9,0.5,11,0.059141431022822724,9,0.128218194259505,dtw_1,0.09486640261205545,0.13834220178437867
9,0.5,29,0.058781154548786824,9,0.11862240275478471,dtw_1,0.09524407921888273,0.11285222811311409
9,0.5,47,0.05851622242692128,9,0.1415123025006173,dtw_1,0.09634679682927165,0.14675596140989472
9,0.5,71,0.056292821882780654,9,0.15604858835715646,dtw_1,0.09170933782744287,0.1784346818297459
9,0.5,101,0.058561570351964,9,0.14340005823822038,dtw_1,0.09410124273196815,0.14212821314797347
10,0.5,11,0.05729834014910206,10,0.10411693011408336,dtw_1,0.0926699912894317,0.11453699283738066
10,0.5,29,0.05676902819615604,10,0.09185692182796573,dtw_1,0.09120560953767369,0.11570568906380396
10,0.5,47,0.05591884387814038,10,0.15241837193732372,dtw_1,0.09082894621735431,0.15766117960833623
10,0.5,71,0.05752490188351353,10,0.10639755691747257,dtw_1,0.09297171394449248,0.12948038419441701
10,0.5,101,0.05499911239699397,10,0.12727645625742143,dtw_1,0.0907487385198393,0.12191626346543946
11,0.5,11,0.053891490719568814,11,0.18073915361866144,dtw_1,0.08949302025437944,0.1647098097878709
11,0.5,29,0.05625833549948497,11,0.1650902596293744,dtw_1,0.09112687960373798,0.16144885113191676
11,0.5,47,0.05348785571129974,11,0.16004876511462382,dtw_1,0.08809642847165887,0.16635335820538713
11,0.5,71,0.05433325998406209,11,0.18824562416227528,dtw_1,0.08801898333171589,0.1801631181950266
11,0.5,101,0.055089118114180574,11,0.1197933935543612,dtw_1,0.0890205710868724,0.11792098998236585
12,0.5,11,0.053501620164458585,12,0.14630856776574158,dtw_1,0.09128430282544459,0.1201162380503288
12,0.5,29,0.05678535158407695,12,0.0732194066279229,dtw_1,0.0916106109215916,0.08175130197316166
12,0.5,47,0.05637332106012195,12,0.07920796713043585,dtw_1,0.0900181106572014,0.09166548815969437
12,0.5,71,0.05346352131440254,12,0.09973146499016448,dtw_1,0.08600599043639995,0.12165381061329096
12,0.5,101,0.054088593920745345,12,0.10215819880425364,dtw_1,0.08886716533035884,0.10939166220859124
13,0.5,11,0.05056555690626289,13,0.133750478665977,dtw_1,0.08330356656742573,0.13911784882070993
13,0.5,29,0.054214558408753465,13,0.13158203587637618,dtw_1,0.08666917312384613,0.15017433887634107
13,0.5,47,0.05139596198741914,13,0.17472869756494858,dtw_1,0.08366222499774148,0.17033903849430715
13,0.5,71,0.05190030995278487,13,0.15389906473389073,dtw_1,0.08430068206211296,0.14847870094193327
13,0.5,101,0.05431439411249125,13,0.0790386258809838,dtw_1,0.0891929842329599,0.08760485575006938
14,0.5,11,0.05274012512005154,14,0.08748568127010223,dtw_1,0.0850660544726312,0.09322218179952059
14,0.5,29,0.05455401196266174,14,0.1097206316794128,dtw_1,0.08845411848784361,0.11839511164852605
14,0.5,47,0.05160100986205864,14,0.13386699452162576,dtw_1,0.08505632983063308,0.13843023726880033
14,0.5,71,0.052919043265807486,14,0.11799186226402363,dtw_1,0.0848619881034522,0.12552151659646815
14,0.5,101,0.05263919137157865,14,0.09627331989847035,dtw_1,0.08569759488238611,0.10107541719335322
15,0.5,11,0.05202574397355751,15,0.09445074985203498,dtw_1,0.0843339725589513,0.1002818079300738
15,0.5,29,0.052919052857766435,15,0.12857357854166424,dtw_1,0.08656908620728435,0.12177082192445142
15,0.5,47,0.049424372123738174,15,0.14744152624914664,dtw_1,0.08010297392860057,0.14034749727933726
15,0.5,71,0.05036639526983839,15,0.12366795416415385,dtw_1,0.08181809759652846,0.1223196963635445
15,0.5,101,0.051577714966649486,15,0.09818187322360093,dtw_1,0.08362160244427981,0.10093364160769897
16,0.5,11,0.04948545631505802,16,0.10576180533800966,dtw_1,0.08200336920766327,0.11379331623162181
16,0.5,29,0.05302645346256587,16,0.09536668434715281,dtw_1,0.08483587495227475,0.10664402791122643
16,0.5,47,0.04954815743832281,16,0.15604545202995757,dtw_1,0.08080135956731917,0.1496870714976148
16,0.5,71,0.052085584183391556,16,0.08359773056569252,dtw_1,0.08569579374462742,0.07346693510428576
16,0.5,101,0.050904680824841064,16,0.10055551624857663,dtw_1,0.08383056258576792,0.07484333237214733
1,0.8,11,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.8,29,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.8,47,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.8,71,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.8,101,0.11324573154756627,1,,dtw_1,0.1945852055076173,
2,0.8,11,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.8,29,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.8,47,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.8,71,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.8,101,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
3,0.8,11,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.8,29,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.8,47,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.8,71,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.8,101,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
4,0.8,11,0.07393722873875312,4,0.1451778068244525,dtw_1,0.1190158658918059,0.17711460809892668
4,0.8,29,0.07393722873875312,4,0.1451778068244525,dtw_1,0.1190158658918059,0.17711460809892668
4,0.8,47,0.07393722873875312,4,0.1451778068244525,dtw_1,0.1190158658918059,0.17711460809892668
4,0.8,71,0.07393722873875312,4,0.1451778068244525,dtw_1,0.1190158658918059,0.17711460809892668
4,0.8,101,0.07393722873875312,4,0.1451778068244525,dtw_1,0.1190158658918059,0.17711460809892668
5,0.8,11,0.07389926379726122,5,0.11760149421217607,dtw_1,0.11756808196421006,0.15102215102606456
5,0.8,29,0.0718513659959702,5,0.11679516435860834,dtw_1,0.11631303814530682,0.15996361724860547
5,0.8,47,0.0718513659959702,5,0.11679516435860834,dtw_1,0.11631303814530682,0.15996361724860547
5,0.8,71,0.07132529045544704,5,0.10361285650569353,dtw_1,0.1144214421522925,0.129739926996606
5,0.8,101,0.07132529045544704,5,0.10361285650569353,dtw_1,0.1144214421522925,0.129739926996606
6,0.8,11,0.07098047778464021,6,0.07679417085402888,dtw_1,0.11398731891128881,0.09860065883702045
6,0.8,29,0.07098047778464021,6,0.07679417085402888,dtw_1,0.11398731891128881,0.09860065883702045
6,0.8,47,0.06208731508394874,6,0.17720571921188366,dtw_1,0.10041097542354724,0.18191503213893456
6,0.8,71,0.07097710577330134,6,0.06320354864867132,dtw_1,0.11313948668656347,0.08834699492139389
6,0.8,101,0.0709197180764405,6,0.06159668157244927,dtw_1,0.11326683686910907,0.083166220721721
7,0.8,11,0.062072083534388575,7,0.15349475747392508,dtw_1,0.10009194334573127,0.15230935475764754
7,0.8,29,0.06153791977970912,7,0.1468773945234112,dtw_1,0.09911277554146118,0.15538704912613668
7,0.8,47,0.060565590679695754,7,0.15268049812128545,dtw_1,0.09677810891994487,0.17741133477411414
7,0.8,71,0.061017876715112836,7,0.18333214214466415,dtw_1,0.09946749606077561,0.1960600510537609
7,0.8,101,0.061065521651832426,7,0.18362725660710186,dtw_1,0.10062274337572472,0.18957799738259964
8,0.8,11,0.05895709328762394,8,0.12350497069149236,dtw_1,0.09576108409154835,0.14182710232839338
8,0.8,29,0.0602488610881231,8,0.13042571670494424,dtw_1,0.09596623382195775,0.15837074633267104
8,0.8,47,0.06844896886624285,8,0.05212526016702169,dtw_1,0.10879829820855583,0.08904330529551381
8,0.8,71,0.05908664331336522,8,0.12412438489768546,dtw_1,0.09516217369345802,0.13710491530996124
8,0.8,101,0.06836815623673817,8,0.032625266709219926,dtw_1,0.10824157776161085,0.07537173047749776
9,0.8,11,0.059690732783371295,9,0.12440437936293286,dtw_1,0.09622232153479744,0.13145849820993832
9,0.8,29,0.059088420120903325,9,0.1196039332534247,dtw_1,0.09441434638151086,0.14401734491728627
9,0.8,47,0.05869896231885909,9,0.1085064852137653,dtw_1,0.09349718061845352,0.12367312378519653
9,0.8,71,0.06807351400240806,9,0.026520002521896083,dtw_1,0.10733685941581032,0.06651823730136236
9,0.8,101,0.05852469035290949,9,0.12689757186568745,dtw_1,0.09351890449337222,0.14056153122807988
10,0.8,11,0.05895631631626157,10,0.13834491585519618,dtw_1,0.09580568449054608,0.14685740885162726
10,0.8,29,0.05871237241997067,10,0.09325761799364167,dtw_1,0.09320612157121826,0.1206433289653756
10,0.8,47,0.058351296702964774,10,0.07919059414813726,dtw_1,0.09222126332218372,0.10964548130452911
10,0.8,71,0.057851832123745325,10,0.09872946497910384,dtw_1,0.09374137305216693,0.11324297171848019
10,0.8,101,0.057686813528628235,10,0.07030389676303253,dtw_1,0.09300103608543364,0.09139284651106727
11,0.8,11,0.05449635873867539,11,0.13995930218379818,dtw_1,0.09080552898616417,0.13127613255911705
11,0.8,29,0.053546635446122454,11,0.13913036735647707,dtw_1,0.08641336534050334,0.15352302743341315
11,0.8,47,0.05521373289231463,11,0.118072894474331,dtw_1,0.08952042868286696,0.11693747830838891
11,0.8,71,0.05641774108616075,11,0.06575650281167737,dtw_1,0.09220430281586378,0.07625965397154173
11,0.8,101,0.057259740682978656,11,0.06179722339391065,dtw_1,0.09394734001310452,0.07068952975423552
12,0.8,11,0.05576648494210998,12,0.06766116888733846,dtw_1,0.08965400675065544,0.08497178884539182
12,0.8,29,0.05566790087587809,12,0.06647319864917622,dtw_1,0.08984673217707947,0.08649119398312033
12,0.8,47,0.057281271953107914,12,0.10350719311773585,dtw_1,0.09134768742894087,0.12966297592693785
12,0.8,71,0.0560605769000968,12,0.10071983459647145,dtw_1,0.09103285475819464,0.11847573588702559
12,0.8,101,0.05665181740135254,12,0.06604402217375373,dtw_1,0.09155358045195845,0.09519016018123536
13,0.8,11,0.05240739740372767,13,0.14850089877364483,dtw_1,0.08623400870874551,0.15904624077428275
13,0.8,29,0.05399825704132587,13,0.076667830760752,dtw_1,0.08777444391645861,0.07865766460755402
13,0.8,47,0.055667231077350034,13,0.1204873801080287,dtw_1,0.0898888501945611,0.11369711719047533
13,0.8,71,0.054939752429028585,13,0.08630448257246293,dtw_1,0.08772027178456313,0.10105714036577801
13,0.8,101,0.05565064543656483,13,0.07322264082953982,dtw_1,0.09118440431390357,0.07297289357386323
14,0.8,11,0.05581110486021767,14,0.05254252874400363,dtw_1,0.08968784591136357,0.06255478415515832
14,0.8,29,0.054388170079305846,14,0.05494608719255207,dtw_1,0.08789925840041063,0.05742836863370391
14,0.8,47,0.05597582010605626,14,0.10003440180424045,dtw_1,0.08965767390278212,0.09877800332424977
14,0.8,71,0.054223098004953806,14,0.10271718079595435,dtw_1,0.08915998578938887,0.10578540017035788
14,0.8,101,0.05552776622421418,14,0.015138750461722148,dtw_1,0.08912290159446058,0.029622122425641786
15,0.8,11,0.0524459069067726,15,0.11113711929007691,dtw_1,0.08464259219786786,0.123409256162329
15,0.8,29,0.054755421642564486,15,0.03403847044173214,dtw_1,0.08698503635480272,0.05961864945183269
15,0.8,47,0.052337672045768335,15,0.06655462390374517,dtw_1,0.08457636637324636,0.07859269394793551
15,0.8,71,0.05625733381072072,15,0.040210310419475453,dtw_1,0.09165777546606077,0.029376130104841663
15,0.8,101,0.054649937530019316,15,0.06507886630954474,dtw_1,0.08705743659369548,0.08067225225449376
16,0.8,11,0.05506622567406342,16,0.024783829671996323,dtw_1,0.08803222928687891,0.043391882578058635
16,0.8,29,0.053966549730048205,16,0.057054416681700075,dtw_1,0.08658696385271096,0.06037542055195334
16,0.8,47,0.05316784455434174,16,0.041238072124889405,dtw_1,0.08536943506635498,0.047128626056799586
16,0.8,71,0.05417671802009428,16,0.047661893840811355,dtw_1,0.08673043496144023,0.04998610328634617
16,0.8,101,0.056743441367937644,16,0.04688308031989669,dtw_1,0.0904923994441036,0.07078748425927234
1,0.3,11,1.1190193033373128,1,,msm_0.01,0.1945852055076173,
1,0.3,29,1.1190193033373128,1,,msm_0.01,0.1945852055076173,
1,0.3,47,1.1190193033373128,1,,msm_0.01,0.1945852055076173,
1,0.3,71,1.1190193033373128,1,,msm_0.01,0.1945852055076173,
1,0.3,101,1.1190193033373128,1,,msm_0.01,0.1945852055076173,
2,0.3,11,1.035186868975049,2,0.4652903006120622,msm_0.01,0.16926133909436294,0.4488128327965532
2,0.3,29,1.035186868975049,2,0.4652903006120622,msm_0.01,0.16926133909436294,0.4488128327965532
2,0.3,47,1.0525927191286193,2,0.270471462543625,msm_0.01,0.17854135738189308,0.23584025402609413
2,0.3,71,1.1003717234575279,2,0.6060029794643492,msm_0.01,0.192120375388558,0.4523675604172722
2,0.3,101,1.035186868975049,2,0.4652903006120622,msm_0.01,0.16926133909436294,0.4488128327965532
3,0.3,11,1.0177359919670703,3,0.45827869007920186,msm_0.01,0.16715194027039287,0.2290458902546929
3,0.3,29,1.018665198617567,3,0.45850348212429126,msm_0.01,0.1673918612581557,0.425380344721244
3,0.3,47,1.103178405860857,3,0.20752841885612494,msm_0.01,0.19221742794484697,-0.11401657825117797
3,0.3,71,1.0404879092897064,3,0.14123996432597313,msm_0.01,0.1879855286382697,0.08862646189830865
3,0.3,101,1.0303181565422745,3,0.0896321340685887,msm_0.01,0.16819479954039868,0.04592340000425359
4,0.3,11,1.0037203867734568,4,0.4343231268117757,msm_0.01,0.16472770980980053,0.1713085664615279
4,0.3,29,0.9716915425879068,4,0.27756325395696696,msm_0.01,0.1666663215544476,0.19033509862222003
4,0.3,47,1.0349502790250944,4,0.2214014015120639,msm_0.01,0.18533778476440999,-0.14535390388510677
4,0.3,71,0.9923370093008593,4,0.0236398249621197,msm_0.01,0.16431322399564813,0.0037402482333646235
4,0.3,101,1.012867279534296,4,0.09866962330772806,msm_0.01,0.16608706641909776,-0.05328512194581999
5,0.3,11,0.9613639980913663,5,0.15330446078484297,msm_0.01,0.16168635488943095,0.1003503772813281
5,0.3,29,0.9596658217491126,5,0.27859471673433006,msm_0.01,0.1656457689638055,0.09982541399743834
5,0.3,47,1.023365412396039,5,0.22230051625689293,msm_0.01,0.17516020015889627,-0.12590020795075085
5,0.3,71,0.9750356493950681,5,0.03235996622976441,msm_0.01,0.16393455845830399,-0.01033256971800307
5,0.3,101,1.0049918788971106,5,0.09874447935498457,msm_0.01,0.16493133988095365,-0.0032056257314297515
6,0.3,11,0.9511358098592168,6,0.14790230652807201,msm_0.01,0.1588409567658906,0.10042584309177079
6,0.3,29,0.9542819016514943,6,0.1909989082270942,msm_0.01,0.1648215411739111,-0.13957698233047408
6,0.3,47,1.0337756160624745,6,0.11043220026341716,msm_0.01,0.17122598775846926,-0.1271331607087019
6,0.3,71,0.9508076429156012,6,0.14717779200087738,msm_0.01,0.16160148758260523,-0.22574857914204835
6,0.3,101,0.9920705758854195,6,0.11424313606801395,msm_0.01,0.16102109012217602,-0.04047798286271039
7,0.3,11,0.9423799223942052,7,0.14797928065797541,msm_0.01,0.15898290884239832,-0.018984612054237175
7,0.3,29,0.946496768206957,7,0.1810953703978954,msm_0.01,0.1634827654958242,-0.13797922057921672
7,0.3,47,0.9797096574021387,7,0.09765769919058077,msm_0.01,0.1531872105356525,-0.07410710512026983
7,0.3,71,0.939914286089963,7,0.14850116690105652,msm_0.01,0.15995762238761713,-0.22349935923435876
7,0.3,101,0.9754590489201959,7,0.11793886580306498,msm_0.01,0.15900938587171584,-0.03905897055244271
8,0.3,11,0.9277951916840123,8,0.13483122795498007,msm_0.01,0.15706500821534872,-0.028352352726683277
8,0.3,29,0.920308742316755,8,0.09864159121306867,msm_0.01,0.13961969174710287,-0.0132170887053588
8,0.3,47,0.9813072854951019,8,0.045961468067281616,msm_0.01,0.16153613585258936,-0.09794866233569194
8,0.3,71,0.9160089564479468,8,0.033302378492603105,msm_0.01,0.15571389189275173,-0.19700784896731025
8,0.3,101,0.9313476677941919,8,0.12592681543665107,msm_0.01,0.15836736975092636,-0.06510119620210382
9,0.3,11,0.9021580871171003,9,0.1131285173318272,msm_0.01,0.15233020992398974,0.04090783106063949
9,0.3,29,0.9126880398795387,9,0.09801001042240459,msm_0.01,0.13917790640650565,-0.17398295921477283
9,0.3,47,0.9582586721870772,9,0.05747840339176491,msm_0.01,0.15942782131735414,-0.09350481957223587
9,0.3,71,0.8856865976032872,9,0.045725077369047316,msm_0.01,0.13293544006940117,-0.12082525947748754
9,0.3,101,0.9228161427988728,9,0.11799399955967213,msm_0.01,0.15783147866484287,-0.07475108835093841
10,0.3,11,0.8871369230238294,10,0.07681390501781622,msm_0.01,0.14464322279424985,-0.12254678889748652
10,0.3,29,0.900419937957412,10,0.022802901601712736,msm_0.01,0.1328144276198105,-0.15788963678298423
10,0.3,47,0.9387649614513647,10,0.09480858721326131,msm_0.01,0.14860573613929856,-0.06946296319422293
10,0.3,71,0.872583687300273,10,0.05831092879266754,msm_0.01,0.13048168603916677,-0.12294513921718248
10,0.3,101,0.9103687122856792,10,0.11202470124056033,msm_0.01,0.15097308774017834,-0.08392654311857854
11,0.3,11,0.8669865936633333,11,0.0768304341883324,msm_0.01,0.13472922111351474,-0.06284597082095236
11,0.3,29,0.8896227218865489,11,0.029205265332521768,msm_0.01,0.13226698510947252,-0.1568025678929633
11,0.3,47,0.9307235836303429,11,-0.004792652911692258,msm_0.01,0.14854506385813127,-0.21870845478213405
11,0.3,71,0.8564817006019559,11,0.05586407413994609,msm_0.01,0.12931227892929917,-0.13918094807280607
11,0.3,101,0.897110614086168,11,0.11314815636603363,msm_0.01,0.15052302812784585,-0.08330965147685927
12,0.3,11,0.8510658391392887,12,0.07793833809011197,msm_0.01,0.1319877754850025,0.008888706366264033
12,0.3,29,0.881102079684714,12,0.025261009619152654,msm_0.01,0.13177384717598373,-0.1751208008961097
12,0.3,47,0.9321901989919874,12,-0.034358839014656896,msm_0.01,0.15702166284123162,-0.2551468225088933
12,0.3,71,0.8417649474996987,12,0.04274517539191754,msm_0.01,0.13020347149291261,-0.17712978477730923
12,0.3,101,0.8853959833488783,12,0.11318530713542736,msm_0.01,0.1498360744455812,-0.09711610035807444
13,0.3,11,0.8425738852076005,13,0.08015495591000844,msm_0.01,0.1316554173974992,-0.12761155237292696
13,0.3,29,0.8726264342713906,13,0.025066808550191073,msm_0.01,0.12974104206257703,-0.173185794112111
13,0.3,47,0.9041410797155714,13,0.004544170339912973,msm_0.01,0.1382476788042783,-0.1782237117024801
13,0.3,71,0.8279474143702391,13,0.0527229548380035,msm_0.01,0.12897085880981457,-0.17510517899382874
13,0.3,101,0.8675384862716305,13,0.12101876761627323,msm_0.01,0.1465081092289453,-0.0947040274085292
14,0.3,11,0.866569421508013,14,0.08211882050860213,msm_0.01,0.12827381608314797,-0.16179420626802274
14,0.3,29,0.85575026990709,14,0.03523447615496326,msm_0.01,0.12796342613239853,-0.1675899675628862
14,0.3,47,0.8952171567460762,14,0.002029855440031002,msm_0.01,0.13683810271561397,-0.18713900018227217
14,0.3,71,0.8289887343577887,14,0.03979600332395619,msm_0.01,0.12594179013050993,-0.1714051624244675
14,0.3,101,0.857485457605044,14,0.11845765205966464,msm_0.01,0.14570478293481084,-0.09556430015093435
15,0.3,11,0.8330759869939334,15,0.05258041911487591,msm_0.01,0.1335414119718419,-0.19748059058129788
15,0.3,29,0.8479102028640413,15,0.0356915785850945,msm_0.01,0.1262900240046105,-0.16317410825863696
15,0.3,47,0.8347487705660055,15,0.03583188039389204,msm_0.01,0.12483291864721405,-0.145738680361067
15,0.3,71,0.8147153446587221,15,0.034482636883236564,msm_0.01,0.12352225847034289,-0.17693581802120023
15,0.3,101,0.8477649123379926,15,0.12086044310868573,msm_0.01,0.14445721253878765,-0.09200482976363779
16,0.3,11,0.8150170089458914,16,0.006348247531667962,msm_0.01,0.12444941525920625,-0.14065518977313002
16,0.3,29,0.8320931131731776,16,0.03980638560420909,msm_0.01,0.12416365960712422,-0.1598381488116353
