k,sigma,lr,seed,iterations,grid,qe,occupied,silhouette,topographic_error,norm
5,1.0,0.1,29,50000,1x5,0.3102750942456182,5,0.21582770890094635,0.009174311926605505,zscore
5,1.0,0.1,47,50000,1x5,0.31286804905481486,5,0.24434642466759973,0.0779816513761468,zscore
5,1.0,0.1,71,50000,1x5,0.3130594837980269,5,0.24800094598966005,0.01834862385321101,zscore
5,1.0,0.1,101,50000,1x5,0.31438976152261405,5,0.24261607742389715,0.013761467889908258,zscore
6,1.0,0.1,11,50000,2x3,0.30870821003592247,6,0.23966204568408456,0.0,zscore
6,1.0,0.1,29,50000,2x3,0.2992652730703387,6,0.2072498038754962,0.009174311926605505,zscore
6,1.0,0.1,47,50000,2x3,0.2952954225470599,6,0.20826814219808717,0.009174311926605505,zscore
6,1.0,0.1,71,50000,2x3,0.29761168551387107,6,0.2042200749724958,0.013761467889908258,zscore
6,1.0,0.1,101,50000,2x3,0.3085671357375258,6,0.24284912102837494,0.0,zscore
7,1.0,0.1,11,50000,1x7,0.2850396337229559,7,0.19071915997022534,0.03211009174311927,zscore
7,1.0,0.1,29,50000,1x7,0.2856855758499027,7,0.1822578800380005,0.0963302752293578,zscore
7,1.0,0.1,47,50000,1x7,0.28620772562527436,7,0.19904053331451807,0.01834862385321101,zscore
7,1.0,0.1,71,50000,1x7,0.2850866913831909,7,0.21202178402108157,0.04128440366972477,zscore
7,1.0,0.1,101,50000,1x7,0.28579484102482633,7,0.18814680457772276,0.21100917431192662,zscore
8,1.0,0.1,11,50000,2x4,0.2798313915449701,8,0.21491146130170766,0.01834862385321101,zscore
8,1.0,0.1,29,50000,2x4,0.28043491333703235,8,0.21548742352361916,0.022935779816513763,zscore
8,1.0,0.1,47,50000,2x4,0.2801134217131192,8,0.20837418951969477,0.01834862385321101,zscore
8,1.0,0.1,71,50000,2x4,0.2766578145445717,8,0.20047332408423046,0.009174311926605505,zscore
8,1.0,0.1,101,50000,2x4,0.2778827549139069,8,0.2057880753346945,0.013761467889908258,zscore
9,1.0,0.1,11,50000,3x3,0.2686638683214574,9,0.16873045537096232,0.013761467889908258,zscore
9,1.0,0.1,29,50000,3x3,0.27096118031868155,9,0.1675575551950753,0.009174311926605505,zscore
9,1.0,0.1,47,50000,3x3,0.27031354496414883,9,0.16914074875715818,0.013761467889908258,zscore
9,1.0,0.1,71,50000,3x3,0.2744004085561865,9,0.182709512620712,0.013761467889908258,zscore
9,1.0,0.1,101,50000,3x3,0.2738265375248282,9,0.22004009501259514,0.06880733944954129,zscore
10,1.0,0.1,11,50000,2x5,0.2598348641893596,10,0.22045081418125498,0.013761467889908258,zscore
