cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,1.0,0.0
0,1,0.9792470130999869,0.20394446233655927
0,2,0.9914979209197974,0.3438825504493929
0,3,0.9786731836187175,0.4355380690390101
0,4,0.740198113898792,0.5089024944839506
1,0,0.9792470130999869,0.20394446233655927
1,1,1.0,0.0
1,2,0.9969314398456842,0.1461837924207685
1,3,0.9996656120207369,0.23716754794013675
1,4,0.8599504045227893,0.3115910572961595
2,0,0.9914979209197975,0.3438825504493929
2,1,0.9969314398456841,0.1461837924207685
2,2,1.0,0.0
2,3,0.9964466876054026,0.09180370725756128
2,4,0.8209334036947987,0.16593960481645093
3,0,0.9786731836187174,0.4355380690390101
3,1,0.9996656120207369,0.23716754794013675
3,2,0.9964466876054026,0.09180370725756128
3,3,1.0,0.0
3,4,0.8601097384340084,0.07475688498965712
4,0,0.740198113898792,0.5089024944839506
4,1,0.8599504045227893,0.3115910572961595
4,2,0.8209334036947987,0.16593960481645093
4,3,0.8601097384340084,0.07475688498965712
4,4,0.9999999999999998,0.0
