curve_id,axis_valid,audit_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours
图片94_f25a69c5be,True,,lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_1__Series_1.csv,图片94,samples_test__unknown__unknown__图片94__Series_1__Series_1,Time,hours,PCE,%,1.0,33,47.80591738392364
图片94_b1ce698833,True,,lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_2__Series_2.csv,图片94,samples_test__unknown__unknown__图片94__Series_2__Series_2,Time,hours,PCE,%,1.0,33,47.80591738392364
图片94_f6ddd1d972,True,,lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_3__Series_3.csv,图片94,samples_test__unknown__unknown__图片94__Series_3__Series_3,Time,hours,PCE,%,1.0,33,47.80591738392364
图片95_31350bb170,True,,lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__No_Desiccant__Series_4.csv,图片95,samples_test__unknown__unknown__图片95__No_Desiccant__Series_4,Time,(hours),PCE,(%),1.0,31,46.769270393891
图片95_0d2b77399a,True,,"lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__SiO,+Desiccant__Series_1.csv",图片95,"samples_test__unknown__unknown__图片95__SiO,+Desiccant__Series_1",Time,(hours),PCE,(%),1.0,30,45.21029471409463
图片95_a0f719bf19,True,,lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__o-Desiccant__Series_2.csv,图片95,samples_test__unknown__unknown__图片95__o-Desiccant__Series_2,Time,(hours),PCE,(%),1.0,30,45.21029471409463
图片95_a8c5995371,True,,lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__√-GO+Desiccant__Series_3.csv,图片95,samples_test__unknown__unknown__图片95__√-GO+Desiccant__Series_3,Time,(hours),PCE,(%),1.0,30,46.769270393891
图片96_14d51e38e2,True,,lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_1__Series_1.csv,图片96,samples_test__unknown__unknown__图片96__Series_1__Series_1,Time,(hours),PCE,(%),1.0,34,48.21324034676231
图片96_848df9d7c3,True,,lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_2__Series_2.csv,图片96,samples_test__unknown__unknown__图片96__Series_2__Series_2,Time,(hours),PCE,(%),1.0,33,46.75223306352709
图片96_84592f795c,True,,lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_3__Series_3.csv,图片96,samples_test__unknown__unknown__图片96__Series_3__Series_3,Time,(hours),PCE,(%),1.0,33,46.75223306352709
图片97_3ac4ced076,True,,lab-v2/som_references/accepted/samples_test/图片97/accepted/samples_test__unknown__unknown__图片97__85%--__Series_1.csv,图片97,samples_test__unknown__unknown__图片97__85%--__Series_1,Time,(hours),PCE,(%),1.0,34,142.85299515131484
图片98_e5f7bc41cb,True,,lab-v2/som_references/accepted/samples_test/图片98/accepted/samples_test__unknown__unknown__图片98__Series_1__Series_1.csv,图片98,samples_test__unknown__unknown__图片98__Series_1__Series_1,Time,(hours),PCE,(%),1.0,33,414.1410227028837
图片99_d36fc9e04d,True,,lab-v2/som_references/accepted/samples_test/图片99/accepted/samples_test__unknown__unknown__图片99__Control__Series_2.csv,图片99,samples_test__unknown__unknown__图片99__Control__Series_2,Time,(h),PCE,(Norm.),1.0,65,40.13077219188213
图片99_35b83410d6,True,,lab-v2/som_references/accepted/samples_test/图片99/accepted/samples_test__unknown__unknown__图片99__TBPO__Series_1.csv,图片99,samples_test__unknown__unknown__图片99__TBPO__Series_1,Time,(h),PCE,(Norm.),1.0,65,40.13077219188213
