id,cluster
C003,1
C004,1
C011,1
C012,1
C054,1
C075,1
C076,1
C077,1
C080,1
C081,1
C084,1
C085,1
C088,1
C089,1
C090,1
C096,1
C127,1
C128,1
C134,1
C135,1
C184,1
C186,1
C191,1
C205,1
C206,2
C207,1
C212,1
C215,1
