id,cluster
C025,1
C029,1
C034,1
C035,1
C036,1
C050,1
C051,1
C052,1
C053,1
C063,1
C064,1
C065,1
C105,1
C106,1
C129,1
C130,1
C136,1
C137,1
C138,1
C150,1
C151,1
C152,1
C179,1
C180,1
C181,1
C202,2
