id,cluster
C039,1
C040,1
C054,1
C075,1
C076,1
C077,1
C082,1
C083,1
C084,1
C085,1
C088,1
C089,1
C090,1
C096,1
C134,1
C135,1
C184,1
C205,1
C206,2
C207,1
C208,1
C209,1
C211,1
C212,1
C213,1
C214,1
C215,1
C217,1
C218,1
