id,cluster,PCE_end_over_first,relative_PCE_loss_percent
C005,1,0.8494901752885539,15.050982471144614
C006,1,0.9300595922225267,6.994040777747335
C007,1,0.37272449525228646,62.727550474771355
C008,1,1.0546541426472813,-5.46541426472813
C009,1,0.7214593770738453,27.854062292615467
C010,1,0.763803296854472,23.6196703145528
C014,1,0.7878314413063159,21.216855869368413
C015,1,0.562747692141051,43.725230785894894
C016,1,0.9852920713229016,1.4707928677098359
C017,1,0.9076187727963231,9.238122720367691
C018,1,0.7231186022679552,27.68813977320448
C019,1,0.7657593396244844,23.42406603755156
C025,1,0.9640705424062189,3.592945759378108
C028,1,0.8873205658442588,11.267943415574122
C029,2,1.025086481679894,-2.5086481679893913
C030,1,0.9510430612494992,4.895693875050078
C031,1,0.9188273983122855,8.117260168771445
C034,1,0.8859723541677464,11.402764583225355
C035,1,0.9341535456993129,6.584645430068714
C036,1,0.7460766060297801,25.392339397021992
C037,1,0.9026599570242446,9.734004297575538
C038,1,0.7895225094741626,21.047749052583743
C044,2,0.9954710255097584,0.45289744902415885
C045,1,0.8365796308509189,16.34203691490811
C046,1,0.8043273152431955,19.567268475680454
C047,1,0.9679973450992295,3.2002654900770477
C050,1,0.964795078751607,3.520492124839303
C051,1,0.992735247989903,0.726475201009702
C052,1,0.9889828163239706,1.101718367602944
C053,1,0.9805613420964652,1.9438657903534828
C055,2,1.0154287672975673,-1.5428767297567259
C056,1,0.8094311862908079,19.05688137091921
C057,1,0.9519146090494331,4.808539095056686
C061,1,0.9032404227845001,9.675957721549988
C062,1,0.9436391765668153,5.6360823433184715
C063,1,0.6182250252427866,38.177497475721346
C064,1,0.9030208363829435,9.69791636170565
C065,1,0.9626810508414073,3.7318949158592685
C086,1,0.9496999153518155,5.030008464818447
C087,1,0.9196356041454636,8.036439585453635
C091,1,0.9910529233839404,0.8947076616059646
C092,1,0.9038700553531984,9.612994464680158
C093,1,0.9202249623254503,7.977503767454975
C095,1,0.6608118288851336,33.918817111486646
C099,1,1.0389622671667125,-3.896226716671247
C100,1,1.0496839744365334,-4.9683974436533385
C103,1,0.6020303255868092,39.796967441319076
C104,1,0.8485966698673956,15.140333013260443
C105,1,0.8174228778352021,18.257712216479792
C106,1,0.9580458404025958,4.195415959740423
C109,1,0.6992511502996838,30.074884970031622
C110,1,0.8078731725777316,19.21268274222684
C118,1,0.6547527625080493,34.524723749195076
C125,2,1.043488177909235,-4.348817790923509
C129,1,0.9870533724154453,1.294662758455467
C130,1,0.9638160301503719,3.618396984962813
C138,2,1.0309220628565454,-3.092206285654542
C139,1,0.9133088894019921,8.669111059800795
C140,1,0.8043950432794941,19.560495672050592
C141,1,0.9483718918023203,5.162810819767971
C150,1,0.9686930123927969,3.1306987607203074
C151,1,0.9942733073896564,0.5726692610343642
C152,1,0.9814831598912266,1.8516840108773414
C153,1,0.702681096214529,29.7318903785471
C154,1,0.8105716655590562,18.942833444094376
C165,1,0.9236783758251876,7.632162417481236
C166,1,0.9118748592493221,8.81251407506779
C167,1,0.8443752151228199,15.562478487718012
C172,1,0.6329984193128957,36.70015806871043
C173,1,0.9752646494682697,2.473535053173026
C174,1,0.9728333564424622,2.716664355753784
C175,1,0.9443247447931682,5.567525520683181
C176,2,1.013165748838936,-1.3165748838936064
C177,1,0.8882219558082092,11.177804419179083
C178,1,0.7433203828877057,25.667961711229424
C179,1,0.9425532019112445,5.744679808875553
C180,1,0.9868941174408292,1.3105882559170778
C181,1,0.9831134679989949,1.6886532001005095
C182,1,0.885530889668193,11.446911033180696
C183,1,0.9907647884243272,0.9235211575672753
C186,1,0.6859899511262808,31.40100488737192
C191,1,0.8570533774351096,14.294662256489044
C192,1,0.9855236205120546,1.4476379487945445
C193,1,0.8532191529098601,14.678084709013994
C194,1,0.8085650495594312,19.14349504405688
C195,1,0.99556943981632,0.44305601836800435
C197,1,0.995419478010717,0.45805219892830484
C198,2,1.0102670470221329,-1.026704702213288
C199,1,0.9978290670772378,0.21709329227621588
C202,1,1.002422765242627,-0.24227652426269675
C216,1,0.9064707763316919,9.352922366830807
