id_a,id_b,cluster,DTW
C031,C028,1,0.23357301054329094
C031,C030,1,0.33273341843110354
C034,C005,1,0.4100728408854315
C034,C006,1,0.33461042978385336
C034,C007,1,0.5057589974476612
C034,C008,1,0.5696923034913568
C034,C009,1,0.20617769139044784
C034,C010,1,0.22775082269127656
C034,C014,1,0.44847533328519656
C034,C015,1,0.3459841878496717
C034,C016,1,0.9375299450238437
C034,C017,1,0.6752983523277387
C034,C018,1,0.1628768612011677
C034,C019,1,0.2263361018168247
C034,C025,1,0.43118805009394234
C034,C028,1,0.4730534036589195
C034,C030,1,0.298177019740966
C034,C031,1,0.5409925260687267
C035,C005,1,0.313948341812023
C035,C006,1,0.30279314106462774
C035,C007,1,0.4622110491186289
C035,C008,1,0.5240203737020656
C035,C009,1,0.1809293485444394
C035,C010,1,0.2296738866605537
C035,C014,1,0.4036572010706364
C035,C015,1,0.34454629237318324
C035,C016,1,0.949027147142183
C035,C017,1,0.6426105066087003
C035,C018,1,0.18737031802890972
C035,C019,1,0.1770899507390534
C035,C025,1,0.34658198235606624
C035,C028,1,0.411680200868432
C035,C030,1,0.27064978163979403
C035,C031,1,0.5371057182705135
C035,C034,1,0.12812621148376432
C036,C005,1,0.5112055657023735
C036,C006,1,0.49971391593300307
C036,C007,1,0.670216725410645
C036,C008,1,0.6008898742612556
C036,C009,1,0.31225092054515596
C036,C010,1,0.3232822232312394
C036,C014,1,0.6107846059070903
C036,C015,1,0.4806340560301231
C036,C016,1,0.9551097831432833
C036,C017,1,0.788709345715361
C036,C018,1,0.30362728213364554
C036,C019,1,0.30674683587716073
C036,C025,1,0.5813917035069929
C036,C028,1,0.6360821137874608
C036,C030,1,0.47611614866659796
C036,C031,1,0.6406486901729793
C036,C034,1,0.20325628123080378
C036,C035,1,0.23520738093469185
C037,C005,1,0.2313534285152892
C037,C006,1,0.21986178571928364
C037,C007,1,0.18647906217461852
C037,C008,1,0.40154954628734835
C037,C009,1,0.3180070229942779
C037,C010,1,0.3171048812363099
C037,C014,1,0.16816871037665845
C037,C015,1,0.31783130151004396
C037,C016,1,0.9262368726998313
C037,C017,1,0.3213352390106286
C037,C018,1,0.3459410159354466
C037,C019,1,0.31752658829796304
C037,C025,1,0.10835410515734663
C037,C028,1,0.15829001993247932
C037,C030,1,0.19637461464823577
C037,C031,1,0.35894274791328734
C037,C034,1,0.36616238624350833
C037,C035,1,0.267474575812056
C037,C036,1,0.5516591336550284
C038,C005,1,0.19728543962260417
C038,C006,1,0.13153576702932193
C038,C007,1,0.197100701775197
C038,C008,1,0.44107749781509664
C038,C009,1,0.2864883620820389
C038,C010,1,0.29656554966451826
C038,C014,1,0.139182327015814
C038,C015,1,0.24482045097440872
C038,C016,1,0.8710808190804125
C038,C017,1,0.29072837821433956
C038,C018,1,0.3196143088492735
C038,C019,1,0.3148718562697313
C038,C025,1,0.12989904204925684
C038,C028,1,0.1483220286134027
C038,C030,1,0.11795461348371689
C038,C031,1,0.3458226268725017
C038,C034,1,0.31927091159467313
C038,C035,1,0.2511619913119978
C038,C036,1,0.5096951306752687
C038,C037,1,0.11450554372547439
C044,C029,2,0.7239515677637794
C045,C005,1,0.20194326537585958
C045,C006,1,0.12498522752264096
C045,C007,1,0.19731668530751603
C045,C008,1,0.4320022239408956
C045,C009,1,0.292522491213132
C045,C010,1,0.294779567956214
C045,C014,1,0.1284985145327187
C045,C015,1,0.23884850128253635
C045,C016,1,0.8664762594444889
C045,C017,1,0.3033680707901592
C045,C018,1,0.3045190443508257
C045,C019,1,0.2870202095205873
C045,C025,1,0.14019398932751653
C045,C028,1,0.13950040925837423
C045,C030,1,0.10942360876562231
C045,C031,1,0.3208744665063099
C045,C034,1,0.3252091473713919
C045,C035,1,0.2537186269003345
C045,C036,1,0.5208970715638698
C045,C037,1,0.12689496818078938
C045,C038,1,0.057581218317564034
C046,C005,1,0.2793147318529991
C046,C006,1,0.29099238741993705
C046,C007,1,0.1967517715772158
C046,C008,1,0.4447089592668064
C046,C009,1,0.3941734206562447
C046,C010,1,0.38875612374454305
C046,C014,1,0.18680694771950343
C046,C015,1,0.3903378229644374
C046,C016,1,0.9133094737450926
C046,C017,1,0.31757824041271093
C046,C018,1,0.4471575926129434
C046,C019,1,0.4086321265110688
C046,C025,1,0.15350635582467043
C046,C028,1,0.18971814471715984
C046,C030,1,0.2377246195266232
C046,C031,1,0.4137003389426204
C046,C034,1,0.4685984988347454
C046,C035,1,0.3864103080810655
C046,C036,1,0.6523736985661939
C046,C037,1,0.1365008326472945
C046,C038,1,0.18794133250603268
C046,C045,1,0.18257666158647373
C047,C005,1,0.3865211896120094
C047,C006,1,0.481501466695977
C047,C007,1,0.30287880684646223
C047,C008,1,0.5166244759113473
C047,C009,1,0.646866392183958
C047,C010,1,0.6914674506590751
C047,C014,1,0.3709182384111626
C047,C015,1,0.6611256405617515
C047,C016,1,0.7761483971515387
C047,C017,1,0.26786399469754507
C047,C018,1,0.7143322046360584
C047,C019,1,0.7265625171061165
C047,C025,1,0.3202701708040215
C047,C028,1,0.33847688544707055
C047,C030,1,0.5284675218996432
C047,C031,1,0.5396296169646553
C047,C034,1,0.6683924136901602
C047,C035,1,0.6827393209047996
C047,C036,1,0.81931346708548
C047,C037,1,0.43674525211471993
C047,C038,1,0.41447042732933176
C047,C045,1,0.43290023592151483
C047,C046,1,0.36024040794747775
C050,C005,1,0.2099577789168043
C050,C006,1,0.21076434897466678
C050,C007,1,0.25336600640047696
C050,C008,1,0.5091894475923924
C050,C009,1,0.27518578521582066
C050,C010,1,0.2831239996402459
C050,C014,1,0.20094477177704423
C050,C015,1,0.3300109164890355
C050,C016,1,1.0115603910431819
C050,C017,1,0.43161072259228
C050,C018,1,0.3480326475431864
C050,C019,1,0.2859167220037448
C050,C025,1,0.16629425420006883
C050,C028,1,0.23371676220909796
C050,C030,1,0.19996195677414233
C050,C031,1,0.3909913673707943
C050,C034,1,0.25036218375753755
C050,C035,1,0.26894140919232357
C050,C036,1,0.44574079861651394
C050,C037,1,0.1595665750990633
C050,C038,1,0.16368193298597516
C050,C045,1,0.16532434955183783
C050,C046,1,0.23233051072427807
C050,C047,1,0.5008256022977394
C051,C005,1,0.5018387280900863
C051,C006,1,0.6337742461039809
C051,C007,1,0.4313946445252303
C051,C008,1,0.4151745151233528
C051,C009,1,0.7878395293974598
C051,C010,1,0.8010760825326183
C051,C014,1,0.48723155966127196
C051,C015,1,0.703276803997965
C051,C016,1,0.6950110803705082
C051,C017,1,0.5325791319474567
C051,C018,1,0.8374792368486945
C051,C019,1,0.8285968163171099
C051,C025,1,0.49653836784992994
C051,C028,1,0.4912763361026007
C051,C030,1,0.5994902550389856
C051,C031,1,0.5723051579919661
C051,C034,1,0.66920191690824
C051,C035,1,0.6053490260391658
C051,C036,1,0.698334281275306
C051,C037,1,0.46799680595649146
C051,C038,1,0.535958375953304
C051,C045,1,0.5047318934844124
C051,C046,1,0.4916900944100929
C051,C047,1,0.5830456798321438
C051,C050,1,0.6117390266743679
C052,C005,1,0.25114529728132906
C052,C006,1,0.22278059820741447
C052,C007,1,0.3840702475672481
C052,C008,1,0.5832459946494608
C052,C009,1,0.2718156495222138
C052,C010,1,0.23566424008137937
C052,C014,1,0.3290810918415526
C052,C015,1,0.28834831058680327
C052,C016,1,0.9799232202310969
C052,C017,1,0.5628625546824476
C052,C018,1,0.3487335292225173
C052,C019,1,0.2688709597344286
C052,C025,1,0.2406402510604266
C052,C028,1,0.3295703871587046
C052,C030,1,0.23561780861327317
C052,C031,1,0.5500094749519209
C052,C034,1,0.280075002987888
C052,C035,1,0.25381416792914313
C052,C036,1,0.45893093247361194
C052,C037,1,0.24479757103527722
C052,C038,1,0.21120004577039642
C052,C045,1,0.20692714623123973
C052,C046,1,0.31971379858059196
C052,C047,1,0.5842683413161811
C052,C050,1,0.2058637139309776
C052,C051,1,0.688116496473607
C053,C005,1,0.3116145881160364
C053,C006,1,0.25120415233512394
C053,C007,1,0.4933260144565089
C053,C008,1,0.6114730031979411
C053,C009,1,0.17234340039589846
C053,C010,1,0.19023514607924089
C053,C014,1,0.4291624976469107
C053,C015,1,0.2661368911742282
C053,C016,1,1.0291408461143794
C053,C017,1,0.6513501757985483
C053,C018,1,0.20691338798389294
C053,C019,1,0.16638698466134405
C053,C025,1,0.3946995640503144
C053,C028,1,0.4330273969933086
C053,C030,1,0.21473722444344434
C053,C031,1,0.5465397498228325
C053,C034,1,0.2909125959169681
C053,C035,1,0.21819032700603178
C053,C036,1,0.39474464221418915
C053,C037,1,0.2733110138192411
C053,C038,1,0.280735315580259
C053,C045,1,0.2522154792135711
C053,C046,1,0.4676628894929731
C053,C047,1,0.7224113755163195
C053,C050,1,0.28367580199047765
C053,C051,1,0.7296456499893921
C053,C052,1,0.19801744194966744
C055,C029,2,0.4293034708394028
C055,C044,2,0.7114535547945093
C056,C005,1,0.21594140382601187
C056,C006,1,0.13856512990659187
C056,C007,1,0.17779403508892555
C056,C008,1,0.4187980210335514
C056,C009,1,0.3260079880723818
C056,C010,1,0.33389843117374995
C056,C014,1,0.11377647914521098
C056,C015,1,0.2600772449076773
C056,C016,1,0.8752689210791983
C056,C017,1,0.27258090724879414
C056,C018,1,0.34886058921767815
C056,C019,1,0.3124213268340016
C056,C025,1,0.12117547710000533
C056,C028,1,0.11751959847429588
C056,C030,1,0.13029568862084667
C056,C031,1,0.30106593126635606
C056,C034,1,0.3775093889750175
C056,C035,1,0.2851042962643864
C056,C036,1,0.5663949715859711
C056,C037,1,0.11379046700256025
C056,C038,1,0.062927255490814
C056,C045,1,0.04844960873974646
C056,C046,1,0.16515436806963252
C056,C047,1,0.39224194815663144
C056,C050,1,0.15376809959298218
C056,C051,1,0.45638136797654594
C056,C052,1,0.21021739437826792
C056,C053,1,0.2822205611257724
C057,C005,1,0.20201332600771715
C057,C006,1,0.09109604526677766
C057,C007,1,0.3310157506979163
C057,C008,1,0.49016619593790195
C057,C009,1,0.20241994120995874
C057,C010,1,0.19937165128393142
C057,C014,1,0.24079278368322288
C057,C015,1,0.1382525859838992
C057,C016,1,0.8620902690535307
C057,C017,1,0.43427334529854505
C057,C018,1,0.23183349570549808
C057,C019,1,0.2002938599462412
C057,C025,1,0.23679305811397605
C057,C028,1,0.23684359916670872
C057,C030,1,0.11757486471505406
C057,C031,1,0.3667429634720614
C057,C034,1,0.316346700470982
C057,C035,1,0.2744547718554292
C057,C036,1,0.5029472539558425
C057,C037,1,0.21808097687890304
C057,C038,1,0.12436835761258286
C057,C045,1,0.12654914468598863
C057,C046,1,0.26127230510897415
C057,C047,1,0.5177254187454116
C057,C050,1,0.22606572604740316
C057,C051,1,0.5882867134681511
C057,C052,1,0.1875873593313462
C057,C053,1,0.20913770809123042
C057,C056,1,0.141108149534746
C061,C005,1,0.27161855835452786
C061,C006,1,0.27832689636120184
C061,C007,1,0.08340060461075921
C061,C008,1,0.41495649581403193
C061,C009,1,0.4597046655759071
C061,C010,1,0.47289579552073613
C061,C014,1,0.11560111325057706
C061,C015,1,0.42705916882009354
C061,C016,1,0.896664472588511
C061,C017,1,0.13776151785409654
C061,C018,1,0.5082279485918417
C061,C019,1,0.4951294508290767
C061,C025,1,0.1594317288031611
C061,C028,1,0.10213487406007153
C061,C030,1,0.29668781729472465
C061,C031,1,0.2348253052609685
C061,C034,1,0.4796604224215569
C061,C035,1,0.4363866450330265
C061,C036,1,0.6432281571076375
C061,C037,1,0.16398348587890876
C061,C038,1,0.18365066366401786
C061,C045,1,0.18737624071678313
C061,C046,1,0.19515115426299548
C061,C047,1,0.3297591454215703
C061,C050,1,0.2334594877488907
C061,C051,1,0.5066054575176621
C061,C052,1,0.356072786518207
C061,C053,1,0.46063029744170186
C061,C056,1,0.16589395164855017
C061,C057,1,0.29781358112245115
C062,C005,1,0.26819900220651033
C062,C006,1,0.16995273470151212
C062,C007,1,0.16330437069874232
C062,C008,1,0.4310530916102564
C062,C009,1,0.33601968862659165
C062,C010,1,0.3725011619826859
C062,C014,1,0.11386793266885785
C062,C015,1,0.2859661733343474
C062,C016,1,0.9029246487660337
C062,C017,1,0.28829977261224243
C062,C018,1,0.35901586816701875
C062,C019,1,0.3718676490173246
C062,C025,1,0.160185765610515
C062,C028,1,0.13543819887696162
C062,C030,1,0.14933321097918173
C062,C031,1,0.26384193675487616
C062,C034,1,0.3570686196425178
C062,C035,1,0.33386367513715004
C062,C036,1,0.5482125933431613
C062,C037,1,0.16911248945607457
C062,C038,1,0.12428503005534544
C062,C045,1,0.12530014677982645
C062,C046,1,0.22808486698998245
C062,C047,1,0.431083352370717
C062,C050,1,0.1963497086489654
C062,C051,1,0.5772459936868458
C062,C052,1,0.26961093305738576
C062,C053,1,0.3377799585508376
C062,C056,1,0.1296495207222494
C062,C057,1,0.18201719943411937
C062,C061,1,0.15728875877782425
C063,C005,1,0.18914530801800827
C063,C006,1,0.07507108566623988
C063,C007,1,0.2783970295710279
C063,C008,1,0.4475649010277696
C063,C009,1,0.19953710724878196
C063,C010,1,0.21460791656034064
C063,C014,1,0.20066355509233452
C063,C015,1,0.15046430011713632
C063,C016,1,0.8525646995452453
C063,C017,1,0.4076452304145172
C063,C018,1,0.24394860860099526
C063,C019,1,0.20819510835067084
C063,C025,1,0.1988930800526152
C063,C028,1,0.2064445109026967
C063,C030,1,0.10765150955740467
C063,C031,1,0.35145751192236174
C063,C034,1,0.27897100247370205
C063,C035,1,0.2482601594819945
C063,C036,1,0.4360637440210497
C063,C037,1,0.18494771021890236
C063,C038,1,0.11157039947979869
C063,C045,1,0.10337456141350561
C063,C046,1,0.25144878478527566
C063,C047,1,0.4896185982458971
C063,C050,1,0.1971090451768448
C063,C051,1,0.5945610220607972
C063,C052,1,0.19798032858748182
C063,C053,1,0.22597828465593753
C063,C056,1,0.11311489016321649
C063,C057,1,0.07486629218854401
C063,C061,1,0.25793173619557624
C063,C062,1,0.1590486200920342
C064,C005,1,0.19300369888764587
C064,C006,1,0.0925151908107366
C064,C007,1,0.28918342915574785
C064,C008,1,0.4648325338154272
C064,C009,1,0.20009297874272367
C064,C010,1,0.18899365020967657
C064,C014,1,0.21694102562128573
C064,C015,1,0.15528794936519696
C064,C016,1,0.8494929441232846
C064,C017,1,0.4430010687059646
C064,C018,1,0.22489323496742875
C064,C019,1,0.19767838673438043
C064,C025,1,0.19059716139713256
C064,C028,1,0.21477986765725932
C064,C030,1,0.10421958681608043
C064,C031,1,0.3747937482854077
C064,C034,1,0.2787659667757915
C064,C035,1,0.2503206171566145
C064,C036,1,0.44243869108016054
C064,C037,1,0.17038166561843474
C064,C038,1,0.10662024464726291
C064,C045,1,0.10010833031730423
C064,C046,1,0.23876028331601265
C064,C047,1,0.4952418986910761
C064,C050,1,0.18743833474895638
C064,C051,1,0.5941187599666965
C064,C052,1,0.21600179968902375
C064,C053,1,0.23036366184604493
C064,C056,1,0.1172832207209166
C064,C057,1,0.07367086479912087
C064,C061,1,0.26225454858182434
C064,C062,1,0.1656545898075409
C064,C063,1,0.06631763738765047
C065,C005,1,0.19037069928745706
C065,C006,1,0.16990067642823964
C065,C007,1,0.2892792459064483
C065,C008,1,0.4133479809589816
C065,C009,1,0.24023871338250916
C065,C010,1,0.2396490915979019
C065,C014,1,0.22418148284991685
C065,C015,1,0.22496742401897535
C065,C016,1,0.8416333006058787
C065,C017,1,0.4204137681270577
C065,C018,1,0.3029675547360255
C065,C019,1,0.24291716205969635
C065,C025,1,0.1891591115279393
C065,C028,1,0.25851320802535555
C065,C030,1,0.17563409537763827
C065,C031,1,0.4108301088961318
C065,C034,1,0.28326332810896715
C065,C035,1,0.23102653021149158
C065,C036,1,0.446071188215386
C065,C037,1,0.1842221409883026
C065,C038,1,0.15826560205737913
C065,C045,1,0.15088086449996346
C065,C046,1,0.24140710995227418
C065,C047,1,0.506390420089618
C065,C050,1,0.1805877523531911
C065,C051,1,0.4987071342121383
C065,C052,1,0.1772165111002071
C065,C053,1,0.22596896272565875
C065,C056,1,0.16073225810555028
C065,C057,1,0.14329732241700763
C065,C061,1,0.293145978434742
C065,C062,1,0.20636982154474698
C065,C063,1,0.12951553122762677
C065,C064,1,0.11430544958102716
C086,C005,1,0.17443650971486188
C086,C006,1,0.09336459453711533
C086,C007,1,0.30953713833926044
C086,C008,1,0.4613222056389502
C086,C009,1,0.18198987732152808
C086,C010,1,0.18955572063858048
C086,C014,1,0.23022891559455236
C086,C015,1,0.17654607366074648
C086,C016,1,0.8807054016550704
C086,C017,1,0.4732147406785161
C086,C018,1,0.2174338356529164
C086,C019,1,0.1977177837769726
C086,C025,1,0.22177246076906904
C086,C028,1,0.23404373573511972
C086,C030,1,0.08769265899656335
C086,C031,1,0.3550183397781611
C086,C034,1,0.29708977649843676
C086,C035,1,0.2717138950536676
C086,C036,1,0.4845747120183616
C086,C037,1,0.17813726424915471
C086,C038,1,0.12393599419926209
C086,C045,1,0.13158615562395487
C086,C046,1,0.2531423876839923
C086,C047,1,0.5711283597481356
C086,C050,1,0.20064125277665096
C086,C051,1,0.5904651339850924
C086,C052,1,0.21893957513014622
C086,C053,1,0.20471271782393458
C086,C056,1,0.13834651334436346
C086,C057,1,0.11864732241872931
C086,C061,1,0.2848732282514201
C086,C062,1,0.17770900903687567
C086,C063,1,0.09900750096205606
C086,C064,1,0.10775796122079044
C086,C065,1,0.17683705589457077
C087,C005,1,0.3702140381319185
C087,C006,1,0.3668309763610155
C087,C007,1,0.21800834227831573
C087,C008,1,0.5121974694754929
C087,C009,1,0.5219976332615244
C087,C010,1,0.5671968938922526
C087,C014,1,0.22846646511964383
C087,C015,1,0.4551389773760702
C087,C016,1,0.9427873692820907
C087,C017,1,0.23949723205160708
C087,C018,1,0.5363023649275228
C087,C019,1,0.555581042994457
C087,C025,1,0.3015160379452697
C087,C028,1,0.18171768785390474
C087,C030,1,0.331451394317528
C087,C031,1,0.140358153159346
C087,C034,1,0.537046692534499
C087,C035,1,0.5187953020304832
C087,C036,1,0.6506177354114371
C087,C037,1,0.32585884497135986
C087,C038,1,0.30144731676243774
C087,C045,1,0.2891428433431595
C087,C046,1,0.37749008372838316
C087,C047,1,0.4830425423673818
C087,C050,1,0.37215135671412153
C087,C051,1,0.5676194974573556
C087,C052,1,0.5378079515037478
C087,C053,1,0.5361001264571695
C087,C056,1,0.25490815663313815
C087,C057,1,0.3611354489033167
C087,C061,1,0.18945012552547302
C087,C062,1,0.24008293468394096
C087,C063,1,0.34063432707267594
C087,C064,1,0.36842054632314875
C087,C065,1,0.3744539031070931
C087,C086,1,0.34867727075499494
C091,C005,1,0.31203542521671407
C091,C006,1,0.23431576672703783
C091,C007,1,0.458372665607652
C091,C008,1,0.5630275130808909
C091,C009,1,0.18390179870324125
C091,C010,1,0.1601458472867681
C091,C014,1,0.3622675830771656
C091,C015,1,0.259753268061054
C091,C016,1,0.9178914101978212
C091,C017,1,0.5958384326200317
C091,C018,1,0.2232866810432224
C091,C019,1,0.16047054975843664
C091,C025,1,0.27457811012935074
C091,C028,1,0.39290853005751847
C091,C030,1,0.24332853782555477
C091,C031,1,0.5529626278049746
C091,C034,1,0.32092225847136596
C091,C035,1,0.262974309202287
C091,C036,1,0.5167790814769966
C091,C037,1,0.25175058044349735
C091,C038,1,0.25217121579919455
C091,C045,1,0.23720457155731065
C091,C046,1,0.3165553617654019
C091,C047,1,0.7154525540809472
C091,C050,1,0.2469463166453783
C091,C051,1,0.6247284280099498
C091,C052,1,0.13716303434064545
C091,C053,1,0.13233831503227766
C091,C056,1,0.24940947920362508
C091,C057,1,0.20150759914545563
C091,C061,1,0.4123287146619935
C091,C062,1,0.3131089610192724
C091,C063,1,0.21731512706382794
C091,C064,1,0.20025083157808268
C091,C065,1,0.22163944323107926
C091,C086,1,0.2179324631085259
C091,C087,1,0.5325638380954895
C092,C005,1,0.17045337950680314
C092,C006,1,0.1442114832569636
C092,C007,1,0.2454303239369471
C092,C008,1,0.44207334929643366
C092,C009,1,0.22048534663225405
C092,C010,1,0.2606066612757509
C092,C014,1,0.17092869312119416
C092,C015,1,0.2364388439095405
C092,C016,1,0.8835561604788802
C092,C017,1,0.38658705454357933
C092,C018,1,0.2675469422244063
C092,C019,1,0.2535747228328993
C092,C025,1,0.1466237852991916
C092,C028,1,0.19451034180115617
C092,C030,1,0.11221405527746109
C092,C031,1,0.36472099332424374
C092,C034,1,0.25496466179581945
C092,C035,1,0.2412012845553727
C092,C036,1,0.4433245208038693
C092,C037,1,0.13415911526781446
C092,C038,1,0.09635933466760757
C092,C045,1,0.08719847671424164
C092,C046,1,0.22244555665052843
C092,C047,1,0.494157459214806
C092,C050,1,0.1508700844558807
C092,C051,1,0.5877288686780918
C092,C052,1,0.18358061468847925
C092,C053,1,0.24007653611431498
C092,C056,1,0.09606362969645729
C092,C057,1,0.1266277944520806
C092,C061,1,0.22948814299582015
C092,C062,1,0.15931456514687486
C092,C063,1,0.10992334906653528
C092,C064,1,0.11305690710768619
C092,C065,1,0.12515164400517292
C092,C086,1,0.13115893878216253
C092,C087,1,0.3424510830779457
C092,C091,1,0.2124787030073095
C093,C005,1,0.3263614745685946
C093,C006,1,0.18481414939858623
C093,C007,1,0.48650174568336146
C093,C008,1,0.5504731679363296
C093,C009,1,0.11774461739978762
C093,C010,1,0.1329078298481421
C093,C014,1,0.3856402307611503
C093,C015,1,0.1441904642209398
C093,C016,1,0.9115229138384013
C093,C017,1,0.6409870398920702
C093,C018,1,0.14519077301196628
C093,C019,1,0.1290952556643599
C093,C025,1,0.3970621802745504
C093,C028,1,0.41785197621669173
C093,C030,1,0.15379185154975442
C093,C031,1,0.5106947412052
C093,C034,1,0.2590682728413636
C093,C035,1,0.24719366545005603
C093,C036,1,0.38395148329780115
C093,C037,1,0.2870661472195576
C093,C038,1,0.2446939909876621
C093,C045,1,0.23458676999389486
C093,C046,1,0.4180419384717082
C093,C047,1,0.6669154772319993
C093,C050,1,0.26785016826026964
C093,C051,1,0.783445417511201
C093,C052,1,0.2687710527240017
C093,C053,1,0.22855360916080902
C093,C056,1,0.2679697122452371
C093,C057,1,0.148090509211827
C093,C061,1,0.42923093856106526
C093,C062,1,0.2945113121898569
C093,C063,1,0.16784964160155488
C093,C064,1,0.15781857469762453
C093,C065,1,0.21960514630767414
C093,C086,1,0.19573453392971676
C093,C087,1,0.5021100658560308
C093,C091,1,0.2063681945837989
C093,C092,1,0.20694512609542598
C095,C005,1,0.20651481807159325
C095,C006,1,0.14519371571959197
C095,C007,1,0.3089281361796298
C095,C008,1,0.44399529038703495
C095,C009,1,0.20843060651370504
C095,C010,1,0.21509495841205986
C095,C014,1,0.24404154282098076
C095,C015,1,0.15017624891509734
C095,C016,1,0.7680373152544103
C095,C017,1,0.4211673789291855
C095,C018,1,0.24739533968783048
C095,C019,1,0.22156737080080272
C095,C025,1,0.24691311615383368
C095,C028,1,0.2485124227857
C095,C030,1,0.17127450722363316
C095,C031,1,0.3432586480008442
C095,C034,1,0.268330937430676
C095,C035,1,0.25154690659901524
C095,C036,1,0.37440762548155976
C095,C037,1,0.2100320365220055
C095,C038,1,0.16628769219109374
C095,C045,1,0.1610129790140414
C095,C046,1,0.29272513530127403
C095,C047,1,0.46630620662118194
C095,C050,1,0.24416077618741808
C095,C051,1,0.6000846299948157
C095,C052,1,0.25929949021932985
C095,C053,1,0.26700301599273435
C095,C056,1,0.1729102905333463
C095,C057,1,0.1331330143196088
C095,C061,1,0.2735355446297086
C095,C062,1,0.20268019508828228
C095,C063,1,0.11554343790358704
C095,C064,1,0.12841093344384014
C095,C065,1,0.16235066086189145
C095,C086,1,0.1589540637923384
C095,C087,1,0.33422820620271154
C095,C091,1,0.2522781161432013
C095,C092,1,0.16767700930323481
C095,C093,1,0.17471522553051586
C099,C005,1,0.6069101012091467
C099,C006,1,0.7609073273649557
C099,C007,1,0.5928517250218489
C099,C008,1,0.343719865127466
C099,C009,1,0.8328051030191478
C099,C010,1,0.8376311635504692
C099,C014,1,0.6611995208412177
C099,C015,1,0.8450952361495189
C099,C016,1,0.6160190131250457
C099,C017,1,0.5943819929438394
C099,C018,1,0.8740322011137839
C099,C019,1,0.8376895586556931
C099,C025,1,0.5918621152691949
C099,C028,1,0.6251659691977066
C099,C030,1,0.804178429497341
C099,C031,1,0.7275982178398073
C099,C034,1,0.8182932883985284
C099,C035,1,0.766836606702974
C099,C036,1,0.8276996606577358
C099,C037,1,0.6035176705779222
C099,C038,1,0.6651718504380656
C099,C045,1,0.6720979616231285
C099,C046,1,0.5628129744148743
C099,C047,1,0.5770356519138561
C099,C050,1,0.7051224682873668
C099,C051,1,0.49285438159044054
C099,C052,1,0.7365203091762604
C099,C053,1,0.8533642785254808
C099,C056,1,0.619392976475281
C099,C057,1,0.7102608932191968
C099,C061,1,0.6091476191205792
C099,C062,1,0.7018682439030032
C099,C063,1,0.7457386765370476
C099,C064,1,0.7322848952357522
C099,C065,1,0.6690708282063916
C099,C086,1,0.7478203694037717
C099,C087,1,0.7090454606688317
C099,C091,1,0.7356008075743512
C099,C092,1,0.6998975179362322
C099,C093,1,0.8452882638004383
C099,C095,1,0.7227227271310466
C100,C005,1,0.7076050209689806
C100,C006,1,0.8316503099901129
C100,C007,1,0.6682032582231215
C100,C008,1,0.4073442352712903
C100,C009,1,0.84247727034281
C100,C010,1,0.8697632820402333
C100,C014,1,0.729358670575745
C100,C015,1,0.9126927084137475
C100,C016,1,0.717714272107736
C100,C017,1,0.6563143758116077
C100,C018,1,0.8884085754547763
C100,C019,1,0.864169730249625
C100,C025,1,0.6846262790942723
C100,C028,1,0.7066858823954891
C100,C030,1,0.8310852172295705
C100,C031,1,0.7955841686529761
