K,mode,replicate,ARI
8,bootstrap95,31,0.8760212880183258
9,bootstrap95,31,0.9986642160555204
10,bootstrap95,31,0.9959953161592506
2,bootstrap95,32,1.0
3,bootstrap95,32,0.8914135080763504
4,bootstrap95,32,0.5992747015392632
5,bootstrap95,32,0.6893046382460117
6,bootstrap95,32,0.5361655331767796
7,bootstrap95,32,0.5393334334184057
8,bootstrap95,32,0.7641597306276555
9,bootstrap95,32,0.7735723522533996
10,bootstrap95,32,0.7739229541828129
2,bootstrap95,33,0.830272765892641
3,bootstrap95,33,0.7099468325548357
4,bootstrap95,33,0.7925820152314001
5,bootstrap95,33,0.7429319160568404
6,bootstrap95,33,0.7469053539166055
7,bootstrap95,33,0.7496704432093487
8,bootstrap95,33,0.9213292910253256
9,bootstrap95,33,0.9953297480894424
10,bootstrap95,33,0.38856414071633544
2,bootstrap95,34,1.0
3,bootstrap95,34,1.0
4,bootstrap95,34,1.0
5,bootstrap95,34,1.0
6,bootstrap95,34,1.0
7,bootstrap95,34,0.7813275126500645
8,bootstrap95,34,0.9310181739777572
9,bootstrap95,34,0.8231775973452274
10,bootstrap95,34,0.8207315885758254
2,bootstrap95,35,1.0
3,bootstrap95,35,0.8003177899833598
4,bootstrap95,35,0.8987816307403936
5,bootstrap95,35,0.7674610003366877
6,bootstrap95,35,0.768258584051001
7,bootstrap95,35,0.7709314586994728
8,bootstrap95,35,0.926703642208641
9,bootstrap95,35,0.8231051910818613
10,bootstrap95,35,0.8246530596181565
2,bootstrap95,36,1.0
3,bootstrap95,36,1.0
4,bootstrap95,36,1.0
5,bootstrap95,36,0.8530429927414852
6,bootstrap95,36,0.8486892751509258
7,bootstrap95,36,0.8569351320785201
8,bootstrap95,36,0.7925385462555066
9,bootstrap95,36,0.7205645161290323
10,bootstrap95,36,0.7317483515736524
2,bootstrap95,37,1.0
3,bootstrap95,37,1.0
4,bootstrap95,37,0.9947567253799233
5,bootstrap95,37,0.7685002417814137
6,bootstrap95,37,0.5025117102049967
7,bootstrap95,37,0.4591530996826342
8,bootstrap95,37,0.7937559785396421
9,bootstrap95,37,0.93010819993152
10,bootstrap95,37,0.9288410721026803
2,bootstrap95,38,1.0
3,bootstrap95,38,0.7534321590177636
4,bootstrap95,38,0.8356756410666838
5,bootstrap95,38,0.6929280041504164
6,bootstrap95,38,0.6232274978274627
7,bootstrap95,38,0.6239881093094983
8,bootstrap95,38,0.8424296488524856
9,bootstrap95,38,1.0
10,bootstrap95,38,0.9474236962449204
2,bootstrap95,39,1.0
3,bootstrap95,39,1.0
4,bootstrap95,39,0.9058164424830211
5,bootstrap95,39,0.8423712386930035
6,bootstrap95,39,0.8376722377240169
7,bootstrap95,39,0.7754259505582753
8,bootstrap95,39,0.9283188348006758
9,bootstrap95,39,0.9285823066872931
10,bootstrap95,39,0.9301690370540828
2,bootstrap95,40,1.0
3,bootstrap95,40,0.7199191210296021
4,bootstrap95,40,0.8908341858292932
5,bootstrap95,40,0.7972596026006663
6,bootstrap95,40,0.8181082509671112
7,bootstrap95,40,0.6321686087815713
8,bootstrap95,40,0.9290389317284182
9,bootstrap95,40,0.928841679532062
10,bootstrap95,40,0.5239571095692134
2,bootstrap95,41,1.0
3,bootstrap95,41,0.767917800704686
4,bootstrap95,41,1.0
5,bootstrap95,41,0.9009411089449881
6,bootstrap95,41,1.0
7,bootstrap95,41,0.7223774584918246
8,bootstrap95,41,0.938459861770823
9,bootstrap95,41,0.9972453022565267
10,bootstrap95,41,0.9958747053360955
2,bootstrap95,42,1.0
3,bootstrap95,42,0.7793980672953779
4,bootstrap95,42,0.7719188028715233
5,bootstrap95,42,0.7126839621978475
6,bootstrap95,42,0.7320882646729424
7,bootstrap95,42,0.7332138476627258
8,bootstrap95,42,0.931067371889361
9,bootstrap95,42,0.7363140204332923
10,bootstrap95,42,0.740594364210846
2,bootstrap95,43,0.8307964923440411
3,bootstrap95,43,0.7586370651786775
4,bootstrap95,43,0.7639306019642867
5,bootstrap95,43,0.6071596591377563
6,bootstrap95,43,0.6044136209973449
7,bootstrap95,43,0.6099011713030746
8,bootstrap95,43,0.3162122270970286
9,bootstrap95,43,0.41969360401697586
10,bootstrap95,43,0.4087558600371769
2,bootstrap95,44,1.0
3,bootstrap95,44,0.681901214439995
4,bootstrap95,44,1.0
5,bootstrap95,44,0.9220138843108182
6,bootstrap95,44,0.9172277713368412
7,bootstrap95,44,0.685103633969652
8,bootstrap95,44,0.9369060601339773
9,bootstrap95,44,0.9972245636397278
10,bootstrap95,44,0.9958417610398678
2,bootstrap95,45,1.0
3,bootstrap95,45,0.7050139077098638
4,bootstrap95,45,0.6997581249504978
5,bootstrap95,45,0.6597510864569175
6,bootstrap95,45,0.6357464633606875
7,bootstrap95,45,0.6366694762017967
8,bootstrap95,45,0.8873029369537643
9,bootstrap95,45,0.9960363897172625
10,bootstrap95,45,0.9960390946502058
2,bootstrap95,46,1.0
3,bootstrap95,46,1.0
4,bootstrap95,46,0.7716039856221292
5,bootstrap95,46,0.6549053525445718
6,bootstrap95,46,0.6522262098540266
7,bootstrap95,46,0.6604601788354206
8,bootstrap95,46,0.8434268653818147
9,bootstrap95,46,0.863337443485409
10,bootstrap95,46,0.4522888028826905
2,bootstrap95,47,1.0
3,bootstrap95,47,1.0
4,bootstrap95,47,0.8928993286583634
5,bootstrap95,47,0.9942214717942802
6,bootstrap95,47,0.7591589877166535
7,bootstrap95,47,0.7563676074770238
8,bootstrap95,47,0.9940767973856209
9,bootstrap95,47,0.4207836758512273
10,bootstrap95,47,0.4218116213280641
2,bootstrap95,48,1.0
3,bootstrap95,48,0.8348873348873349
4,bootstrap95,48,0.9094202898550725
5,bootstrap95,48,0.7863503614688562
6,bootstrap95,48,0.789133791384354
7,bootstrap95,48,0.6875173706737547
8,bootstrap95,48,0.8777614945283717
9,bootstrap95,48,0.9858297470347434
10,bootstrap95,48,0.9921331939726075
2,bootstrap95,49,1.0
3,bootstrap95,49,1.0
4,bootstrap95,49,0.9937881270261791
5,bootstrap95,49,0.9944092714483814
6,bootstrap95,49,0.9962909772088667
7,bootstrap95,49,0.7215723873441994
8,bootstrap95,49,0.9985348831014305
9,bootstrap95,49,0.9324140468777992
10,bootstrap95,49,0.6493222049969355
2,drop05,0,1.0
3,drop05,0,1.0
4,drop05,0,1.0
5,drop05,0,0.93758535778759
6,drop05,0,0.8887707908048192
7,drop05,0,0.8957452136191063
8,drop05,0,0.8750895267982532
9,drop05,0,0.9193746809546813
10,drop05,0,0.9556400506970849
2,drop05,1,0.9054163298302345
3,drop05,1,0.705631316182288
4,drop05,1,0.8639203349653293
5,drop05,1,0.7448366519977618
6,drop05,1,0.7463742135336744
7,drop05,1,0.7523282627844142
8,drop05,1,0.8722359502275702
9,drop05,1,0.9166702538555759
10,drop05,1,0.9136276391554703
2,drop05,2,1.0
3,drop05,2,0.7934651736269877
4,drop05,2,0.8124489043489412
5,drop05,2,0.8755206553637803
6,drop05,2,0.7633229764851959
7,drop05,2,0.7639915373322478
8,drop05,2,0.9966189633634338
9,drop05,2,0.918829466765776
10,drop05,2,0.9540495269138485
2,drop05,3,1.0
3,drop05,3,1.0
4,drop05,3,1.0
5,drop05,3,1.0
6,drop05,3,1.0
7,drop05,3,1.0
8,drop05,3,1.0
9,drop05,3,0.9608632480288266
10,drop05,3,0.9556400506970849
2,drop05,4,0.9054163298302345
3,drop05,4,0.8492690474427378
4,drop05,4,0.8074249897711809
5,drop05,4,0.8755206553637803
6,drop05,4,0.7198874658862986
7,drop05,4,0.7266287906736516
8,drop05,4,0.9533383470396343
9,drop05,4,0.8451351668557568
10,drop05,4,0.9569801708946051
2,drop05,5,0.9054163298302345
3,drop05,5,0.9254060686953058
4,drop05,5,0.9321699356683917
5,drop05,5,0.93758535778759
6,drop05,5,0.8427004428782743
7,drop05,5,0.8496262901886344
8,drop05,5,0.9093671791204863
9,drop05,5,0.8365256409232809
10,drop05,5,0.8745172259920909
2,drop05,6,1.0
3,drop05,6,0.7934651736269877
4,drop05,6,0.8639203349653293
5,drop05,6,0.7056027532430026
6,drop05,6,0.6875836011073672
7,drop05,6,0.6883611035318176
8,drop05,6,0.9189713427606057
9,drop05,6,0.9608632480288266
10,drop05,6,0.9556400506970849
2,drop05,7,1.0
3,drop05,7,0.7934651736269877
4,drop05,7,0.8639203349653293
5,drop05,7,0.7448366519977618
6,drop05,7,0.7515370794159405
7,drop05,7,0.8029415550978373
8,drop05,7,0.9519126324751196
9,drop05,7,0.9193079701660979
10,drop05,7,0.9163004812722327
2,drop05,8,1.0
3,drop05,8,1.0
4,drop05,8,1.0
5,drop05,8,0.93758535778759
6,drop05,8,1.0
7,drop05,8,1.0
8,drop05,8,1.0
9,drop05,8,1.0
10,drop05,8,0.9947687800795145
2,drop05,9,1.0
3,drop05,9,0.7934651736269877
4,drop05,9,0.8639203349653293
5,drop05,9,0.7056027532430026
6,drop05,9,0.6875836011073672
7,drop05,9,0.6883611035318176
8,drop05,9,0.9189713427606057
9,drop05,9,0.9608632480288266
10,drop05,9,0.8869930981367932
2,drop05,10,1.0
3,drop05,10,0.7934651736269877
4,drop05,10,0.8124489043489412
5,drop05,10,0.8755206553637803
6,drop05,10,0.8036079907033369
7,drop05,10,0.8041967044284243
8,drop05,10,0.9548033515137011
9,drop05,10,0.9193746809546813
10,drop05,10,0.9556400506970849
2,drop05,11,1.0
3,drop05,11,0.7934651736269877
4,drop05,11,0.8639203349653293
5,drop05,11,0.7056027532430026
6,drop05,11,0.7633229764851959
7,drop05,11,0.7639915373322478
8,drop05,11,0.9144544431946007
9,drop05,11,0.9577016338324954
10,drop05,11,0.9183929692404269
2,drop05,12,1.0
3,drop05,12,1.0
4,drop05,12,1.0
5,drop05,12,0.93758535778759
6,drop05,12,0.8953915770664371
7,drop05,12,0.7260020265533593
8,drop05,12,0.8750895267982532
9,drop05,12,0.9193746809546813
10,drop05,12,0.9556400506970849
2,drop05,13,1.0
3,drop05,13,0.7934651736269877
4,drop05,13,0.8124489043489412
5,drop05,13,0.8755206553637803
6,drop05,13,0.8036079907033369
7,drop05,13,0.8041967044284243
8,drop05,13,0.9097274463283375
9,drop05,13,0.9144860746210801
10,drop05,13,0.9157371853477174
2,drop05,14,0.9054163298302345
3,drop05,14,0.705631316182288
4,drop05,14,0.8639203349653293
5,drop05,14,0.8755206553637803
6,drop05,14,0.8768735924082663
7,drop05,14,0.7639915373322478
8,drop05,14,1.0
9,drop05,14,0.9608632480288266
10,drop05,14,0.9215105848582705
2,drop05,15,1.0
3,drop05,15,0.7934651736269877
4,drop05,15,0.8639203349653293
5,drop05,15,0.8755206553637803
6,drop05,15,0.7633229764851959
7,drop05,15,0.7634580937116998
8,drop05,15,0.9966147792373127
9,drop05,15,0.8450060102507078
10,drop05,15,0.8800084575536526
2,drop05,16,1.0
3,drop05,16,0.7934651736269877
4,drop05,16,0.8124489043489412
5,drop05,16,0.8755206553637803
6,drop05,16,0.7633229764851959
7,drop05,16,0.7639915373322478
8,drop05,16,0.8777836323802657
9,drop05,16,0.9968578674165839
10,drop05,16,0.9219346129013324
2,drop05,17,1.0
3,drop05,17,0.7934651736269877
4,drop05,17,0.8639203349653293
5,drop05,17,0.7056027532430026
6,drop05,17,0.7071987880620048
7,drop05,17,0.6883611035318176
8,drop05,17,0.9144544431946007
9,drop05,17,0.9577016338324954
10,drop05,17,0.9554311774461028
2,drop05,18,1.0
3,drop05,18,0.7934651736269877
4,drop05,18,0.8124489043489412
5,drop05,18,0.8755206553637803
6,drop05,18,0.8036079907033369
7,drop05,18,0.8041967044284243
8,drop05,18,0.9548033515137011
9,drop05,18,0.9193746809546813
10,drop05,18,0.9556400506970849
2,drop05,19,1.0
3,drop05,19,0.9294551827614814
4,drop05,19,0.9359200423192215
5,drop05,19,0.941095679497418
6,drop05,19,0.9413882034250515
7,drop05,19,0.7634580937116998
8,drop05,19,0.9966147792373127
9,drop05,19,0.9968552976140195
10,drop05,19,0.9921500022428565
2,drop05,20,1.0
3,drop05,20,0.7934651736269877
4,drop05,20,0.8639203349653293
5,drop05,20,0.7448366519977618
6,drop05,20,0.7232088803031186
7,drop05,20,0.721873744329353
8,drop05,20,0.8716022326222317
9,drop05,20,0.9167165334929072
10,drop05,20,0.9168722024298894
2,drop05,21,0.9054163298302345
3,drop05,21,0.705631316182288
4,drop05,21,0.8639203349653293
5,drop05,21,0.7448366519977618
6,drop05,21,0.7973133750207515
7,drop05,21,0.8041967044284243
8,drop05,21,0.9097274463283375
9,drop05,21,0.9544917097300671
10,drop05,21,0.9530059591159388
2,drop05,22,1.0
3,drop05,22,0.7934651736269877
4,drop05,22,0.8639203349653293
5,drop05,22,0.7448366519977618
6,drop05,22,0.8036079907033369
7,drop05,22,0.8029415550978373
8,drop05,22,0.9085990394074417
9,drop05,22,0.8019529744314532
10,drop05,22,0.8404749927592567
2,drop05,23,1.0
3,drop05,23,0.7934651736269877
4,drop05,23,0.8639203349653293
5,drop05,23,0.7448366519977618
6,drop05,23,0.7232088803031186
7,drop05,23,0.7239399157938604
8,drop05,23,0.8750895267982532
9,drop05,23,0.9577016338324954
10,drop05,23,0.9556400506970849
2,drop05,24,1.0
3,drop05,24,0.7934651736269877
4,drop05,24,1.0
5,drop05,24,0.9452843127986941
6,drop05,24,0.9455228822186754
7,drop05,24,0.7646249204443204
8,drop05,24,0.9138013226664817
9,drop05,24,0.8791720344274344
10,drop05,24,0.8794142980189492
2,drop05,25,1.0
3,drop05,25,0.7934651736269877
4,drop05,25,0.8124489043489412
5,drop05,25,0.8755206553637803
6,drop05,25,0.7633229764851959
7,drop05,25,0.7639915373322478
8,drop05,25,1.0
9,drop05,25,0.8813296766698017
10,drop05,25,0.8848416026088982
2,drop05,26,1.0
3,drop05,26,0.7934651736269877
4,drop05,26,0.8124489043489412
5,drop05,26,0.8755206553637803
6,drop05,26,0.7633229764851959
7,drop05,26,0.7639915373322478
8,drop05,26,0.9966147792373127
9,drop05,26,0.9187617708900261
10,drop05,26,0.954012052013955
2,drop05,27,1.0
3,drop05,27,0.7934651736269877
4,drop05,27,0.8639203349653293
5,drop05,27,0.7448366519977618
6,drop05,27,0.7463742135336744
7,drop05,27,0.7239399157938604
8,drop05,27,0.8750895267982532
9,drop05,27,0.9193746809546813
10,drop05,27,0.9556400506970849
2,drop05,28,1.0
3,drop05,28,0.7934651736269877
4,drop05,28,0.8639203349653293
5,drop05,28,0.7056027532430026
6,drop05,28,0.6536868908773047
7,drop05,28,0.65449670572084
8,drop05,28,0.8777836323802657
9,drop05,28,0.9968578674165839
10,drop05,28,0.9926762921113204
2,drop05,29,1.0
3,drop05,29,1.0
4,drop05,29,0.941046494701836
5,drop05,29,0.9950761610443176
6,drop05,29,1.0
7,drop05,29,1.0
8,drop05,29,0.9548033515137011
9,drop05,29,0.9193746809546813
10,drop05,29,0.9556400506970849
2,drop05,30,0.9054163298302345
3,drop05,30,0.8492690474427378
4,drop05,30,0.8639203349653293
5,drop05,30,0.7448366519977618
6,drop05,30,0.7463742135336744
7,drop05,30,0.7239399157938604
8,drop05,30,0.8750895267982532
9,drop05,30,0.9193746809546813
10,drop05,30,0.846745871628185
2,drop05,31,1.0
3,drop05,31,0.7934651736269877
4,drop05,31,0.8124489043489412
5,drop05,31,0.8755206553637803
6,drop05,31,0.7633229764851959
7,drop05,31,0.7639915373322478
8,drop05,31,1.0
9,drop05,31,0.9615922796717796
10,drop05,31,0.956456056162801
2,drop05,32,1.0
3,drop05,32,0.7934651736269877
4,drop05,32,0.8358800755606262
5,drop05,32,0.7872643698015409
6,drop05,32,0.8470500982378647
7,drop05,32,0.8004312564366632
8,drop05,32,0.8660423333235475
9,drop05,32,0.7590794922272758
10,drop05,32,0.7979867941081406
2,drop05,33,1.0
3,drop05,33,1.0
4,drop05,33,1.0
5,drop05,33,0.93758535778759
6,drop05,33,0.8953915770664371
7,drop05,33,0.8957452136191063
8,drop05,33,0.6983138376898473
9,drop05,33,0.9608632480288266
10,drop05,33,0.9556400506970849
2,drop05,34,0.9054163298302345
3,drop05,34,0.8492690474427378
4,drop05,34,0.8639203349653293
5,drop05,34,0.7056027532430026
6,drop05,34,0.7571755213289673
7,drop05,34,0.7639915373322478
8,drop05,34,0.9966147792373127
9,drop05,34,0.9968552976140195
10,drop05,34,0.9937225360954175
2,drop05,35,1.0
3,drop05,35,0.7934651736269877
4,drop05,35,0.8639203349653293
5,drop05,35,0.7448366519977618
6,drop05,35,0.8036079907033369
7,drop05,35,0.8041967044284243
8,drop05,35,0.9519126324751196
9,drop05,35,0.8785815238339971
10,drop05,35,0.9529804223459977
2,drop05,36,1.0
3,drop05,36,1.0
4,drop05,36,1.0
5,drop05,36,0.93758535778759
6,drop05,36,0.9385917572257783
7,drop05,36,0.7179798681013537
8,drop05,36,0.9189713427606057
9,drop05,36,0.9608632480288266
10,drop05,36,0.9556400506970849
2,drop05,37,1.0
3,drop05,37,0.7934651736269877
4,drop05,37,0.8639203349653293
5,drop05,37,0.7448366519977618
6,drop05,37,0.7232088803031186
7,drop05,37,0.7239399157938604
8,drop05,37,0.833429404992622
9,drop05,37,0.8826220338851747
10,drop05,37,0.8806506125897761
2,drop05,38,1.0
3,drop05,38,0.7934651736269877
4,drop05,38,0.8639203349653293
5,drop05,38,0.7056027532430026
6,drop05,38,0.7071987880620048
7,drop05,38,0.7179798681013537
8,drop05,38,0.9583462685376906
9,drop05,38,0.9598054979755516
10,drop05,38,0.9572069012362451
2,drop05,39,1.0
3,drop05,39,0.7934651736269877
4,drop05,39,0.7900406153175172
5,drop05,39,0.7448366519977618
6,drop05,39,0.8036079907033369
7,drop05,39,0.8029415550978373
8,drop05,39,0.9519126324751196
9,drop05,39,0.9571552297047774
10,drop05,39,0.9540620049785019
2,drop05,40,1.0
3,drop05,40,0.7393728400404783
4,drop05,40,0.8074249897711809
5,drop05,40,0.7988226635420105
6,drop05,40,0.8036079907033369
7,drop05,40,0.8041967044284243
8,drop05,40,0.9548033515137011
9,drop05,40,0.8813296766698017
10,drop05,40,0.9556400506970849
2,drop05,41,0.9054163298302345
3,drop05,41,0.705631316182288
4,drop05,41,0.8639203349653293
5,drop05,41,0.8755206553637803
6,drop05,41,0.7571755213289673
7,drop05,41,0.7639915373322478
8,drop05,41,1.0
9,drop05,41,0.9608632480288266
10,drop05,41,0.9609316076869702
2,drop05,42,1.0
3,drop05,42,0.7934651736269877
4,drop05,42,0.9402928971325156
5,drop05,42,0.8831891491368195
6,drop05,42,0.8040159518903064
7,drop05,42,0.8046004329365819
8,drop05,42,0.6731664584652653
9,drop05,42,0.8031427617502899
10,drop05,42,0.9172795466889799
2,drop05,43,1.0
3,drop05,43,0.7934651736269877
4,drop05,43,0.8124489043489412
5,drop05,43,0.8755206553637803
6,drop05,43,0.8768735924082663
7,drop05,43,0.7639915373322478
8,drop05,43,1.0
9,drop05,43,1.0
10,drop05,43,0.9958138978591078
2,drop05,44,1.0
3,drop05,44,0.7934651736269877
4,drop05,44,0.7900406153175172
5,drop05,44,0.7448366519977618
6,drop05,44,0.8036079907033369
7,drop05,44,0.8041967044284243
8,drop05,44,0.9548033515137011
9,drop05,44,0.9219597452952721
10,drop05,44,0.9189269969364119
2,drop05,45,0.9054163298302345
3,drop05,45,0.705631316182288
4,drop05,45,0.8639203349653293
5,drop05,45,0.8755206553637803
6,drop05,45,0.7973133750207515
7,drop05,45,0.8041967044284243
8,drop05,45,0.9548033515137011
9,drop05,45,0.8813296766698017
10,drop05,45,0.9947687800795145
2,drop05,46,1.0
3,drop05,46,0.7934651736269877
4,drop05,46,0.8639203349653293
5,drop05,46,0.7748224561673628
6,drop05,46,0.7232088803031186
7,drop05,46,0.7239399157938604
8,drop05,46,0.8750895267982532
9,drop05,46,0.9577016338324954
10,drop05,46,0.9556400506970849
2,drop05,47,1.0
3,drop05,47,1.0
4,drop05,47,1.0
5,drop05,47,0.93758535778759
6,drop05,47,0.8953915770664371
7,drop05,47,0.7260020265533593
8,drop05,47,0.8750895267982532
9,drop05,47,0.9193746809546813
10,drop05,47,0.9556400506970849
2,drop05,48,1.0
3,drop05,48,0.7934651736269877
4,drop05,48,0.8639203349653293
5,drop05,48,0.7448366519977618
6,drop05,48,0.7232088803031186
7,drop05,48,0.7239399157938604
8,drop05,48,0.833429404992622
9,drop05,48,0.9171895038358457
10,drop05,48,0.915788687140402
2,drop05,49,1.0
3,drop05,49,1.0
4,drop05,49,1.0
5,drop05,49,1.0
6,drop05,49,1.0
7,drop05,49,1.0
8,drop05,49,1.0
9,drop05,49,0.9608632480288266
10,drop05,49,0.9556400506970849
2,drop10,0,1.0
3,drop10,0,0.7934651736269877
4,drop10,0,0.885790931243176
5,drop10,0,0.8332435447337484
6,drop10,0,0.7622038773312884
7,drop10,0,0.762870377915541
8,drop10,0,0.748676276681911
9,drop10,0,0.8408630335276398
10,drop10,0,0.8758809060316598
2,drop10,1,1.0
3,drop10,1,1.0
4,drop10,1,1.0
5,drop10,1,0.93758535778759
6,drop10,1,0.9385917572257783
7,drop10,1,0.8895888879332587
8,drop10,1,0.663031819806936
9,drop10,1,0.923520607874741
10,drop10,1,0.9215105848582705
2,drop10,2,1.0
3,drop10,2,0.7934651736269877
4,drop10,2,0.8124489043489412
5,drop10,2,0.8755206553637803
6,drop10,2,0.7633229764851959
7,drop10,2,0.7639915373322478
8,drop10,2,1.0
9,drop10,2,0.8482971288139971
10,drop10,2,0.8874041078940856
2,drop10,3,1.0
3,drop10,3,1.0
4,drop10,3,0.941046494701836
5,drop10,3,1.0
6,drop10,3,0.9929849962860737
7,drop10,3,0.767447699270018
8,drop10,3,1.0
9,drop10,3,0.9615922796717796
10,drop10,3,0.9616500829187397
2,drop10,4,1.0
3,drop10,4,0.7934651736269877
4,drop10,4,0.7900406153175172
5,drop10,4,0.7448366519977618
6,drop10,4,0.7232088803031186
7,drop10,4,0.7239399157938604
8,drop10,4,0.8750895267982532
9,drop10,4,0.9193746809546813
10,drop10,4,0.9157371853477174
2,drop10,5,1.0
3,drop10,5,0.9350442355091513
4,drop10,5,0.9402928971325156
5,drop10,5,0.8831891491368195
6,drop10,5,0.9448212085385518
7,drop10,5,0.9450201366577673
8,drop10,5,0.8162895314633151
9,drop10,5,0.7494626243509686
10,drop10,5,0.7005325195955244
2,drop10,6,1.0
3,drop10,6,0.7934651736269877
4,drop10,6,1.0
5,drop10,6,0.93758535778759
6,drop10,6,0.8953915770664371
7,drop10,6,0.7260020265533593
8,drop10,6,0.7929261933144376
9,drop10,6,0.8414190744605322
10,drop10,6,0.8384738405300434
2,drop10,7,1.0
3,drop10,7,0.7393728400404783
4,drop10,7,0.8074249897711809
5,drop10,7,0.7988226635420105
6,drop10,7,0.8036079907033369
7,drop10,7,0.8041967044284243
8,drop10,7,0.9519528529512581
9,drop10,7,0.9193519303589858
10,drop10,7,0.9173689558304943
2,drop10,8,1.0
3,drop10,8,0.7934651736269877
4,drop10,8,0.8124489043489412
5,drop10,8,0.8755206553637803
6,drop10,8,0.7633229764851959
7,drop10,8,0.7639915373322478
8,drop10,8,0.9966189633634338
9,drop10,8,0.9968578674165839
10,drop10,8,0.9921542255099753
2,drop10,9,1.0
3,drop10,9,0.7934651736269877
4,drop10,9,0.7900406153175172
5,drop10,9,0.7448366519977618
6,drop10,9,0.8036079907033369
7,drop10,9,0.8041967044284243
8,drop10,9,0.8356211233479822
9,drop10,9,0.957178792532189
10,drop10,9,0.9530059591159388
2,drop10,10,1.0
3,drop10,10,1.0
4,drop10,10,0.9321699356683917
5,drop10,10,0.8891011446404927
6,drop10,10,0.8953915770664371
7,drop10,10,0.8936501753019088
8,drop10,10,0.8733469419647217
9,drop10,10,0.9193746809546813
10,drop10,10,0.8806506125897761
2,drop10,11,1.0
3,drop10,11,0.7934651736269877
4,drop10,11,0.8639203349653293
5,drop10,11,0.8755206553637803
6,drop10,11,0.7633229764851959
7,drop10,11,0.7611674999371907
8,drop10,11,0.9971830497603426
9,drop10,11,0.9973819127572774
10,drop10,11,0.9979075120318058
2,drop10,12,1.0
3,drop10,12,0.7934651736269877
4,drop10,12,0.8124489043489412
5,drop10,12,0.8755206553637803
6,drop10,12,0.8036079907033369
7,drop10,12,0.8062795580003922
8,drop10,12,0.9548033515137011
9,drop10,12,0.8456906145424035
10,drop10,12,0.9575041459369817
2,drop10,13,1.0
3,drop10,13,0.7934651736269877
4,drop10,13,0.8124489043489412
5,drop10,13,0.8755206553637803
6,drop10,13,0.8036079907033369
7,drop10,13,0.8041967044284243
8,drop10,13,0.8716022326222317
9,drop10,13,0.9544917097300671
10,drop10,13,0.9530059591159388
2,drop10,14,1.0
3,drop10,14,0.7934651736269877
4,drop10,14,0.8639203349653293
5,drop10,14,0.7056027532430026
6,drop10,14,0.7240426167153087
7,drop10,14,0.7282117574261217
8,drop10,14,0.9583462685376906
9,drop10,14,0.9220119042494492
10,drop10,14,0.9218933521259103
2,drop10,15,0.9054163298302345
3,drop10,15,0.705631316182288
4,drop10,15,0.8284275062834549
5,drop10,15,0.7806163813578391
6,drop10,15,0.7909357339270193
7,drop10,15,0.7642508143322475
8,drop10,15,0.8310177887305578
9,drop10,15,0.8781274074074074
10,drop10,15,0.9146939645979953
2,drop10,16,1.0
3,drop10,16,1.0
4,drop10,16,1.0
5,drop10,16,0.93758535778759
6,drop10,16,1.0
7,drop10,16,1.0
8,drop10,16,1.0
9,drop10,16,0.9608632480288266
10,drop10,16,0.9556400506970849
2,drop10,17,1.0
3,drop10,17,0.7934651736269877
4,drop10,17,0.7478297776392491
5,drop10,17,0.7625109644217225
6,drop10,17,0.7633229764851959
7,drop10,17,0.7634580937116998
8,drop10,17,0.9966147792373127
9,drop10,17,0.958455708916044
10,drop10,17,0.9548708372237784
2,drop10,18,1.0
3,drop10,18,0.7934651736269877
4,drop10,18,0.8124489043489412
5,drop10,18,0.8755206553637803
6,drop10,18,0.8036079907033369
7,drop10,18,0.8041967044284243
8,drop10,18,0.8716022326222317
9,drop10,18,0.9544917097300671
10,drop10,18,0.9530059591159388
2,drop10,19,1.0
3,drop10,19,0.7934651736269877
4,drop10,19,0.7900406153175172
5,drop10,19,0.7448366519977618
6,drop10,19,0.7618821391072536
7,drop10,19,0.7625518613599132
8,drop10,19,0.9097274463283375
9,drop10,19,0.8764923080570312
10,drop10,19,0.8723630152795089
2,drop10,20,1.0
3,drop10,20,1.0
4,drop10,20,0.941046494701836
5,drop10,20,1.0
6,drop10,20,1.0
7,drop10,20,0.8482340137849157
8,drop10,20,0.6653557382910261
9,drop10,20,0.8006503382807992
10,drop10,20,0.9556400506970849
2,drop10,21,1.0
3,drop10,21,0.7934651736269877
4,drop10,21,0.7900406153175172
5,drop10,21,0.802892830497461
6,drop10,21,0.8036079907033369
7,drop10,21,0.8041967044284243
8,drop10,21,0.8356211233479822
9,drop10,21,0.9544917097300671
10,drop10,21,0.9530059591159388
2,drop10,22,1.0
3,drop10,22,0.7934651736269877
4,drop10,22,0.8639203349653293
5,drop10,22,0.7056027532430026
6,drop10,22,0.7071987880620048
7,drop10,22,0.7247740201402824
8,drop10,22,0.9550322296473712
9,drop10,22,0.9566441746783078
10,drop10,22,0.9535276721588508
2,drop10,23,1.0
3,drop10,23,0.7934651736269877
4,drop10,23,0.8124489043489412
5,drop10,23,0.8755206553637803
6,drop10,23,0.8036079907033369
7,drop10,23,0.7597812765155086
8,drop10,23,0.9097274463283375
9,drop10,23,0.8047333770657646
10,drop10,23,0.8806506125897761
2,drop10,24,1.0
3,drop10,24,0.7934651736269877
4,drop10,24,0.8124489043489412
5,drop10,24,0.8755206553637803
6,drop10,24,0.7633229764851959
7,drop10,24,0.7639915373322478
8,drop10,24,0.9532624185169847
9,drop10,24,0.8482971288139971
10,drop10,24,0.8832435206569156
2,drop10,25,1.0
