variant_id,setting_id,k,seed_ari,quantization_error_median,qe_per_sqrt_dimension_median,topographic_error_median,silhouette_median,occupied_nodes_median,empty_nodes_median,min_cluster_fraction_median,minimum_center_rmse_median,median_within_rmse_median,center_separation_ratio_median,sigma,learning_rate,random_order,window_hours,cohort,representation,n,dimensions,retention_fraction
w0300_coverage_maxabs_level,sigma0.2_lr0.03_random,5,0.6032646609333419,0.26794732626048295,0.03349341578256037,0.39119496855345914,0.41472669163633874,5.0,0.0,0.042767295597484274,0.04484262128060204,0.02480959878789095,2.148271880028047,0.2,0.03,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.03_random,6,0.7754048366454582,0.2685791500967349,0.03357239376209186,0.2119496855345912,0.3839458288296366,6.0,0.0,0.022641509433962263,0.03603897188643423,0.020601081159959657,1.744194052178695,0.2,0.03,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.03_random,7,0.5774102581100392,0.23558216751570685,0.029447770939463356,0.7044025157232704,0.3481480036615588,7.0,0.0,0.04716981132075472,0.033237306968329654,0.01878989595779633,1.7688925495497432,0.2,0.03,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.03_random,8,0.5348461571021904,0.23409085556357187,0.029261356945446484,0.2528301886792453,0.33350192876782764,8.0,0.0,0.02389937106918239,0.027451251605421976,0.017734826187053708,1.5478726046897102,0.2,0.03,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,2,1.0,0.4961002175681231,0.06201252719601539,0.0,0.6456633573022785,2.0,0.0,0.23081761006289309,0.2572562638048344,0.0468863969883747,5.486799590574924,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,3,1.0,0.3718203656931032,0.0464775457116379,0.0,0.5918457486945529,3.0,0.0,0.07987421383647798,0.1682918017332397,0.0367563433831381,4.578578450376123,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,4,0.9186370274641691,0.31202364782452796,0.039002955978065995,0.0,0.5149244532411018,4.0,0.0,0.05786163522012579,0.10504494040545162,0.031609413050290885,3.3232170504083984,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,5,0.8128318433396307,0.2703184116720488,0.0337898014590061,0.2679245283018868,0.463964807751018,5.0,0.0,0.04779874213836478,0.07484175678276372,0.02616895367120572,2.8599445633263443,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,6,0.8600690843641473,0.26665007703026233,0.03333125962878279,0.19559748427672957,0.4671165647737965,6.0,0.0,0.011320754716981131,0.06730642746322524,0.02616582442863039,2.573123281587824,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,7,0.7250643848922445,0.2370995503904224,0.0296374437988028,0.7515723270440252,0.43405400098156177,7.0,0.0,0.011320754716981131,0.04857045331052806,0.02137491984479955,2.2723104302107027,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_sequential,8,0.6081066746846918,0.22244777333773125,0.027805971667216406,0.28867924528301886,0.36310471716295944,8.0,0.0,0.03459119496855346,0.032916681082728584,0.018581300484884683,1.7714950096056947,0.2,0.1,False,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_random,2,0.9249738954156338,0.5115064649137968,0.0639383081142246,0.0,0.6498713138842518,2.0,0.0,0.2119496855345912,0.2631128180516238,0.050473879300471654,5.212851116120815,0.2,0.1,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_random,3,0.9310549602878719,0.3729555870403927,0.04661944838004909,0.0,0.5893719562455828,3.0,0.0,0.08427672955974842,0.16281849146397,0.038104495475138174,4.211006084210053,0.2,0.1,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_random,4,0.9758750421190833,0.31642025034798094,0.03955253129349762,0.0,0.528211727861666,4.0,0.0,0.05220125786163522,0.10865692346661338,0.03280400784286816,3.312525982425771,0.2,0.1,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_random,5,0.8645024026577922,0.26978046252838916,0.033722557816048646,0.2610062893081761,0.46068481236569125,5.0,0.0,0.03962264150943396,0.06870256731151303,0.02524290294664998,2.5591291705724597,0.2,0.1,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_random,6,0.6784554499281225,0.26507879103820514,0.03313484887977564,0.17735849056603772,0.4558161836329483,6.0,0.0,0.012578616352201259,0.05997518327023802,0.024372097406088936,2.629052949130754,0.2,0.1,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
w0300_coverage_maxabs_level,sigma0.2_lr0.1_random,7,0.7644838935866559,0.2265522311944903,0.028319028899311288,0.6496855345911949,0.4016862120587318,7.0,0.0,0.03333333333333333,0.04389247580899088,0.0203195136779244,2.1609697941274812,0.2,0.1,True,300,coverage,maxabs_level,1590,64,0.7557034220532319
