variant_id,setting_id,elbow_k,qe_elbow_strength,sigma,learning_rate,random_order,window_hours,cohort,representation,n,dimensions,retention_fraction,quantization_error_median,qe_per_sqrt_dimension_median,topographic_error_median,silhouette_median,seed_ari,occupied_nodes_median,empty_nodes_median,min_cluster_fraction_median,center_separation_ratio_median,passes_support,rank_silhouette_median,rank_seed_ari,rank_topographic_error_median,rank_center_separation_ratio_median,rank_min_cluster_fraction_median,rank_retention_fraction,rank_qe_elbow_strength,som_rank_sum
w0300_coverage_maxabs_level,sigma0.2_lr0.5_sequential,5,0.3064664100703358,0.2,0.5,False,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.2855299793359256,0.0356912474169907,0.279874213836478,0.4845450449233659,1.0,5.0,0.0,0.045283018867924525,3.00043077354018,True,29.0,32.0,180.5,17.5,164.0,95.5,130.0,648.5
w0300_coverage_z_level,sigma0.8_lr0.5_sequential,5,0.3277376640905387,0.8,0.5,False,300,coverage,z_level,1590,64,0.7557034220532319,1.7109415322919495,0.21386769153649368,0.005031446540880503,0.3303096173346765,1.0,5.0,0.0,0.02830188679245283,2.015693940063472,True,68.0,32.0,97.5,68.0,186.5,95.5,103.0,650.5
w0300_coverage_z_level_d1_d2,sigma2_lr0.03_sequential,5,0.39237044136842547,2.0,0.03,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1673296002458624,0.08491073419189216,0.006289308176100629,0.017238965510519854,1.0,5.0,0.0,0.1069182389937107,0.2884374351271036,True,190.0,32.0,103.5,188.0,3.5,95.5,40.0,652.5
w0300_coverage_z_level,sigma0.2_lr0.1_random,4,0.3062929215807641,0.2,0.1,True,300,coverage,z_level,1590,64,0.7557034220532319,1.7611231660009918,0.22014039575012398,0.0,0.3629495649878192,0.793126095533653,4.0,0.0,0.04213836477987421,2.2442542817790607,True,50.5,117.5,47.5,39.0,171.5,95.5,131.0,652.5
w0300_coverage_maxabs_level,sigma0.3_lr0.3_sequential,5,0.3043797778126154,0.3,0.3,False,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.279285764533766,0.03491072056672075,0.2761006289308176,0.48728593437006895,1.0,5.0,0.0,0.03773584905660377,3.0631757279625784,True,26.5,32.0,178.5,13.5,179.0,95.5,133.0,658.0
w0300_coverage_z_level,sigma0.3_lr0.3_sequential,4,0.21084854971942474,0.3,0.3,False,300,coverage,z_level,1590,64,0.7557034220532319,1.8578758787605891,0.23223448484507364,0.0,0.3221714092207701,1.0,4.0,0.0,0.03459119496855346,2.1587992057851673,True,70.0,32.0,47.5,44.0,181.0,95.5,188.0,658.0
w0300_coverage_maxabs_level,sigma0.5_lr0.5_sequential,5,0.292373808582147,0.5,0.5,False,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.28553002341288164,0.035691252926610205,0.21320754716981133,0.4845450449233659,1.0,5.0,0.0,0.045283018867924525,3.000430286425459,True,29.0,32.0,175.0,19.0,164.0,95.5,144.0,658.5
w0300_coverage_maxabs_level,sigma0.2_lr0.3_sequential,5,0.30437828353163343,0.2,0.3,False,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.2792857643368722,0.034910720542109024,0.2761006289308176,0.48728593437006895,1.0,5.0,0.0,0.03773584905660377,3.0631757279625784,True,26.5,32.0,178.5,13.5,179.0,95.5,134.0,659.0
w0300_coverage_z_level_d1,sigma0.5_lr0.03_random,4,0.32731290001800056,0.5,0.03,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5440562285231477,0.04827718358683959,0.0,0.18082976904919257,0.8339850517909001,4.0,0.0,0.0610062893081761,1.2640188262235386,True,123.0,103.0,47.5,112.0,78.0,95.5,104.0,663.0
w0300_coverage_z_level_d1,sigma0.2_lr0.1_sequential,4,0.3201270600990019,0.2,0.1,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5490909332922497,0.04872394139182469,0.0,0.19007026725732198,1.0,4.0,0.0,0.04905660377358491,1.2437814225688293,True,118.0,32.0,47.5,117.0,150.0,95.5,110.0,670.0
w0300_coverage_z_level_d1,sigma0.3_lr0.1_sequential,4,0.3167885279250973,0.3,0.1,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5490909846670232,0.04872394595059866,0.0,0.19007026725732198,1.0,4.0,0.0,0.04905660377358491,1.243781422568429,True,118.0,32.0,47.5,118.0,150.0,95.5,112.0,673.0
w0300_coverage_z_level_d1,sigma0.5_lr0.03_sequential,4,0.33423966188287063,0.5,0.03,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5446894099740824,0.04833336935505244,0.0,0.18025717533212685,0.7299053813135457,4.0,0.0,0.0610062893081761,1.286475482722507,True,124.0,133.0,47.5,102.0,78.0,95.5,93.0,673.0
w0300_coverage_maxabs_level,sigma0.5_lr0.5_random,5,0.4169126930582101,0.5,0.5,True,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.28541637805220393,0.03567704725652549,0.2119496855345912,0.49100773243354723,0.5826866313898319,5.0,0.0,0.02830188679245283,2.7796287763962035,True,18.0,154.0,174.0,28.0,186.5,95.5,23.0,679.0
w0300_coverage_z_level,sigma1.2_lr0.5_sequential,5,0.3281788783876699,1.2,0.5,False,300,coverage,z_level,1590,64,0.7557034220532319,1.6997194958909214,0.21246493698636518,0.012578616352201259,0.23828048505668079,1.0,5.0,0.0,0.04779874213836478,1.6193117510388446,True,87.0,32.0,131.0,78.0,153.5,95.5,102.0,679.0
w0300_coverage_z_level,sigma1.2_lr0.1_sequential,5,0.33444506448706035,1.2,0.1,False,300,coverage,z_level,1590,64,0.7557034220532319,1.6364310134218858,0.20455387667773572,0.011320754716981131,0.22863221605230855,0.8792512492055448,5.0,0.0,0.05345911949685535,1.5382084904959648,True,89.0,86.0,125.5,80.0,118.5,95.5,92.0,686.5
w0300_coverage_z_level_d1_d2,sigma2_lr0.1_sequential,5,0.3554371271617395,2.0,0.1,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1697269204777048,0.08508511357962972,0.008176100628930818,0.02100380575530665,1.0,5.0,0.0,0.0930817610062893,0.31088463239636194,True,185.0,32.0,114.5,186.0,23.0,95.5,58.0,694.0
w0300_coverage_z_level_d1,sigma0.2_lr0.03_random,4,0.3333225929555756,0.2,0.03,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5442759448639449,0.04829668025936274,0.0,0.18499553510840955,0.6776438919774819,4.0,0.0,0.05786163522012579,1.2946646299550761,True,121.5,144.0,47.5,100.0,94.0,95.5,94.0,696.5
w0300_coverage_z_level_d1,sigma0.3_lr0.03_random,4,0.3332943653438793,0.3,0.03,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5442748533703289,0.048296583404966224,0.0,0.18499553510840955,0.6885207258810578,4.0,0.0,0.05786163522012579,1.2946645662093024,True,121.5,142.0,47.5,101.0,94.0,95.5,95.0,696.5
w0300_coverage_z_level_d1,sigma0.8_lr0.5_sequential,3,0.28962221704545854,0.8,0.5,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5980586982165987,0.05306912788754261,0.011320754716981131,0.22169434656807702,1.0,3.0,0.0,0.0559748427672956,1.437211391321551,True,105.0,32.0,125.5,87.0,103.5,95.5,150.0,698.5
w0300_coverage_z_level_d1,sigma0.8_lr0.1_random,4,0.3018747392142663,0.8,0.1,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5495370543251015,0.048763528232073534,0.0,0.19088958126907482,0.82824511824411,4.0,0.0,0.05660377358490566,1.276374170664932,True,116.0,105.0,47.5,104.0,99.5,95.5,135.0,702.5
w0300_coverage_z_level_d1,sigma0.8_lr0.3_sequential,4,0.2716351173546609,0.8,0.3,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5651855532812958,0.05015210797321057,0.0,0.20221507637553707,1.0,4.0,0.0,0.052830188679245285,1.1894867560917655,True,109.0,32.0,47.5,125.0,125.5,95.5,171.0,705.5
w0300_coverage_z_level_d1,sigma2_lr0.1_random,5,0.4075887196592073,2.0,0.1,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5513605784771927,0.0489253398347171,0.007547169811320755,0.0767740432641724,0.6886424939847341,5.0,0.0,0.09182389937106918,0.6700644015417417,True,153.0,141.0,109.5,150.0,25.0,95.5,32.0,706.0
w0300_coverage_z_level,sigma0.3_lr0.5_sequential,5,0.3471909515000563,0.3,0.5,False,300,coverage,z_level,1590,64,0.7557034220532319,1.716873980155907,0.21460924751948837,0.6515723270440251,0.33408181070267723,1.0,5.0,0.0,0.022641509433962263,2.0217845363728815,True,63.5,32.0,187.0,66.5,189.5,95.5,73.0,707.0
w0300_coverage_maxabs_level,sigma0.5_lr0.3_random,5,0.35072041008673993,0.5,0.3,True,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.2773944069065805,0.034674300863322564,0.3534591194968553,0.48834925549713787,0.7469344848642416,5.0,0.0,0.031446540880503145,2.7071959955696294,True,21.0,131.0,183.0,31.0,183.0,95.5,64.0,708.5
w0300_coverage_z_level,sigma0.2_lr0.5_sequential,5,0.3471906634429266,0.2,0.5,False,300,coverage,z_level,1590,64,0.7557034220532319,1.716873979413408,0.214609247426676,0.6874213836477987,0.33408181070267723,1.0,5.0,0.0,0.022641509433962263,2.0217845363728815,True,63.5,32.0,188.0,66.5,189.5,95.5,74.0,709.0
w0300_coverage_z_level_d1,sigma0.2_lr0.1_random,4,0.3127392438282283,0.2,0.1,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5500159196569937,0.048806020659012364,0.0,0.19403582907656758,0.8865550055646007,4.0,0.0,0.0509433962264151,1.2710425613523917,True,112.5,82.5,47.5,110.0,140.5,95.5,121.0,709.5
w0300_coverage_z_level_d1,sigma0.2_lr0.03_sequential,4,0.3376867862038338,0.2,0.03,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5454361350293401,0.04839963048890514,0.0,0.1770189759287561,0.5426766222746188,4.0,0.0,0.06037735849056604,1.2504933309608923,True,126.5,157.5,47.5,116.0,83.0,95.5,84.0,710.0
w0300_coverage_z_level_d1,sigma0.3_lr0.03_sequential,4,0.3364705514608379,0.3,0.03,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5454353996616822,0.048399565235577334,0.0,0.1770189759287561,0.5426766222746188,4.0,0.0,0.06037735849056604,1.2504933563452314,True,126.5,157.5,47.5,115.0,83.0,95.5,85.0,710.0
w0300_coverage_z_level_d1,sigma0.8_lr0.3_random,3,0.3154681150538523,0.8,0.3,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5818431090384798,0.05163022702642048,0.011320754716981131,0.22248491033232873,0.8331522596534428,3.0,0.0,0.06918238993710692,1.2732388157503747,True,104.0,104.0,125.5,108.0,61.5,95.5,114.0,712.5
w0300_coverage_z_level_d1,sigma0.3_lr0.1_random,4,0.31158451379260516,0.3,0.1,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5500159482466558,0.04880602319593464,0.0,0.19403582907656758,0.8865550055646007,4.0,0.0,0.0509433962264151,1.271042561352367,True,112.5,82.5,47.5,111.0,140.5,95.5,124.0,713.5
w0300_coverage_maxabs_level,sigma0.2_lr0.3_random,5,0.35783652548530853,0.2,0.3,True,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.2774108537049203,0.03467635671311504,0.2628930817610063,0.48834925549713787,0.579666111391844,5.0,0.0,0.031446540880503145,2.711218660531009,True,21.0,155.5,176.5,29.5,183.0,95.5,55.0,716.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.1_sequential,4,0.3416182799156647,0.5,0.1,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1615176288421798,0.08448797547928431,0.0,0.055374736475480656,1.0,4.0,0.0,0.05157232704402516,0.5900846643385821,True,163.0,32.0,47.5,169.0,132.5,95.5,77.0,716.5
w0300_coverage_z_level_d1,sigma0.2_lr0.3_random,3,0.31511833440999826,0.2,0.3,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5822405691983993,0.05166549591243429,0.011320754716981131,0.22254192379097945,0.8347988677148835,3.0,0.0,0.061635220125786164,1.2754804655671022,True,102.0,100.0,125.5,105.5,74.5,95.5,115.0,718.0
w0300_coverage_maxabs_level,sigma0.5_lr0.3_sequential,5,0.28297258957030047,0.5,0.3,False,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.2794251385052354,0.03492814231315443,0.35660377358490564,0.4872980326997242,0.9995637721574946,5.0,0.0,0.03773584905660377,3.0631756131017127,True,25.0,64.0,184.0,15.0,179.0,95.5,158.0,720.5
w0300_coverage_z_level_d1,sigma0.5_lr0.5_random,3,0.3499472498309547,0.5,0.5,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5884758792992506,0.052218790213056136,0.04968553459119497,0.22534275882467555,0.8064368855865647,3.0,0.0,0.06037735849056604,1.22591719195556,True,91.0,112.0,153.0,122.0,83.0,95.5,66.0,722.5
w0300_coverage_z_level_d1,sigma1.2_lr0.3_random,3,0.29430478560544904,1.2,0.3,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5829797120167977,0.05173108423156368,0.010691823899371069,0.21960674386205162,0.7922342626656098,3.0,0.0,0.09937106918238994,1.1435993019471156,True,107.0,119.0,121.0,129.0,12.0,95.5,140.0,723.5
w0300_coverage_z_level_d1,sigma2_lr0.5_sequential,5,0.31869711299125314,2.0,0.5,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5701522462066133,0.05059283070296571,0.03018867924528302,0.11846737375820587,1.0,5.0,0.0,0.06666666666666667,0.7777415679517529,True,135.0,32.0,148.0,137.0,65.0,95.5,111.0,723.5
w0300_coverage_z_level_d1_d2,sigma2_lr0.03_random,5,0.4208846440570848,2.0,0.03,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1661764712908265,0.08482685640264616,0.006918238993710692,0.01758672105216213,0.7903361014768443,5.0,0.0,0.10503144654088051,0.2817935787497483,True,189.0,120.0,105.5,189.0,5.0,95.5,20.0,724.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.03_random,4,0.6090605447979187,0.5,0.03,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.155056658942547,0.08401800907249227,0.0,0.053034229918689224,0.5135112206925468,4.0,0.0,0.06477987421383648,0.5299365481558416,True,171.0,164.0,47.5,177.0,68.5,95.5,1.0,724.5
w0300_coverage_z_level_d1,sigma0.3_lr0.3_random,3,0.31264579614619936,0.3,0.3,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5822405691981553,0.05166549591241263,0.011320754716981131,0.22254192379097945,0.8347988677148835,3.0,0.0,0.061635220125786164,1.2754804655671022,True,102.0,100.0,125.5,105.5,74.5,95.5,122.0,725.0
w0300_coverage_z_level_d1,sigma0.5_lr0.1_random,4,0.29139560386175173,0.5,0.1,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.550020591178904,0.04880643518954996,0.0,0.19324155559007358,0.8860529604317691,4.0,0.0,0.05220125786163522,1.2710429297089345,True,114.0,84.0,47.5,109.0,129.0,95.5,146.0,725.0
w0300_coverage_z_level_d1,sigma0.5_lr0.1_sequential,4,0.31429344894246874,0.5,0.1,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5491206087620341,0.048726574663953005,0.0,0.19007026725732198,0.8983804215249457,4.0,0.0,0.04905660377358491,1.2437811493069597,True,118.0,79.0,47.5,119.0,150.0,95.5,117.0,726.0
w0300_coverage_z_level_d1,sigma0.5_lr0.3_sequential,3,0.25346210157493987,0.5,0.3,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5954995565108642,0.052842040782432424,0.00880503144654088,0.22433086549810205,1.0,3.0,0.0,0.055345911949685536,1.4018628808079758,True,98.0,32.0,117.0,94.0,108.5,95.5,183.0,728.0
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.03_random,3,0.4654455494949268,0.3,0.03,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.177993403469712,0.08568641173902555,0.12264150943396226,0.07998136616475078,0.6941003362149264,3.0,0.0,0.09685534591194969,0.6590821233230018,True,148.0,140.0,171.5,154.0,16.5,95.5,3.0,728.5
w0300_coverage_z_level_d1,sigma0.5_lr0.3_random,3,0.315909766813093,0.5,0.3,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.582240556429328,0.05166549477936244,0.01509433962264151,0.22254192379097945,0.8347988677148835,3.0,0.0,0.061635220125786164,1.2754804176464796,True,102.0,100.0,137.0,107.0,74.5,95.5,113.0,729.0
w0300_coverage_z_level_d1,sigma0.3_lr0.5_random,3,0.3518097510318918,0.3,0.5,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5884758833719134,0.05221879057444651,0.07924528301886792,0.22534275882467555,0.8064368855865647,3.0,0.0,0.06037735849056604,1.2259172423715226,True,91.0,112.0,166.5,120.5,83.0,95.5,61.0,729.5
w0300_coverage_z_level_d1,sigma0.2_lr0.5_random,3,0.3518059821665982,0.2,0.5,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5884758833719134,0.05221879057444651,0.07924528301886792,0.22534275882467555,0.8064368855865647,3.0,0.0,0.06037735849056604,1.2259172423715226,True,91.0,112.0,166.5,120.5,83.0,95.5,62.0,730.5
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.03_sequential,4,0.4379045208238675,0.5,0.03,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1541298075258568,0.0839505905522548,0.0,0.05494240506008353,0.5002690210203061,4.0,0.0,0.061635220125786164,0.5610034411462699,True,164.0,166.0,47.5,175.0,74.5,95.5,10.0,732.5
w0300_coverage_z_level_d1,sigma1.2_lr0.03_random,5,0.3499709712516764,1.2,0.03,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5295823504958389,0.04699283459843686,0.02578616352201258,0.10980854199451674,0.8363687124948208,5.0,0.0,0.06981132075471698,0.8554398322182591,True,136.0,97.0,144.5,135.0,60.0,95.5,65.0,733.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.03_random,3,0.4859971035367395,0.2,0.03,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1779946237931043,0.08568650050449092,0.12264150943396226,0.08034491670432103,0.6549573250656219,3.0,0.0,0.09685534591194969,0.6581537340260857,True,147.0,145.0,171.5,156.0,16.5,95.5,2.0,733.5
w0300_coverage_z_level_d1,sigma0.8_lr0.5_random,3,0.3080338789912268,0.8,0.5,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5884053770097565,0.052212534146505,0.011949685534591196,0.22482959054491347,0.8091557005829036,3.0,0.0,0.07044025157232704,1.2257172365449596,True,96.0,108.0,129.5,123.0,58.5,95.5,127.0,737.5
w0300_coverage_z_level,sigma1.2_lr0.1_random,5,0.33022222322975414,1.2,0.1,True,300,coverage,z_level,1590,64,0.7557034220532319,1.630988263312485,0.20387353291406063,0.009433962264150943,0.23375191264474615,0.7429828389035347,5.0,0.0,0.05345911949685535,1.4409288722274038,True,88.0,132.0,118.0,86.0,118.5,95.5,101.0,739.0
w0300_coverage_z_level_d1,sigma1.2_lr0.03_sequential,5,0.33084228847381847,1.2,0.03,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5289867609824521,0.046939984575272486,0.023270440251572325,0.09962934596309697,0.8456150141495778,5.0,0.0,0.07484276729559748,0.8189624708312604,True,138.0,93.0,143.0,136.0,50.0,95.5,99.0,754.5
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.03_sequential,4,0.33258602956585087,0.8,0.03,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1575861609758238,0.0842020032715087,0.0,0.049152947555194455,0.7126895762986895,4.0,0.0,0.08742138364779874,0.5305928114337758,True,176.0,137.0,47.5,176.0,28.5,95.5,96.0,756.5
w0300_coverage_z_level_d1,sigma1.2_lr0.5_random,3,0.29880915891003423,1.2,0.5,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5895088986153194,0.05231045585450276,0.0220125786163522,0.22326596175183724,0.7496002108216117,3.0,0.0,0.0930817610062893,1.082273722348632,True,100.0,128.0,142.0,130.0,23.0,95.5,138.0,756.5
w0300_coverage_maxabs_level,sigma0.3_lr0.3_random,5,0.3316033348936306,0.3,0.3,True,300,coverage,maxabs_level,1590,64,0.7557034220532319,0.2774108532467118,0.03467635665583897,0.2628930817610063,0.48834925549713787,0.579666111391844,5.0,0.0,0.031446540880503145,2.711218660531009,True,21.0,155.5,176.5,29.5,183.0,95.5,97.0,758.0
w0300_coverage_z_level_d1,sigma2_lr0.3_random,5,0.3490085065035159,2.0,0.3,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5603916106263246,0.04972671435114494,0.010691823899371069,0.0834852181795966,0.5418276844159019,5.0,0.0,0.08742138364779874,0.6782289726695502,True,140.0,159.0,121.0,148.0,28.5,95.5,67.0,759.0
w0300_coverage_z_level_d1_d2,sigma2_lr0.3_sequential,5,0.3396763237085706,2.0,0.3,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1829854067835195,0.08604952654942229,0.02012578616352201,0.02335703054726813,1.0,5.0,0.0,0.0779874213836478,0.37947020552461597,True,184.0,32.0,141.0,184.0,44.0,95.5,80.0,760.5
w0300_coverage_z_level_d1,sigma0.3_lr0.3_sequential,3,0.2634871217713015,0.3,0.3,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5954995677920024,0.05284204178347157,0.06352201257861635,0.22433086549810205,1.0,3.0,0.0,0.055345911949685536,1.401862924190732,True,98.0,32.0,159.5,92.5,108.5,95.5,176.0,762.0
w0300_coverage_z_level_d1,sigma0.2_lr0.3_sequential,3,0.2634871184997901,0.2,0.3,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5954995677921816,0.05284204178348747,0.06352201257861635,0.22433086549810205,1.0,3.0,0.0,0.055345911949685536,1.401862924190732,True,98.0,32.0,159.5,92.5,108.5,95.5,177.0,763.0
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.1_sequential,4,0.28401753560753534,0.8,0.1,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.162282048870925,0.08454357885459327,0.0,0.053009660712036555,1.0,4.0,0.0,0.05911949685534591,0.5886748353001748,True,172.0,32.0,47.5,171.0,89.0,95.5,157.0,764.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.5_sequential,3,0.33095307857934897,0.2,0.5,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.2201612902031227,0.08875367416525062,0.013836477987421384,0.07945516729944076,1.0,3.0,0.0,0.05345911949685535,0.7019696996342439,True,150.0,32.0,133.5,139.5,118.5,95.5,98.0,767.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.1_random,3,0.4206838801171884,0.2,0.1,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1825505372692786,0.08601789444678042,0.06918238993710692,0.08152301226425154,0.7254737889566666,3.0,0.0,0.06037735849056604,0.6838095807559107,True,141.5,134.5,162.5,145.5,83.0,95.5,21.0,783.5
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.5_random,4,0.3662011250139003,1.2,0.5,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1971351821611809,0.08707877125949777,0.0,0.048470882464173914,0.41639357699414997,4.0,0.0,0.06729559748427673,0.5889772404487199,True,178.0,179.0,47.5,170.0,63.5,95.5,50.0,783.5
w0300_coverage_z_level_d1,sigma1.2_lr0.1_sequential,5,0.27554362189432846,1.2,0.1,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5297023801694861,0.04700348550966025,0.027672955974842768,0.13130274619929877,1.0,5.0,0.0,0.0610062893081761,0.9671155761837689,True,133.0,32.0,146.0,133.0,78.0,95.5,167.0,784.5
w0300_coverage_z_level_d1_d2,sigma2_lr0.1_random,5,0.4078660869750953,2.0,0.1,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.166578162499744,0.0848560751386916,0.011320754716981131,0.017960959538622055,0.6549061063191141,5.0,0.0,0.1,0.2802000796605876,True,188.0,146.0,125.5,190.0,11.0,95.5,31.0,787.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.3_random,4,0.4604856940107512,0.2,0.3,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1752504501978556,0.08548689124702542,0.0,0.05808540606878536,0.3902017877580743,4.0,0.0,0.0509433962264151,0.6370425389374473,True,159.5,181.5,47.5,161.0,140.5,95.5,4.0,789.5
w0300_coverage_z_level_d1,sigma0.5_lr0.5_sequential,3,0.24094033493377695,0.5,0.5,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.6092308290696223,0.054060494191190515,0.05660377358490566,0.2248865800845435,1.0,3.0,0.0,0.0509433962264151,1.4084602986909271,True,94.0,32.0,156.0,91.0,140.5,95.5,185.0,794.0
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.03_random,4,0.31275342215072827,0.8,0.03,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1570916362116124,0.08416603188793681,0.0,0.04908971382767307,0.7074784007343257,4.0,0.0,0.08050314465408805,0.5060951011240488,True,177.0,138.0,47.5,178.0,39.5,95.5,120.0,795.5
w0300_coverage_z_level_d1,sigma0.3_lr0.5_sequential,3,0.20894509304832923,0.3,0.5,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.609230840716858,0.05406049522471555,0.05660377358490566,0.2248865800845435,1.0,3.0,0.0,0.0509433962264151,1.4084603684427492,True,94.0,32.0,156.0,89.5,140.5,95.5,189.0,796.5
w0300_coverage_z_level_d1,sigma0.2_lr0.5_sequential,3,0.20894509302530181,0.2,0.5,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.609230840716858,0.05406049522471555,0.05660377358490566,0.2248865800845435,1.0,3.0,0.0,0.0509433962264151,1.4084603684427492,True,94.0,32.0,156.0,89.5,140.5,95.5,190.0,797.5
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.3_random,4,0.4243204366574071,0.3,0.3,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1748432858040203,0.08545727439535811,0.0,0.05602897266661735,0.4415359251884396,4.0,0.0,0.0509433962264151,0.6288146647115462,True,162.0,176.0,47.5,164.0,140.5,95.5,19.0,804.5
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.3_sequential,4,0.28504283097678357,0.3,0.3,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1855794709220882,0.08623821695057404,0.0,0.05388619123505747,1.0,4.0,0.0,0.0509433962264151,0.6189950691800252,True,170.0,32.0,47.5,167.0,140.5,95.5,156.0,808.5
w0300_coverage_z_level,sigma0.3_lr0.5_random,3,0.30052992100620857,0.3,0.5,True,300,coverage,z_level,1590,64,0.7557034220532319,1.96992583535388,0.246240729419235,0.008176100628930818,0.35168731535754105,0.26219455657349905,3.0,0.0,0.04591194968553459,2.0987187849458366,True,57.0,189.5,114.5,56.5,160.0,95.5,137.0,810.0
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.5_random,4,0.3926016475779965,0.3,0.5,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.191635868172246,0.08667875502736089,0.0,0.054887810895557596,0.4455596736054317,4.0,0.0,0.0509433962264151,0.6578570986310831,True,166.0,171.0,47.5,157.5,140.5,95.5,38.0,816.0
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.1_random,3,0.3620144161177191,0.3,0.1,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.182550539112843,0.08601789458088,0.06918238993710692,0.08152301226425154,0.7254737889566666,3.0,0.0,0.06037735849056604,0.6838095807559107,True,141.5,134.5,162.5,145.5,83.0,95.5,54.0,816.5
