,c0,c1,c2,c3,c4,c5,c6,c7
c0,0.0,3.8316337184988774,6.613001809283124,14.253280315483453,1.2344103388997816,1.6114007150281817,10.06825290894613,20.561787584681642
c1,3.8316337184988774,0.0,2.7982893784366727,10.453884095157392,5.06150581287473,2.2233774863969513,6.241161224455664,16.786872596744875
c2,6.613001809283124,2.7982893784366727,0.0,7.661253746793198,7.835597280205551,5.012665918999658,3.537974707432672,13.997197128765563
c3,14.253280315483453,10.453884095157392,7.661253746793198,0.0,15.464573347439487,12.663665316894251,4.531031751254005,6.361569568026897
c4,1.2344103388997816,5.06150581287473,7.835597280205551,15.464573347439487,0.0,2.843739958351347,11.299225287742868,21.761557984360678
c5,1.6114007150281817,2.2233774863969513,5.012665918999658,12.663665316894251,2.843739958351347,0.0,8.457303373341304,18.984943560201724
c6,10.06825290894613,6.241161224455664,3.537974707432672,4.531031751254005,11.299225287742868,8.457303373341304,0.0,10.842624669834203
c7,20.561787584681642,16.786872596744875,13.997197128765563,6.361569568026897,21.761557984360678,18.984943560201724,10.842624669834203,0.0
