dataset,n_nodes,topology,seed,quantisation_error,topographic_error,n_empty_nodes,min_cluster_size,max_cluster_size
paper_aligned_min4,9,3x3,7,0.8585335578034908,0.12380952380952381,0,24,542
paper_aligned_min4,9,3x3,21,0.8422649756136521,0.16414565826330532,0,25,534
paper_aligned_min4,9,3x3,42,0.8615820686334792,0.2330532212885154,0,17,540
paper_aligned_min4,9,3x3,84,0.8585334934216798,0.36246498599439775,0,24,542
paper_aligned_min4,9,3x3,168,0.8585335578034908,0.12380952380952381,0,24,542
