curve_id,included_strict_150h,exclusion_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points_after_mean,duplicate_x_rows_aggregated_by_mean,x_min_hours_before_rezero,x_max_hours_before_rezero,duration_hours,anonymous_som_node,node_x,node_y
图片136_2e27e42dd3,True,,lab-v2/som_references/accepted/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Target__Series_1.csv,图片136,samples_test__unknown__unknown__图片136__Target__Series_1,Time,(h),Normalized PCE,,1.0,30,0,-5.397814152978526,1346.8312634956026,1352.229077648581,3,1,1
图片136_4d4220d0f1,True,,lab-v2/som_references/accepted/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Control__Series_2.csv,图片136,samples_test__unknown__unknown__图片136__Control__Series_2,Time,(h),Normalized PCE,,1.0,15,0,8.590762512351716,661.3910068944253,652.8002443820736,3,1,1
图片141_7315da2cdf,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,图片141,samples_test__unknown__unknown__图片141__Cell3__Series_3,Time,(hours),Norm. PCE,,1.0,39,0,-23.685421990936447,2388.174500289033,2411.8599222799694,3,1,1
图片141_939b548eee,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,图片141,samples_test__unknown__unknown__图片141__Cell4__Series_4,Time,(hours),Norm. PCE,,1.0,38,0,-17.33842219546284,2331.05150212977,2348.389924325233,3,1,1
图片141_a8a78a6cbb,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell2__Series_2.csv,图片141,samples_test__unknown__unknown__图片141__Cell2__Series_2,Time,(hours),Norm. PCE,,1.0,38,0,-4.644422604515626,2343.7455017207176,2348.389924325233,3,1,1
图片141_c22163c53e,True,,lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell1__Series_1.csv,图片141,samples_test__unknown__unknown__图片141__Cell1__Series_1,Time,(hours),Norm. PCE,,1.0,39,0,-23.685421990936447,2388.174500289033,2411.8599222799694,3,1,1
图片157_4e9fe149dd,True,,lab-v2/som_references/accepted/samples_test/图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,图片157,samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1,Time,(h),PCE,(%),1.0,74,0,5.3787571758462605,992.0706942830478,986.6919371072016,3,1,1
图片159_c223572492,True,,lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,图片159,samples_test__unknown__unknown__图片159__PTAA__Series_1,Time,(hours),Normalized PCE,,1.0,35,0,4.594860112949775,483.59810507257464,479.0032449596249,3,1,1
图片160_68218de2a7,True,,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,图片160,samples_test__unknown__unknown__图片160__Series_1__Series_1,Time,hour,Normalized PCE,,1.0,34,0,9.31415078713087,984.9339707348988,975.619819947768,3,1,1
图片160_d690ea710f,True,,lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,图片160,samples_test__unknown__unknown__图片160__Series_2__Series_2,Time,hour,Normalized PCE,,1.0,34,0,-2.5115440001147817,973.1082759476532,975.619819947768,3,1,1
图片162_44a16a7876,True,,lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,图片162,samples_test__unknown__unknown__图片162__Series_3__Series_3,Time,(h),Normal. PCE,,1.0,75,0,12.599112956488852,1469.348785907515,1456.7496729510262,3,1,1
图片197_80552e30c2,True,,lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,图片197,samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2,Time,(h),PCE,(%),1.0,39,0,-6.900447957970613,506.6455585033655,513.5460064613361,3,1,1
图片197_d52078c7d4,True,,lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,图片197,samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1,Time,(h),PCE,(%),1.0,38,0,-6.900447957970613,493.13118991227776,500.03163787024835,3,1,1
图片19_357d04a2ef,True,,lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,图片19,samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2,Time,(h),Normalized PCE,,1.0,31,0,13.075490699536488,1001.3316781661648,988.2561874666284,3,1,1
图片19_b6c1315f5c,True,,lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,图片19,samples_test__unknown__unknown__图片19__SAM__Series_1,Time,(h),Normalized PCE,,1.0,31,0,-3.395445758240669,984.860741708388,988.2561874666288,3,1,1
图片202_24972422a1,True,,lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,图片202,samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1,Time,(h),PCE,(%),1.0,35,0,0.1150119331678638,490.42998444213384,490.314972508966,3,1,1
图片203_d202464f39,True,,lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__DMPESI__Series_2.csv,图片203,samples_test__unknown__unknown__图片203__DMPESI__Series_2,Time,(d),Normalized PCE,(%),24.0,46,0,2.396297965635127,1573.91441391199,1571.518115946355,3,1,1
图片33_093a67ddfe,True,,lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__AZO_SnOx__Series_1.csv,图片33,samples_test__unknown__unknown__图片33__AZO_SnOx__Series_1,Time,(h),PCE,(%),1.0,29,0,-10.404833096367838,1019.1022272426294,1029.5070603389972,3,1,1
图片39_52020a09a1,True,,lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_2__Series_2.csv,图片39,samples_test__unknown__unknown__图片39__Series_2__Series_2,Time,(h),PCE,(%),1.0,37,0,-6.805483297274634,1956.583954529195,1963.3894378264697,3,1,1
图片39_6dfc311fc6,True,,lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_1__Series_1.csv,图片39,samples_test__unknown__unknown__图片39__Series_1__Series_1,Time,(h),PCE,(%),1.0,37,0,-6.805483297274634,1956.583954529195,1963.3894378264697,3,1,1
图片47_2e11cc21a9,True,,lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__PTAA_BCP__Series_2.csv,图片47,samples_test__unknown__unknown__图片47__PTAA_BCP__Series_2,Duration,(hours),Efficiency,(%),1.0,40,0,-8.969847820419318,4339.727790790598,4348.697638611017,3,1,1
图片47_eb2fe59862,True,,lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1.csv,图片47,samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1,Duration,(hours),Efficiency,(%),1.0,44,0,2.1806589452498883,4796.898568183038,4794.717909237788,3,1,1
图片48_1a4520b70c,True,,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,图片48,samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1,Duration,(hours),Efficiency,(%),1.0,42,0,-2.557184399387097,1842.8053340342467,1845.3625184336336,3,1,1
图片48_cf162c1fe3,True,,lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2.csv,图片48,samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2,Duration,(hours),Efficiency,(%),1.0,30,0,-7.058068590688663,1298.1983468867595,1305.2564154774482,3,1,1
图片50_f893c166de,True,,lab-v2/som_references/accepted/samples_test/图片50/accepted/samples_test__unknown__unknown__图片50__Series_1__Series_1.csv,图片50,samples_test__unknown__unknown__图片50__Series_1__Series_1,Time,(h),PCE,(%),1.0,47,0,-4.296387949859337,984.5842559799656,988.8806439298248,3,1,1
图片58_365cfd8ab3,True,,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_2__Series_2.csv,图片58,samples_test__unknown__unknown__图片58__Series_2__Series_2,Time,(h),Normal. PCE,,1.0,38,0,-2.692610944889964,2325.971142881992,2328.663753826882,3,1,1
图片58_712607914b,True,,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_1__Series_1.csv,图片58,samples_test__unknown__unknown__图片58__Series_1__Series_1,Time,(h),Normal. PCE,,1.0,37,0,3.6010748762637945,2269.327970491608,2265.7268956153443,3,1,1
图片58_7752eda896,True,,lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_3__Series_3.csv,图片58,samples_test__unknown__unknown__图片58__Series_3__Series_3,Time,(h),Normal. PCE,,1.0,38,0,-2.692610944889964,2325.971142881992,2328.663753826882,3,1,1
图片68_e81edd4f44,True,,lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_2__Series_2.csv,图片68,samples_test__unknown__unknown__图片68__Series_2__Series_2,Time,h,Normalized PCE,,1.0,61,0,12.097419238117324,980.8230426168356,968.7256233787182,3,1,1
图片70_793ba9d20b,True,,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_1__Series_1.csv,图片70,samples_test__unknown__unknown__图片70__Series_1__Series_1,Time,(h),PCE,(Nor.),1.0,36,0,53.29948624300275,860.3692918626009,807.0698056195981,3,1,1
图片70_96d1f9bb01,True,,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_3__Series_3.csv,图片70,samples_test__unknown__unknown__图片70__Series_3__Series_3,Time,(h),PCE,(Nor.),1.0,38,0,-4.348357015539989,848.8397232108925,853.1880802264325,3,1,1
图片70_e0865bc345,True,,lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_2__Series_2.csv,图片70,samples_test__unknown__unknown__图片70__Series_2__Series_2,Time,(h),PCE,(Nor.),1.0,38,0,-2.04244328519826,851.1456369412342,853.1880802264325,3,1,1
图片74_041c42f84e,True,,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_2__Series_2.csv,图片74,samples_test__unknown__unknown__图片74__Series_2__Series_2,Time,(h),PCE,(%),1.0,26,0,3.0974727434539773,1971.6626055511908,1968.565132807737,3,1,1
图片74_8144fcd699,True,,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_1__Series_1.csv,图片74,samples_test__unknown__unknown__图片74__Series_1__Series_1,Time,(h),PCE,(%),1.0,31,0,-37.631461038775115,1998.815228072677,2036.446689111452,3,1,1
图片74_8e33f022bd,True,,lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_3__Series_3.csv,图片74,samples_test__unknown__unknown__图片74__Series_3__Series_3,Time,(h),PCE,(%),1.0,30,0,-24.05514977803205,1944.5099830297047,1968.5651328077367,3,1,1
图片75_64c7ef280b,True,,lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1.csv,图片75,samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1,Storage time,(h),Normalized PCE,,1.0,54,0,5.411100384789734,1005.962587379852,1000.5514869950624,3,1,1
图片87_3ff0e4a7d8,True,,lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_1__Series_1.csv,图片87,samples_test__unknown__unknown__图片87__Series_1__Series_1,Time,(h),Normalized PCE,,1.0,41,0,8.319427866013882,1042.1983375899215,1033.8789097239076,3,1,1
图片87_7e7efde409,True,,lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_2__Series_2.csv,图片87,samples_test__unknown__unknown__图片87__Series_2__Series_2,Time,(h),Normalized PCE,,1.0,41,0,10.904125140323629,1044.7830348642312,1033.8789097239076,3,1,1
图片88_095c90edd9,True,,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_3__Series_3.csv,图片88,samples_test__unknown__unknown__图片88__Series_3__Series_3,Time,(hours),Normalized PCE,,1.0,63,4,5.362489691446086,995.2950372244602,989.932547533014,3,1,1
图片88_3eac1d8a9e,True,,lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_2__Series_2.csv,图片88,samples_test__unknown__unknown__图片88__Series_2__Series_2,Time,(hours),Normalized PCE,,1.0,63,0,5.362489691446086,995.2950372244602,989.932547533014,3,1,1
图片89_316290ebc5,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2,Durations (hours),(hours),Efficiency (%),(%),1.0,49,0,-3.911402307262648,998.8408654916808,1002.7522677989434,3,1,1
图片89_89fab71596,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1.csv,图片89,samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1,Durations (hours),(hours),Efficiency (%),(%),1.0,49,0,-1.8223350826815192,1000.929932716262,1002.7522677989436,3,1,1
图片89_f6c024444a,True,,lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,图片89,samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3,Durations (hours),(hours),Efficiency (%),(%),1.0,49,0,0.266732141899638,1003.0189999408432,1002.7522677989436,3,1,1
