dataset,n_nodes,topology,seed,quantisation_error,topographic_error,n_empty_nodes,min_cluster_size,max_cluster_size
paper_aligned_min4,8,2x4,7,0.8873040447093907,0.0,0,21,543
paper_aligned_min4,8,2x4,21,0.8873040447093907,0.0,0,21,543
paper_aligned_min4,8,2x4,42,0.8823621563926971,0.0,0,21,540
paper_aligned_min4,8,2x4,84,0.8823621566512815,0.0,0,21,540
paper_aligned_min4,8,2x4,168,0.8823621566512815,0.0,0,21,540
