seed_a,seed_b,ARI,NMI
7,21,1.0,1.0
7,42,0.9591421652869568,0.9352649723991024
7,84,0.9591421652869568,0.9352649723991024
7,168,0.9591421652869568,0.9352649723991024
21,42,0.9591421652869568,0.9352649723991024
21,84,0.9591421652869568,0.9352649723991024
21,168,0.9591421652869568,0.9352649723991024
42,84,1.0,1.0
42,168,1.0,1.0
84,168,1.0,1.0
