,c0,c1,c2,c3,c4,c5,c6
c0,0.0,1.7883832696221258,2.216919447480403,8.26326743161241,19.82447223735028,13.243182664169563,4.639296087557192
c1,1.7883832696221258,0.0,4.00388931044885,10.04873447699125,21.57680110214866,15.01552092686711,6.41979180368315
c2,2.216919447480403,4.00388931044885,0.0,6.053222432558998,17.670657927275627,11.058097626514659,2.4545960256128505
c3,8.26326743161241,10.04873447699125,6.053222432558998,0.0,11.740652046547035,5.067625007572759,3.641518159599558
c4,19.82447223735028,21.57680110214866,17.670657927275627,11.740652046547035,0.0,6.68549571765479,15.217298724281969
c5,13.243182664169563,15.01552092686711,11.058097626514659,5.067625007572759,6.68549571765479,0.0,8.608850855169612
c6,4.639296087557192,6.41979180368315,2.4545960256128505,3.641518159599558,15.217298724281969,8.608850855169612,0.0
