candidate_id,mean_pairwise_ari_5_seeds,min_pairwise_ari_5_seeds
38,0.9982253335073684,0.9955633337684209
37,0.9982021282051534,0.9955053205128832
39,1.0,1.0
10,1.0,1.0
66,1.0,1.0
67,1.0,1.0
65,1.0,1.0
46,1.0,1.0
