neuron_id,neuron_x,neuron_y,n_curves,centroid_start,centroid_peak,centroid_end_200h,early_gain_first_40h,paper_shape_label
0,0,0,22,1.0001712466762707,1.0001712466762707,0.7601067586604757,0.0,medium_exponential_decay
1,0,1,3,0.9984124375235814,0.9984124375235814,0.3798267818605971,0.0,fast_exponential_decay
2,1,0,54,0.9906746068953741,0.9931783948494983,0.9754117027016295,0.0025037879541242036,initial_gain
3,1,1,35,0.9945133055545311,0.9945133055545311,0.8995200078171919,0.0,slow_exponential_decay
