pce_group,n_curves,max_pce_mean,max_pce_median,max_pce_q25,max_pce_q75,relative_loss_mean,relative_loss_median,relative_loss_q25,relative_loss_q75
1,5,2.767871927600725,1.0067846601319068,0.9793956028271879,1.0086003750422803,14.921740121920228,3.8809093100156615,3.768354195617028,3.993558393999945
2,5,16.07951852406799,15.821290454053175,15.619563326844677,18.28035568022594,17.69963956078742,22.497168493326868,8.612723289623737,26.794387795419755
3,5,20.50584874094224,21.27062419311157,18.852156004139054,21.6260488243002,3.5863905440569113,4.24924654463077,1.35303155936559,4.41444878698495
4,5,22.82154004755851,23.172031684919435,22.16964485795192,23.244669310890142,3.211852878250575,0.6223782436588132,0.4623655250529927,2.8134554795331543
5,6,24.494068741452477,24.4841057561067,24.004643538468095,24.84199997397092,3.25241185513465,1.5117498595542447,0.8808223795714916,2.8056124372186275
