curve_id,source_path,relative_path,source_sha256,figure,x_name,x_unit,y_name,y_unit,axis_status,hours_factor,n_points,invalid_points,duplicate_x_points,x_min,x_max,duration_h,y_min,y_max,relative_y_range,constant_y,primary_cluster,maxabs_cluster,zscore_cluster,dtw_0_cluster,dtw_0.25_cluster,dtw_1_cluster,msm_0.01_cluster,msm_0.1_cluster
C053,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,119b527e68a2b86afb6b3a7e15d9c43cd4a0be269d26c6185e4d587acd0eaf3f,图片141,Time,(hours),Norm. PCE,,time_verified,1.0,38,0,0,-17.33842219546284,2331.05150212977,2348.389924325233,0.8283939685396513,1.001204394321653,0.1726025442577948,False,3,2,3,2,3,2,6,3
C054,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片15/accepted/samples_test__unknown__unknown__图片15__Series_1__Series_1.csv,图片15/accepted/samples_test__unknown__unknown__图片15__Series_1__Series_1.csv,a72331d7a5c98e62ef2d29b0498cdb14c2bef580ce4f7b5c9588e194f32b918d,图片15,Time (h),h,Norm.PCE,,time_verified,1.0,30,0,0,1.3682383510497331,141.47682246198443,140.1085841109347,0.0739935537819,0.9482433862618316,0.9219677618068104,False,4,4,1,2,1,3,1,4
C055,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,5b44ed7b2359d6d22dc0a6c73e4dac5a442e093e93067de0af01c04d27214f40,图片157,Time,(h),PCE,(%),time_verified,1.0,74,0,0,5.3787571758462605,992.0706942830478,986.6919371072016,23.290057561059182,24.240636362271538,0.0392142676044532,False,1,1,4,3,4,4,1,3
C056,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2.csv,图片159/accepted/samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2.csv,0f6f4d9c0bfbbf0f0b4e5957299e147548f973b3386fcb59089fb461ee808675,图片159,Time,(hours),Normalized PCE,,time_verified,1.0,35,0,0,4.594860112949775,483.59810507257464,479.0032449596249,0.7893093046607151,1.001554011630076,0.2119153879918295,False,3,2,3,2,4,2,6,4
C057,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,f4ced2054e948b6a67a7c517fd321380153401858c06a5e81c0bd184b6d2bbdf,图片159,Time,(hours),Normalized PCE,,time_verified,1.0,35,0,0,4.594860112949775,483.59810507257464,479.0032449596249,0.9501007493344736,1.0031619260768136,0.0528939300456235,False,3,1,2,2,1,3,6,4
C058,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_1__Series_1.csv,图片16/accepted/samples_test__unknown__unknown__图片16__Series_1__Series_1.csv,986c7a70bf4a9d7ca8a99c6e00151eccf7b558ccaa646866e9dfb563cef56497,图片16,Time,(h),Maximum output power,(Norm.),time_verified,1.0,45,0,0,1.00533184798536,630.5673563733723,629.562024525387,0.4969494785909033,0.910939232475203,0.4544647317026924,False,3,3,2,2,4,2,6,2
C059,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_2__Series_2.csv,图片16/accepted/samples_test__unknown__unknown__图片16__Series_2__Series_2.csv,be3f7bcc5e93c55eb87db83cf430f4faa51976cc31908a41805294fa9d092535,图片16,Time,(h),Maximum output power,(Norm.),time_verified,1.0,46,0,0,-1.856313718039118,642.0139386374702,643.8702523555094,0.3608432581357911,0.6557400691218677,0.4497160153427664,False,4,3,4,2,1,3,6,4
C060,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_3__Series_3.csv,图片16/accepted/samples_test__unknown__unknown__图片16__Series_3__Series_3.csv,844f59e1bad5240d3d491d8f80605f8f680e6dfbe499f65e1ce30a436cce8a88,图片16,Time,(h),Maximum output power,(Norm.),time_verified,1.0,50,0,0,1.00533184798536,702.1084955239844,701.1031636759991,0.854228307285573,1.013018897816537,0.1567498798622826,False,4,2,2,2,1,3,6,2
C061,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,0829fcf4e98797d23e2df412903c26dff1fb0aa1a0885ff2c73f2dae241326ce,图片160,Time,hour,Normalized PCE,,time_verified,1.0,34,0,0,9.31415078713087,984.9339707348988,975.619819947768,0.735572056842688,1.0145086489612,0.274947475710658,False,3,2,3,2,4,2,6,4
C062,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,d4c7f34b2049486b1503f77fb42ae2305bcfa0575109d9810e61a6294004598e,图片160,Time,hour,Normalized PCE,,time_verified,1.0,34,0,0,-2.5115440001147817,973.1082759476532,975.619819947768,0.9202733137860268,1.0032004087401791,0.0826625410353373,False,3,1,2,2,4,2,6,4
C063,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,a19193b7d15bfdaf8ade52eeeab99682de9b8d2fcd685b2a60f81550d0e3c5d2,图片162,Time,(h),Normal. PCE,,time_verified,1.0,76,0,0,6.693371039119853,1483.1288503813762,1476.4354793422565,0.1988447979336783,0.9655484648531408,0.7940602619424988,False,4,4,2,2,4,2,6,2
C064,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,4b11fad2c3b29e92b77d3fb5d0a6d22567bc5a4ae2297e7445f9cf00b55675f6,图片162,Time,(h),Normal. PCE,,time_verified,1.0,75,0,0,10.630532317365862,1467.380205268392,1456.7496729510262,0.853558041595242,1.0215436764820904,0.1644429296115305,False,4,2,2,2,1,3,6,2
C065,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,080302ec8289523140ea52f9ec8977559e21ce8de29827bba25701b41cb243ec,图片162,Time,(h),Normal. PCE,,time_verified,1.0,75,0,0,12.599112956488852,1469.348785907515,1456.7496729510262,0.9870850847104292,1.038772972367921,0.0497585988781239,False,4,1,1,2,1,3,6,2
C066,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Control__Series_1.csv,图片163/accepted/samples_test__unknown__unknown__图片163__Control__Series_1.csv,998b78c2dbee7775fd589ceda4c77a4b1d573c87f7df6917aa3ecc48e1870b15,图片163,Time,(h),SPO,(Normalized),time_verified,1.0,38,0,0,2.2435439036845537,583.2038046511099,580.9602607474253,0.4960152130926515,0.9769892325280488,0.4923022725550753,False,3,3,2,2,4,2,6,4
C067,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,6af04df11e397e0cad3d197db7a52ce004e437dbefbfc7d3a6dd4191b3cff2e4,图片163,Time,(h),SPO,(Normalized),time_verified,1.0,91,0,0,6.954032504339352,1420.1006127007795,1413.14658019644,0.8774773664379666,0.9894282157893092,0.1131470151799083,False,4,1,2,2,1,3,6,2
C068,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片165/accepted/samples_test__unknown__unknown__图片165__Series_1__Series_1.csv,图片165/accepted/samples_test__unknown__unknown__图片165__Series_1__Series_1.csv,9758ad30e2f6924119afe9d78d85d51c96743f00230dc2428dfdf5f91b7e24dc,图片165,,,PCE,(a.u.),unknown,,32,0,0,-0.964454752338554,1443.2180271663003,,0.5939464387408394,1.0182061578729948,0.41667369211204,False,2,1,5,1,2,1,4,1
C069,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片166/accepted/samples_test__unknown__unknown__图片166__Series_1__Series_1.csv,图片166/accepted/samples_test__unknown__unknown__图片166__Series_1__Series_1.csv,93d6f6ba502174a268e234a45120d819148a2c692c75e61669248883aebd7ba4,图片166,,,PCE,(%),unknown,,32,0,0,2.7073978503332228,964.762491678819,,13.152514943381044,14.9129739108633,0.1180488196388418,False,2,1,4,3,2,4,4,1
C070,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片168/accepted/samples_test__unknown__unknown__图片168__Series_1__Series_1.csv,图片168/accepted/samples_test__unknown__unknown__图片168__Series_1__Series_1.csv,2eb7a7fca4afa8995445848eac4b2ac46ddb0a81b6a882f051cdb550817e11d7,图片168,,,,,unknown,,31,0,0,-1.1556668929052876,940.1425197327262,,5.77356724428944,11.40460126490096,0.4937510650145839,False,4,3,1,2,1,3,1,5
C071,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,3512b39769d7a58260122e0c72474bfdb2c0a39168e9ae281c4ea8f9cf895674,图片17,Time,(h),Stabilized output power,(Norm.),time_verified,1.0,50,0,0,13.195846694149822,1144.3429396772715,1131.1470929831216,0.972829842612897,1.0592242921721722,0.0815638861360556,False,1,1,3,2,3,4,6,3
C072,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,2bbd262ada85a413b02bc677c0996d0d201ae892e9a89fcf958ba775295a7208,图片17,Time,(h),Stabilized output power,(Norm.),time_verified,1.0,51,0,0,10.887383239082226,1165.11911077288,1154.2317275337978,0.7597235337000181,1.0189068823778438,0.2543739306902748,False,3,2,3,2,4,2,6,2
C073,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片171/accepted/samples_test__unknown__unknown__图片171__Series_1__Series_1.csv,图片171/accepted/samples_test__unknown__unknown__图片171__Series_1__Series_1.csv,3c01d6d01186768b84b85a0aee7877a6e60203834841e1d651cd84721263223b,图片171,,,,,unknown,,25,0,0,0.4276531921309896,75.57322836493739,,0.4697458041933409,1.0014842123194216,0.5309503650532673,False,3,3,3,2,4,2,6,4
C074,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片171/accepted/samples_test__unknown__unknown__图片171__Series_2__Series_2.csv,图片171/accepted/samples_test__unknown__unknown__图片171__Series_2__Series_2.csv,73d82e20a45e35a1faa781e49e3745344d9dd9677c3c8d82fc4dd0b592b590e5,图片171,,,,,unknown,,101,0,0,0.1145466289109649,313.22110984893766,,0.8577711290421025,1.0086698664832876,0.1496017105847439,False,3,1,3,2,4,2,6,2
C075,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_1__Series_1.csv,图片172/accepted/samples_test__unknown__unknown__图片172__Series_1__Series_1.csv,b18181b65f37832f0a3cf511a9f97492f836b78bd020d72aba27fc03c46d3890,图片172,Time (h),(h),PCE (Norm.),(Norm.),time_verified,1.0,42,0,0,1.132740867468499,162.03470509867685,160.90196423120835,0.6823927474173755,0.9733975321245636,0.2989577999771924,False,4,2,2,2,1,3,6,2
C076,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_2__Series_2.csv,图片172/accepted/samples_test__unknown__unknown__图片172__Series_2__Series_2.csv,78e0aace524e87d0361af7410b7a2d9c15a3541f7b15059da45a3bed343fc5b0,图片172,Time (h),(h),PCE (Norm.),(Norm.),time_verified,1.0,43,0,0,2.3100723130627117,167.13647469625175,164.82640238318905,0.8576214349829941,0.9921720343637368,0.1356121667620149,False,3,1,2,2,4,2,6,3
C077,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_3__Series_3.csv,图片172/accepted/samples_test__unknown__unknown__图片172__Series_3__Series_3.csv,47008fd2ee678478b0a53363af3aa0e605ded1f8a2c9fcc993b98b409049441c,图片172,Time (h),(h),PCE (Norm.),(Norm.),time_verified,1.0,66,0,0,1.5251846826665698,256.6136645614115,255.08847987874492,0.923332192820101,1.0046883691898525,0.0809765285083915,False,3,1,3,2,4,2,6,2
C078,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片175/accepted/samples_test__unknown__unknown__图片175__Series_1__Series_1.csv,图片175/accepted/samples_test__unknown__unknown__图片175__Series_1__Series_1.csv,c75589adc6cf69e9e6abc2789d699cce21d20cf035136ca768e651147203e2b7,图片175,,,Normalized PCE,,unknown,,43,0,0,-2.9453016719780862,1177.4330128252627,,0.6366144645079682,0.9999415045241564,0.3633482942475571,False,4,3,1,2,1,3,1,4
C079,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片175/accepted/samples_test__unknown__unknown__图片175__Series_2__Series_2.csv,图片175/accepted/samples_test__unknown__unknown__图片175__Series_2__Series_2.csv,3ed7215da073859a6ff06703e324781aea6368e56d1f0bb30ba79cf5d3e51344,图片175,,,Normalized PCE,,unknown,,15,0,0,-2.9453016719780862,390.5141364937688,,0.0504925414629851,0.9999415045241564,0.949504504778994,False,3,4,2,2,4,2,1,5
C080,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Ctrl__Series_1.csv,图片180/accepted/samples_test__unknown__unknown__图片180__Ctrl__Series_1.csv,26be6164e0415e5a08a194b08e08c1ee99dd1a9fec36d5d012782bbb511baa69,图片180,Time,(h),Normalized PCE,,time_verified,1.0,30,0,0,0.6751644366064369,199.06012913297616,198.3849646963697,0.7108457228836818,1.0031191577097762,0.2913646226171023,False,3,2,2,2,4,2,6,4
C081,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,758b5e73117dcd951d0e18c616d53cbfc826f7dd389c34e66f3975c2c2038b77,图片180,Time,(h),Normalized PCE,,time_verified,1.0,59,0,0,2.043336606926232,398.8132659996657,396.7699293927394,0.9088374045400684,1.0078332453682617,0.0982264092627944,False,3,1,2,2,4,2,6,2
C082,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片181/accepted/samples_test__unknown__unknown__图片181__SnO2-SSSO__Series_2.csv,图片181/accepted/samples_test__unknown__unknown__图片181__SnO2-SSSO__Series_2.csv,c18bc5f5df4291ac98c80572d5106b8aa6b345afc67488e00ad46daee9727f43,图片181,UV Exposure Time,(hours),Normalized PCE,,time_verified,1.0,36,0,0,0.0180913696998974,27.766872132758643,27.748780763058747,0.8126054097631668,1.0031863875530311,0.1899756417695507,False,1,2,3,2,3,4,6,3
C083,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片181/accepted/samples_test__unknown__unknown__图片181__SnO2__Series_1.csv,图片181/accepted/samples_test__unknown__unknown__图片181__SnO2__Series_1.csv,6259f7c22c83ec46dadcd53f0c7bf393f7b2855437a0abf44e8fd3441e090a08,图片181,UV Exposure Time,(hours),Normalized PCE,,time_verified,1.0,36,0,0,-0.0611908610516991,27.687589902007048,27.748780763058747,0.4293258877635507,1.0010688211331438,0.5711324948892305,False,1,2,3,2,3,4,6,5
C084,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_1__Series_1.csv,图片183/accepted/samples_test__unknown__unknown__图片183__Series_1__Series_1.csv,614472b5faafa9629121bad2d1e725ea885bcb7df6d9eb0f8b9ea9ef9062fa0e,图片183,Time,h,Normalized PCE,,time_verified,1.0,34,0,0,-1.4037927799667145,157.05574934240116,158.45954212236788,0.4982859868548663,0.988498759592244,0.4959164267839755,False,3,3,2,2,4,2,6,4
C085,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_2__Series_2.csv,图片183/accepted/samples_test__unknown__unknown__图片183__Series_2__Series_2.csv,cd0b36b16c09e580bc9e86ae35873a0f10c907739a0bbda8333f10a9ed464817,图片183,Time,h,Normalized PCE,,time_verified,1.0,34,0,0,-0.4434319186190265,158.01611020374884,158.45954212236785,0.7634830606308247,1.0005531720366057,0.2369390433526181,False,4,2,2,2,1,3,6,4
C086,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,4a7f768183460df2738eb0e8c190a94025f9edf217b6cb7899d3762149291c8d,图片184,Time,( h),PCE,( %),time_verified,1.0,48,0,0,9.467125631692284,1000.1511254084596,990.6839997767672,0.9351683769252296,1.0086795242871829,0.0728785958195219,False,4,1,2,2,1,3,6,2
C087,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,90bcffb35e6beabb7bf836044f94e1d0424a0db43c1d9bc051ed76969cbde63d,图片184,Time,( h),PCE,( %),time_verified,1.0,37,0,0,5.339275632622417,748.3522754651981,743.0129998325757,0.4156896022340947,0.9792750653424016,0.5755129309978401,False,1,2,3,2,3,4,6,5
C088,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_1__Series_1.csv,图片186/accepted/samples_test__unknown__unknown__图片186__Series_1__Series_1.csv,971a25b52e3f1629192f2a6383f9a4ca5c506aeceb8735e90463beeabc0bb164,图片186,Time,(h),PCE,(Nor.),time_verified,1.0,37,0,0,-0.2246939333197382,70.52990231854831,70.75459625186805,0.8364326585990584,1.0012655939788877,0.1646245874931211,False,3,2,2,2,4,2,6,4
C089,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_2__Series_2.csv,图片186/accepted/samples_test__unknown__unknown__图片186__Series_2__Series_2.csv,f649eb70ae64330e172f0eff5a97132e217561005af5b214d9c3c89ddd3850e0,图片186,Time,(h),PCE,(Nor.),time_verified,1.0,37,0,0,-0.2246939333197382,70.52990231854831,70.75459625186805,0.5246834112502505,1.0012655939788877,0.4759797855779374,False,3,3,3,2,4,2,6,3
C090,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_3__Series_3.csv,图片186/accepted/samples_test__unknown__unknown__图片186__Series_3__Series_3.csv,a1c609e084c74c19bbc9bd08a93d2eb3856c74ea4b4bb70545d51b40097cf356,图片186,Time,(h),PCE,(Nor.),time_verified,1.0,37,0,0,0.758008792400652,71.5126050442687,70.75459625186804,0.8077660611416967,1.0012655939788877,0.1932549505354031,False,3,2,2,2,4,2,6,4
C091,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,b671891f5c824961061d6736e367107dbb4f3b838e17908fd8667ad423d2d312,图片19,Time,(h),Normalized PCE,,time_verified,1.0,31,0,0,13.075490699536488,1001.3316781661648,988.2561874666284,0.9816149687928072,1.00180362596591,0.0201523099436154,False,3,1,2,2,4,2,1,5
C092,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,69ad72ce277fa779a1b69b9450e0906293b53ad39609b36147942b62a81017dd,图片19,Time,(h),Normalized PCE,,time_verified,1.0,31,0,0,-3.395445758240669,984.860741708388,988.2561874666288,0.8421297010513698,0.999968293495628,0.1578435971129602,False,3,2,2,2,4,2,6,4
C093,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,43023e8f94bc408b2cb21ec64770367601d0adbce1e1f3a1746fe39707c300ec,图片190,Time,(h),PCE,(%),time_verified,1.0,26,0,0,-9.840442929851548,702.4925430205868,712.3329859504383,17.205646113178055,18.697217330095683,0.0797750376745497,False,4,1,1,2,1,3,1,5
C094,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Target__Series_2.csv,图片190/accepted/samples_test__unknown__unknown__图片190__Target__Series_2.csv,9688ea0b5eb966cfff4a9dc0764393282361e2d491ca6321b3fe1d2142ca574c,图片190,Time,(h),PCE,(%),time_verified,1.0,6,0,0,-12.689774873653306,129.77682231643433,142.46659719008764,15.403330892735916,19.00796133362019,0.1896379300029725,False,3,2,3,2,4,2,1,5
C095,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片193/accepted/samples_test__unknown__unknown__图片193__Series_1__Series_1.csv,图片193/accepted/samples_test__unknown__unknown__图片193__Series_1__Series_1.csv,17d0c17fae7c8cd2a9b075c726a90226d335f4e3942c13307343a2fd7385f02e,图片193,Time,(hr),PCE,(%),time_verified,1.0,40,0,0,-2.763894833864484,443.4409561379175,446.204850971782,10.25509419331358,15.70206810464778,0.3468953181856285,False,4,3,2,2,1,3,6,2
C096,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片194/accepted/samples_test__unknown__unknown__图片194__Series_1__Series_1.csv,图片194/accepted/samples_test__unknown__unknown__图片194__Series_1__Series_1.csv,fbacd9a5d9d1b7e7435fa0c6952640afb33e0782b117222bb626c375d9f83d05,图片194,Time,(hr),PCE,(%),time_verified,1.0,39,0,0,-0.4524582201495875,100.25153525282084,100.70399347297044,18.82754896103546,19.574365746558748,0.0381527961208439,False,2,1,5,1,2,1,4,1
C097,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片196/accepted/samples_test__unknown__unknown__图片196__Series_1__Series_1.csv,图片196/accepted/samples_test__unknown__unknown__图片196__Series_1__Series_1.csv,0f9e4d52e0973f84e257e93dbc371e27d6f20e681e14444429e05e6cd94c170e,图片196,HF Cycle,,Normalized PCE,(a.u.),cycles,,30,0,0,-0.3540015494049982,33.34128955299012,,0.6680807324431222,1.141364106882775,0.41466467324985,False,1,2,4,2,3,4,6,5
C098,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片196/accepted/samples_test__unknown__unknown__图片196__Series_2__Series_2.csv,图片196/accepted/samples_test__unknown__unknown__图片196__Series_2__Series_2.csv,7cf7f6df4c0441e6fe4959170ecdc455fc87245b1375b2c1e7e6703ec8e5aa4c,图片196,HF Cycle,,Normalized PCE,(a.u.),cycles,,27,0,0,-0.3540015494049982,29.85556978377683,,1.0039592562390047,1.2253337378317457,0.1806646424218008,False,2,1,5,1,2,1,4,1
C099,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,83c42067ef90a71eee899ac70adcd185bbee3488fa818d500f43aa5668962949,图片197,Time,(h),PCE,(%),time_verified,1.0,38,0,0,-6.900447957970613,493.13118991227776,500.03163787024835,21.6202806858646,23.231780977224886,0.0693661968034267,False,2,1,4,1,2,1,4,1
C100,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,f0d8619ed295a27eea49d74c619682f5ec6c665bd4be7a4c3fb7e391afa7cd20,图片197,Time,(h),PCE,(%),time_verified,1.0,39,0,0,-6.900447957970613,506.6455585033655,513.5460064613361,20.558155493831684,22.16965578519197,0.0726894592759836,False,2,1,4,1,2,1,4,1
C101,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片200/accepted/samples_test__unknown__unknown__图片200__Series_1__Series_1.csv,图片200/accepted/samples_test__unknown__unknown__图片200__Series_1__Series_1.csv,f9bd9ad3fe13814e48ced001ea78fc3007d182ac6c6933edf9a5fb02973c7324,图片200,,,,,unknown,,37,0,0,-3.5596083717893237,726.3060662112317,,0.7918564701021664,1.062788298220378,0.254925490402823,False,3,2,3,2,3,4,6,3
C102,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片200/accepted/samples_test__unknown__unknown__图片200__Series_2__Series_2.csv,图片200/accepted/samples_test__unknown__unknown__图片200__Series_2__Series_2.csv,64ad9f00faad7c6ca2ccb1a0ae7532f8a357bca1cf096c06d5665f589009c148,图片200,,,,,unknown,,37,0,0,-3.5596083717893237,726.3060662112317,,0.7422957698366399,1.0132275979548515,0.2673948367228387,False,3,2,3,2,3,4,6,3
C103,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2.csv,图片202/accepted/samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2.csv,d892de862dfd49dd2f3db7373db0866e6f6132ec05e1ad015f7d47e3954a8c23,图片202,Time,(h),PCE,(%),time_verified,1.0,35,0,0,0.1150119331678638,490.42998444213384,490.314972508966,10.64729143125671,18.33935196833391,0.4194292443025733,False,4,3,2,2,1,3,1,4
C104,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,04be64ccf33ff7c6a9bd6f95d22fa95fb7b4f203e4eb297ffcbd36a33c71f813,图片202,Time,(h),PCE,(%),time_verified,1.0,35,0,0,0.1150119331678638,490.42998444213384,490.314972508966,14.9206583962996,18.852156004139054,0.2085436597796177,False,1,1,3,2,3,4,6,5
