variant_id,setting_id,elbow_k,window_hours,cohort,representation,n,seed_ari,silhouette_median,label_blind_rank_sum,target_type_coverage,exact_four,names
w0500_dense_z_level_d1_d2,random_sigma05_lr01,4,500,dense,z_level_d1_d2,774,0.5160320770933451,0.04932019696719673,1244.0,2,False,Bridge-like;Slope-like
w0150_dense_z_level_d1_d2,paper_sigma03_lr01_seq,5,150,dense,z_level_d1_d2,422,0.5151217433202021,0.0548071395687965,,2,False,Hill-like;Slope-like
w0500_detail_z_level_d1_d2,random_sigma12_lr03,4,500,detail,z_level_d1_d2,1102,0.5146875913214369,0.037030413897072754,1236.0,2,False,Bridge-like;Slope-like
w1000_detail_z_level_d1_d2,random_sigma05_lr01,5,1000,detail,z_level_d1_d2,472,0.5141728681531472,0.0551601034931429,1740.0,2,False,Hill-like;Other/mixed;Slope-like
w0750_coverage_z_level_d1,random_sigma05_lr01,5,750,coverage,z_level_d1,770,0.5050085596268665,0.14022686117801209,1388.5,2,False,Hill-like;Other/mixed;Slope-like
w0200_dense_z_level_d1,paper_sigma03_lr01_seq,4,200,dense,z_level_d1,522,0.502905847303614,0.17512108448995026,,2,False,Bridge-like;Slope-like
w1000_detail_z_level_d1,random_sigma05_lr01,5,1000,detail,z_level_d1,472,0.5025822575059049,0.14173222896673013,1511.0,2,False,Hill-like;Other/mixed;Slope-like
w0500_dense_z_level,paper_sigma03_lr01_seq,4,500,dense,z_level,774,0.49918585503455465,0.26369439632624364,908.0,2,False,Bridge-like;Slope-like
w0300_dense_z_level_d1_d2,paper_sigma03_lr01_seq,5,300,dense,z_level_d1_d2,682,0.4985945609915124,0.03320980213264673,,2,False,Hill-like;Slope-like
w0500_dense_z_level_d1_d2,paper_sigma05_lr03_seq,5,500,dense,z_level_d1_d2,774,0.4960556278489787,0.04578212799775844,1594.0,2,False,Bridge-like;Slope-like
w0300_dense_z_level,paper_sigma03_lr01_seq,4,300,dense,z_level,682,0.4899276747759904,0.2991099227602389,997.0,2,False,Bridge-like;Slope-like
w0500_dense_z_level,random_sigma12_lr03,5,500,dense,z_level,774,0.47403578160100474,0.19082411558986004,1130.0,2,False,Bridge-like;Slope-like
w0200_detail_z_level_d1,random_sigma12_lr03,4,200,detail,z_level_d1,1269,0.47036487900935026,0.17984422528066518,,2,False,Bridge-like;Slope-like
w0150_dense_z_level_d1_d2,paper_sigma05_lr01_seq,5,150,dense,z_level_d1_d2,422,0.46463616488484333,0.05380413903000403,,2,False,Hill-like;Slope-like
w0500_detail_z_level_d1_d2,paper_sigma05_lr01_seq,5,500,detail,z_level_d1_d2,1102,0.4631988455743245,0.04205097428210514,1487.5,2,False,Bridge-like;Slope-like
w0500_detail_z_level_d1_d2,paper_sigma03_lr01_seq,7,500,detail,z_level_d1_d2,1102,0.46040894733225324,0.04015581646790849,,2,False,Bridge-like;Other/mixed;Slope-like
w0200_detail_z_level_d1_d2,random_sigma12_lr03,5,200,detail,z_level_d1_d2,1269,0.4602853239661943,0.04362933302198531,,2,False,Bridge-like;Slope-like
w0500_detail_z_level,random_sigma12_lr03,4,500,detail,z_level,1102,0.45784181148988595,0.2472994326645928,910.0,2,False,Bridge-like;Slope-like
w0500_dense_z_level,paper_sigma05_lr01_seq,4,500,dense,z_level,774,0.4551617180930642,0.26819280394818173,915.0,2,False,Bridge-like;Slope-like
w1000_dense_z_level_d1_d2,random_sigma05_lr01,4,1000,dense,z_level_d1_d2,379,0.45472985346507305,0.05119308520503932,1520.5,2,False,Slope-like;Valley-like
w0500_coverage_z_level_d1,random_sigma12_lr03,5,500,coverage,z_level_d1,1198,0.44508917442081114,0.14824839217375493,1225.5,2,False,Bridge-like;Slope-like
w0150_detail_z_level_d1_d2,paper_sigma03_lr01_seq,3,150,detail,z_level_d1_d2,1103,0.4447687564113519,0.08810821051683959,,2,False,Bridge-like;Slope-like
w0300_coverage_z_level_d1_d2,paper_sigma03_lr01_seq,3,300,coverage,z_level_d1_d2,1590,0.4440644477678927,0.08076682632404485,980.0,2,False,Bridge-like;Slope-like
w0150_dense_z_level_d1,paper_sigma03_lr01_seq,4,150,dense,z_level_d1,422,0.44370886363236606,0.17594885320119058,,2,False,Bridge-like;Slope-like
w0750_detail_z_level_d1_d2,random_sigma05_lr01,4,750,detail,z_level_d1_d2,734,0.43947543314195353,0.05559182693142602,1317.0,2,False,Bridge-like;Slope-like
w0300_detail_z_level_d1,random_sigma05_lr01,4,300,detail,z_level_d1,1325,0.4301185363754587,0.17466141589512824,970.5,2,False,Bridge-like;Slope-like
w0500_dense_z_level_d1_d2,paper_sigma03_lr01_seq,5,500,dense,z_level_d1_d2,774,0.42464588323665037,-0.002802432836942344,,2,False,Bridge-like;Slope-like
w0300_coverage_z_level_d1_d2,random_sigma12_lr03,4,300,coverage,z_level_d1_d2,1590,0.4217214978504879,0.04992259589850075,1073.5,2,False,Bridge-like;Slope-like
w0200_dense_z_level_d1_d2,random_sigma12_lr03,5,200,dense,z_level_d1_d2,522,0.419701054158968,0.03819208559774432,,2,False,Hill-like;Slope-like
w0750_coverage_z_level_d1,random_sigma12_lr03,4,750,coverage,z_level_d1,770,0.41459285188516576,0.12349723458595534,1120.5,2,False,Bridge-like;Slope-like
w0500_detail_z_level_d1,random_sigma12_lr03,4,500,detail,z_level_d1,1102,0.4134039389340045,0.12810818631945398,963.0,2,False,Hill-like;Slope-like
w0750_coverage_z_level_d1_d2,paper_sigma03_lr01_seq,3,750,coverage,z_level_d1_d2,770,0.4028315791326785,0.07153273869976585,1393.5,2,False,Bridge-like;Slope-like
w0300_dense_z_level_d1_d2,random_sigma12_lr03,5,300,dense,z_level_d1_d2,682,0.40216426329852056,0.03445103301136401,1538.0,2,False,Bridge-like;Slope-like
w0300_detail_z_level_d1_d2,paper_sigma03_lr01_seq,3,300,detail,z_level_d1_d2,1325,0.3919110523385145,0.08252553621321183,1193.0,2,False,Bridge-like;Slope-like
w0750_detail_z_level_d1_d2,random_sigma12_lr03,4,750,detail,z_level_d1_d2,734,0.3799418280248681,0.04723561830187966,1289.0,2,False,Bridge-like;Slope-like
w1000_detail_z_level_d1,random_sigma12_lr03,4,1000,detail,z_level_d1,472,0.37864844735079917,0.12702401190296483,1256.5,2,False,Bridge-like;Slope-like
w0500_coverage_z_level_d1_d2,random_sigma12_lr03,4,500,coverage,z_level_d1_d2,1198,0.36868163980292473,0.045893518371469454,1255.5,2,False,Hill-like;Slope-like
w1000_dense_z_level_d1_d2,paper_sigma05_lr01_seq,5,1000,dense,z_level_d1_d2,379,0.36860267962310056,0.046639075722721336,1805.0,2,False,Hill-like;Other/mixed;Slope-like
w0500_coverage_z_level_d1_d2,paper_sigma03_lr01_seq,3,500,coverage,z_level_d1_d2,1198,0.35947410045763334,0.07718624606706147,1272.5,2,False,Bridge-like;Slope-like
w0300_detail_z_level_d1_d2,random_sigma12_lr03,5,300,detail,z_level_d1_d2,1325,0.34618017527183875,0.04251261900098841,1384.0,2,False,Bridge-like;Slope-like
w1000_detail_z_level_d1_d2,random_sigma12_lr03,4,1000,detail,z_level_d1_d2,472,0.33553302867272955,0.036691504891939064,1472.5,2,False,Bridge-like;Slope-like
w0200_dense_z_level_d1_d2,paper_sigma03_lr01_seq,4,200,dense,z_level_d1_d2,522,0.3333304344932712,0.028600883875997022,,2,False,Hill-like;Slope-like
w0500_dense_z_level_d1_d2,random_sigma12_lr03,5,500,dense,z_level_d1_d2,774,0.30680083543129005,0.03640423537648988,1496.0,2,False,Hill-like;Slope-like
w0750_dense_z_level_d1_d2,random_sigma12_lr03,5,750,dense,z_level_d1_d2,576,0.2904707237757765,0.0333555113878012,1602.0,2,False,Hill-like;Slope-like
w1000_coverage_z_level_d1_d2,random_sigma12_lr03,5,1000,coverage,z_level_d1_d2,489,0.25242783431081367,0.04686435606735116,1687.5,2,False,Hill-like;Other/mixed;Slope-like
w0300_detail_maxabs_level,paper_sigma05_lr03_seq,3,300,detail,maxabs_level,1325,1.0,0.5797339517193933,374.0,1,False,Slope-like
w0150_coverage_maxabs_level,paper_sigma05_lr03_seq,4,150,coverage,maxabs_level,1857,1.0,0.5769473996491228,,1,False,Slope-like
w0200_coverage_maxabs_level,paper_sigma05_lr03_seq,4,200,coverage,maxabs_level,1770,1.0,0.5745476525439469,,1,False,Slope-like
w0150_coverage_maxabs_level,paper_sigma05_lr01_seq,4,150,coverage,maxabs_level,1857,1.0,0.5647497506809013,,1,False,Slope-like
w0150_detail_maxabs_level,paper_sigma05_lr03_seq,4,150,detail,maxabs_level,1103,1.0,0.5512043042811934,,1,False,Slope-like
w0200_detail_maxabs_level,detail_sigma12_lr05_seq,3,200,detail,maxabs_level,1269,1.0,0.5426326599260531,,1,False,Slope-like
w1000_coverage_maxabs_level,paper_sigma05_lr03_seq,3,1000,coverage,maxabs_level,489,1.0,0.5402038602512143,655.5,1,False,Slope-like
w0200_detail_maxabs_level,paper_sigma05_lr03_seq,4,200,detail,maxabs_level,1269,1.0,0.5344213142382986,,1,False,Slope-like
w1000_dense_maxabs_level,paper_sigma05_lr03_seq,3,1000,dense,maxabs_level,379,1.0,0.5271876298891122,791.0,1,False,Slope-like
w0200_detail_maxabs_level,paper_sigma05_lr01_seq,4,200,detail,maxabs_level,1269,1.0,0.5256399444637349,,1,False,Slope-like
w1000_detail_maxabs_level,paper_sigma05_lr03_seq,4,1000,detail,maxabs_level,472,1.0,0.5241190230359357,734.5,1,False,Slope-like
w0300_detail_maxabs_level,paper_sigma03_lr01_seq,4,300,detail,maxabs_level,1325,1.0,0.5191128979574132,294.5,1,False,Slope-like
w0300_coverage_maxabs_level,paper_sigma05_lr01_seq,4,300,coverage,maxabs_level,1590,1.0,0.5149244532411018,307.5,1,False,Slope-like
w1000_detail_maxabs_level,paper_sigma05_lr01_seq,4,1000,detail,maxabs_level,472,1.0,0.512692981127662,620.5,1,False,Slope-like
w0500_coverage_maxabs_level,paper_sigma05_lr03_seq,4,500,coverage,maxabs_level,1198,1.0,0.5054670678504963,598.5,1,False,Slope-like
w0500_coverage_maxabs_level,paper_sigma05_lr01_seq,4,500,coverage,maxabs_level,1198,1.0,0.5036271757786666,473.5,1,False,Slope-like
w0750_coverage_maxabs_level,paper_sigma05_lr03_seq,4,750,coverage,maxabs_level,770,1.0,0.5016693859254828,751.0,1,False,Slope-like
w0200_coverage_maxabs_level,detail_sigma12_lr05_seq,4,200,coverage,maxabs_level,1770,1.0,0.4992134720827777,,1,False,Slope-like
w0750_coverage_maxabs_level,paper_sigma05_lr01_seq,4,750,coverage,maxabs_level,770,1.0,0.4876687464208553,488.0,1,False,Slope-like
w0200_dense_maxabs_level,paper_sigma03_lr01_seq,4,200,dense,maxabs_level,522,1.0,0.48709937795451724,,1,False,Slope-like
w0200_dense_maxabs_level,paper_sigma05_lr01_seq,4,200,dense,maxabs_level,522,1.0,0.48709937795451724,,1,False,Slope-like
w0200_dense_maxabs_level,paper_sigma05_lr03_seq,4,200,dense,maxabs_level,522,1.0,0.48687183659187355,,1,False,Slope-like
w0750_detail_maxabs_level,paper_sigma03_lr01_seq,4,750,detail,maxabs_level,734,1.0,0.4858996299898248,552.5,1,False,Slope-like
w0750_detail_maxabs_level,paper_sigma05_lr01_seq,4,750,detail,maxabs_level,734,1.0,0.48204797406521954,491.5,1,False,Slope-like
w0500_detail_maxabs_level,paper_sigma05_lr03_seq,4,500,detail,maxabs_level,1102,1.0,0.48007963396366604,524.0,1,False,Slope-like
w0300_dense_maxabs_level,paper_sigma05_lr01_seq,4,300,dense,maxabs_level,682,1.0,0.47847741513612435,472.0,1,False,Slope-like
w0750_dense_maxabs_level,paper_sigma03_lr01_seq,4,750,dense,maxabs_level,576,1.0,0.473428869389759,613.0,1,False,Slope-like
w0750_detail_maxabs_level,paper_sigma05_lr03_seq,5,750,detail,maxabs_level,734,1.0,0.4724680411323324,988.0,1,False,Slope-like
w0150_dense_maxabs_level,paper_sigma05_lr01_seq,4,150,dense,maxabs_level,422,1.0,0.4711531817870209,,1,False,Slope-like
w0150_dense_maxabs_level,paper_sigma05_lr03_seq,4,150,dense,maxabs_level,422,1.0,0.4690475568324878,,1,False,Slope-like
w0750_dense_maxabs_level,paper_sigma05_lr03_seq,5,750,dense,maxabs_level,576,1.0,0.4674442221224802,1058.0,1,False,Slope-like
w0200_dense_maxabs_level,detail_sigma12_lr05_seq,4,200,dense,maxabs_level,522,1.0,0.4670290425689465,,1,False,Slope-like
w0300_dense_maxabs_level,detail_sigma12_lr05_seq,4,300,dense,maxabs_level,682,1.0,0.46402020689496487,461.0,1,False,Slope-like
w0300_dense_maxabs_level,paper_sigma05_lr03_seq,5,300,dense,maxabs_level,682,1.0,0.46294138335504403,841.0,1,False,Slope-like
w0150_coverage_maxabs_level,detail_sigma12_lr05_seq,5,150,coverage,maxabs_level,1857,1.0,0.4627225402306145,,1,False,Slope-like
w0300_coverage_maxabs_level,detail_sigma12_lr05_seq,5,300,coverage,maxabs_level,1590,1.0,0.45468838532002237,400.5,1,False,Slope-like
w0500_dense_maxabs_level,paper_sigma05_lr03_seq,4,500,dense,maxabs_level,774,1.0,0.4525796748780128,470.5,1,False,Slope-like
w0300_detail_maxabs_level,detail_sigma12_lr05_seq,4,300,detail,maxabs_level,1325,1.0,0.44843756730792156,395.5,1,False,Slope-like
w0150_detail_maxabs_level,detail_sigma12_lr05_seq,5,150,detail,maxabs_level,1103,1.0,0.4458165425340567,,1,False,Slope-like
w1000_detail_maxabs_level,detail_sigma12_lr05_seq,4,1000,detail,maxabs_level,472,1.0,0.44052089648868803,546.5,1,False,Slope-like
w0500_detail_maxabs_level,detail_sigma12_lr05_seq,4,500,detail,maxabs_level,1102,1.0,0.4366268735642788,389.0,1,False,Slope-like
w0150_dense_maxabs_level,detail_sigma12_lr05_seq,4,150,dense,maxabs_level,422,1.0,0.4365219468916947,,1,False,Slope-like
w0500_dense_maxabs_level,detail_sigma12_lr05_seq,4,500,dense,maxabs_level,774,1.0,0.42456600923830323,542.0,1,False,Slope-like
w0500_dense_maxabs_level,paper_sigma05_lr01_seq,5,500,dense,maxabs_level,774,1.0,0.42317445484258676,817.5,1,False,Slope-like
w1000_dense_maxabs_level,detail_sigma12_lr05_seq,4,1000,dense,maxabs_level,379,1.0,0.40874476791704784,588.0,1,False,Slope-like
w0500_coverage_maxabs_level,detail_sigma12_lr05_seq,4,500,coverage,maxabs_level,1198,1.0,0.4065746487236603,450.5,1,False,Slope-like
w0750_detail_maxabs_level,detail_sigma12_lr05_seq,5,750,detail,maxabs_level,734,1.0,0.406551849100942,723.0,1,False,Slope-like
w1000_coverage_maxabs_level,detail_sigma12_lr05_seq,4,1000,coverage,maxabs_level,489,1.0,0.4063417460880176,575.5,1,False,Slope-like
w0750_coverage_maxabs_level,detail_sigma12_lr05_seq,5,750,coverage,maxabs_level,770,1.0,0.4059688034073763,639.5,1,False,Slope-like
w0750_dense_maxabs_level,detail_sigma12_lr05_seq,5,750,dense,maxabs_level,576,1.0,0.3918328212130214,574.0,1,False,Slope-like
w0300_coverage_z_level,paper_sigma05_lr01_seq,4,300,coverage,z_level,1590,1.0,0.35181735455163915,612.5,1,False,Other/mixed;Slope-like
w1000_detail_z_level,paper_sigma05_lr03_seq,3,1000,detail,z_level,472,1.0,0.32624750351902004,1037.0,1,False,Other/mixed;Slope-like
w1000_coverage_z_level,paper_sigma05_lr03_seq,3,1000,coverage,z_level,489,1.0,0.31974006772098196,897.5,1,False,Other/mixed;Slope-like
w0750_coverage_z_level,paper_sigma05_lr03_seq,3,750,coverage,z_level,770,1.0,0.3175591223648898,863.5,1,False,Other/mixed;Slope-like
w0150_detail_z_level,paper_sigma05_lr03_seq,5,150,detail,z_level,1103,1.0,0.3168456897023219,,1,False,Other/mixed;Slope-like
w0200_dense_z_level,paper_sigma03_lr01_seq,4,200,dense,z_level,522,1.0,0.3099405925674009,,1,False,Other/mixed;Slope-like
w1000_dense_z_level,paper_sigma05_lr03_seq,3,1000,dense,z_level,379,1.0,0.30901373813387184,987.0,1,False,Other/mixed;Slope-like
w0750_detail_z_level,detail_sigma12_lr05_seq,3,750,detail,z_level,734,1.0,0.3037845173391035,765.5,1,False,Other/mixed;Slope-like
w0750_coverage_z_level,detail_sigma12_lr05_seq,3,750,coverage,z_level,770,1.0,0.30092168479073983,840.0,1,False,Other/mixed;Slope-like
w0150_dense_z_level,paper_sigma05_lr01_seq,4,150,dense,z_level,422,1.0,0.29902155803351754,,1,False,Other/mixed;Slope-like
w0500_detail_z_level,paper_sigma05_lr01_seq,4,500,detail,z_level,1102,1.0,0.29413118744726857,645.5,1,False,Other/mixed;Slope-like
w0500_detail_z_level,paper_sigma05_lr03_seq,4,500,detail,z_level,1102,1.0,0.293838928484744,664.5,1,False,Other/mixed;Slope-like
w0150_dense_z_level,paper_sigma05_lr03_seq,5,150,dense,z_level,422,1.0,0.2862438399450883,,1,False,Other/mixed;Slope-like
w1000_detail_z_level,paper_sigma03_lr01_seq,4,1000,detail,z_level,472,1.0,0.26701481488781076,957.5,1,False,Other/mixed;Slope-like
w0750_coverage_z_level,paper_sigma05_lr01_seq,4,750,coverage,z_level,770,1.0,0.26647068192879436,773.5,1,False,Other/mixed;Slope-like
w1000_dense_z_level,paper_sigma05_lr01_seq,4,1000,dense,z_level,379,1.0,0.26250130295035967,1016.5,1,False,Other/mixed;Slope-like
w0750_detail_z_level,paper_sigma03_lr01_seq,4,750,detail,z_level,734,1.0,0.2594604774089541,754.5,1,False,Other/mixed;Slope-like
w0750_detail_z_level,paper_sigma05_lr01_seq,4,750,detail,z_level,734,1.0,0.2594604774089541,756.5,1,False,Other/mixed;Slope-like
w0150_coverage_z_level_d1,paper_sigma05_lr01_seq,4,150,coverage,z_level_d1,1857,1.0,0.25915598626876246,,1,False,Other/mixed;Slope-like
w0750_dense_z_level,paper_sigma05_lr03_seq,4,750,dense,z_level,576,1.0,0.24421745187197327,978.0,1,False,Other/mixed;Slope-like
w0300_coverage_z_level,detail_sigma12_lr05_seq,5,300,coverage,z_level,1590,1.0,0.23828048505668079,705.5,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1,paper_sigma05_lr03_seq,4,150,detail,z_level_d1,1103,1.0,0.2379836131534236,,1,False,Other/mixed;Slope-like
w0750_detail_z_level,paper_sigma05_lr03_seq,4,750,detail,z_level,734,1.0,0.22683352804118279,793.0,1,False,Other/mixed;Slope-like
w1000_coverage_z_level_d1,detail_sigma12_lr05_seq,3,1000,coverage,z_level_d1,489,1.0,0.1774397223586015,929.0,1,False,Other/mixed;Slope-like
w0750_detail_z_level_d1,paper_sigma05_lr03_seq,4,750,detail,z_level_d1,734,1.0,0.1768872202820666,941.0,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1,paper_sigma03_lr01_seq,3,1000,dense,z_level_d1,379,1.0,0.17296653223634387,1224.5,1,False,Other/mixed;Slope-like
w1000_dense_z_level,detail_sigma12_lr05_seq,5,1000,dense,z_level,379,1.0,0.17200915520119003,1139.5,1,False,Slope-like
w0750_dense_z_level,detail_sigma12_lr05_seq,5,750,dense,z_level,576,1.0,0.17060814743375832,1122.0,1,False,Other/mixed;Slope-like
w0150_coverage_z_level_d1,detail_sigma12_lr05_seq,5,150,coverage,z_level_d1,1857,1.0,0.15715109618328152,,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1,paper_sigma05_lr03_seq,4,1000,dense,z_level_d1,379,1.0,0.13472975545472934,1002.5,1,False,Other/mixed;Slope-like
w0500_detail_z_level_d1,detail_sigma12_lr05_seq,5,500,detail,z_level_d1,1102,1.0,0.11765084387316563,1162.5,1,False,Other/mixed;Slope-like
w0750_coverage_z_level_d1,detail_sigma12_lr05_seq,5,750,coverage,z_level_d1,770,1.0,0.10996115400213989,1091.5,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1,detail_sigma12_lr05_seq,5,1000,dense,z_level_d1,379,1.0,0.09860023330789368,1376.5,1,False,Other/mixed;Slope-like
w0750_detail_z_level_d1,detail_sigma12_lr05_seq,7,750,detail,z_level_d1,734,1.0,0.0876862997453662,1372.0,1,False,Other/mixed;Slope-like
w0200_detail_z_level_d1_d2,detail_sigma12_lr05_seq,3,200,detail,z_level_d1_d2,1269,1.0,0.08198686498238913,,1,False,Other/mixed;Slope-like
w0300_coverage_z_level_d1_d2,paper_sigma05_lr03_seq,3,300,coverage,z_level_d1_d2,1590,1.0,0.08059538513050271,998.5,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1_d2,paper_sigma05_lr03_seq,4,150,detail,z_level_d1_d2,1103,1.0,0.07891479279915659,,1,False,Other/mixed;Slope-like
w0200_coverage_z_level_d1_d2,paper_sigma05_lr03_seq,4,200,coverage,z_level_d1_d2,1770,1.0,0.07537111493982854,,1,False,Other/mixed;Slope-like
w0500_dense_z_level_d1,detail_sigma12_lr05_seq,4,500,dense,z_level_d1,774,1.0,0.07361362755304524,936.0,1,False,Slope-like
w1000_coverage_z_level_d1_d2,paper_sigma03_lr01_seq,3,1000,coverage,z_level_d1_d2,489,1.0,0.07283277739939041,1097.0,1,False,Other/mixed;Slope-like
w0150_coverage_z_level_d1_d2,paper_sigma05_lr03_seq,4,150,coverage,z_level_d1_d2,1857,1.0,0.07207185894327191,,1,False,Other/mixed;Slope-like
w0200_coverage_z_level_d1_d2,paper_sigma05_lr01_seq,4,200,coverage,z_level_d1_d2,1770,1.0,0.07000792754029067,,1,False,Other/mixed;Slope-like
w0750_coverage_z_level_d1_d2,paper_sigma05_lr03_seq,3,750,coverage,z_level_d1_d2,770,1.0,0.06949652953296652,1145.5,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1_d2,paper_sigma05_lr03_seq,3,1000,dense,z_level_d1_d2,379,1.0,0.06571719839825065,1471.5,1,False,Other/mixed;Slope-like
w0500_dense_z_level_d1_d2,detail_sigma12_lr05_seq,3,500,dense,z_level_d1_d2,774,1.0,0.05887477327954584,1163.0,1,False,Slope-like
w0200_dense_z_level_d1_d2,detail_sigma12_lr05_seq,4,200,dense,z_level_d1_d2,522,1.0,0.05205739960190713,,1,False,Slope-like
w0750_detail_z_level_d1_d2,paper_sigma05_lr03_seq,5,750,detail,z_level_d1_d2,734,1.0,0.04861121749683545,1419.0,1,False,Other/mixed;Slope-like
w0200_coverage_z_level_d1_d2,detail_sigma12_lr05_seq,5,200,coverage,z_level_d1_d2,1770,1.0,0.04761175135110568,,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1_d2,detail_sigma12_lr05_seq,5,150,detail,z_level_d1_d2,1103,1.0,0.04012565148014366,,1,False,Other/mixed;Slope-like
w0150_coverage_z_level_d1_d2,detail_sigma12_lr05_seq,5,150,coverage,z_level_d1_d2,1857,1.0,0.036971938804801936,,1,False,Other/mixed;Slope-like
w0750_dense_z_level_d1_d2,detail_sigma12_lr05_seq,6,750,dense,z_level_d1_d2,576,1.0,0.026162244791563243,1316.5,1,False,Other/mixed;Slope-like
w0300_coverage_maxabs_level,paper_sigma05_lr03_seq,5,300,coverage,maxabs_level,1590,0.9995637721574946,0.4872980326997242,755.5,1,False,Slope-like
w0500_detail_maxabs_level,paper_sigma05_lr01_seq,5,500,detail,maxabs_level,1102,0.9995584865149373,0.4444710687028293,775.5,1,False,Slope-like
w0300_detail_maxabs_level,paper_sigma05_lr01_seq,4,300,detail,maxabs_level,1325,0.9995569207478034,0.5170819355890992,347.0,1,False,Slope-like
w0500_coverage_z_level,paper_sigma03_lr01_seq,4,500,coverage,z_level,1198,0.9995108172288498,0.3366963602852879,703.0,1,False,Other/mixed;Slope-like
w0500_dense_maxabs_level,paper_sigma03_lr01_seq,4,500,dense,maxabs_level,774,0.9982651180305457,0.4592383156658735,655.5,1,False,Slope-like
w0150_detail_z_level,paper_sigma03_lr01_seq,4,150,detail,z_level,1103,0.9982613348542624,0.39536980949027817,,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1_d2,paper_sigma05_lr01_seq,4,150,detail,z_level_d1_d2,1103,0.9974773724273808,0.06761419757706612,,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1,paper_sigma05_lr01_seq,4,1000,dense,z_level_d1,379,0.9970912119456319,0.12593095399992818,1255.5,1,False,Other/mixed;Slope-like
w0750_coverage_z_level_d1,paper_sigma03_lr01_seq,3,750,coverage,z_level_d1,770,0.996700665424506,0.19104343176380165,965.5,1,False,Other/mixed;Slope-like
w1000_coverage_z_level,paper_sigma05_lr01_seq,3,1000,coverage,z_level,489,0.9963769038114337,0.3186821808837062,1096.5,1,False,Other/mixed;Slope-like
w1000_detail_maxabs_level,paper_sigma03_lr01_seq,4,1000,detail,maxabs_level,472,0.9963579114570855,0.5232614347292738,747.0,1,False,Slope-like
w0200_coverage_maxabs_level,paper_sigma05_lr01_seq,5,200,coverage,maxabs_level,1770,0.9944200734107979,0.477310500581043,,1,False,Slope-like
w1000_coverage_maxabs_level,paper_sigma05_lr01_seq,4,1000,coverage,maxabs_level,489,0.9928972101310464,0.5136961124311561,759.5,1,False,Slope-like
w0200_coverage_maxabs_level,paper_sigma03_lr01_seq,4,200,coverage,maxabs_level,1770,0.9913016580927901,0.5655969352193211,,1,False,Slope-like
w1000_detail_z_level,paper_sigma05_lr01_seq,4,1000,detail,z_level,472,0.9834422574947975,0.2641031301693964,1044.0,1,False,Other/mixed;Slope-like
w1000_dense_maxabs_level,random_sigma05_lr01,4,1000,dense,maxabs_level,379,0.9792908899669431,0.5078219591221476,884.5,1,False,Slope-like
w0750_coverage_maxabs_level,paper_sigma03_lr01_seq,4,750,coverage,maxabs_level,770,0.9764846622485376,0.4919518504120274,635.5,1,False,Slope-like
w0300_dense_maxabs_level,paper_sigma03_lr01_seq,4,300,dense,maxabs_level,682,0.9696608206215949,0.4890139554817755,556.0,1,False,Slope-like
w0750_dense_z_level,paper_sigma05_lr01_seq,4,750,dense,z_level,576,0.9686148862386751,0.2530103927180493,1103.0,1,False,Other/mixed;Slope-like
w0200_coverage_maxabs_level,random_sigma05_lr01,4,200,coverage,maxabs_level,1770,0.9682513686903649,0.522244701097384,,1,False,Slope-like
w0200_dense_maxabs_level,random_sigma05_lr01,4,200,dense,maxabs_level,522,0.9632846735468862,0.48414962102648473,,1,False,Slope-like
w0150_coverage_maxabs_level,random_sigma05_lr01,4,150,coverage,maxabs_level,1857,0.9628090447234777,0.5676900439256393,,1,False,Slope-like
w0500_detail_maxabs_level,paper_sigma03_lr01_seq,5,500,detail,maxabs_level,1102,0.9615463450158862,0.44446516176249395,839.5,1,False,Slope-like
w0750_dense_maxabs_level,paper_sigma05_lr01_seq,4,750,dense,maxabs_level,576,0.9570241459388379,0.4697703346515584,671.0,1,False,Slope-like
w0500_coverage_maxabs_level,paper_sigma03_lr01_seq,5,500,coverage,maxabs_level,1198,0.9549411562274374,0.4579977205958107,782.0,1,False,Slope-like
w1000_dense_z_level,paper_sigma03_lr01_seq,4,1000,dense,z_level,379,0.9535204298386827,0.2646709393838553,1074.0,1,False,Other/mixed;Slope-like
w0750_dense_z_level,paper_sigma03_lr01_seq,4,750,dense,z_level,576,0.949033873965749,0.2565589493127372,1141.5,1,False,Other/mixed;Slope-like
w0150_detail_maxabs_level,random_sigma05_lr01,4,150,detail,maxabs_level,1103,0.9410177996599915,0.5305608099696615,,1,False,Slope-like
w0500_detail_maxabs_level,random_sigma05_lr01,5,500,detail,maxabs_level,1102,0.9389631169035124,0.447703938556338,818.0,1,False,Slope-like
w0750_coverage_maxabs_level,random_sigma05_lr01,4,750,coverage,maxabs_level,770,0.9387045649281364,0.48690784560835776,530.5,1,False,Slope-like
w0150_coverage_maxabs_level,paper_sigma03_lr01_seq,4,150,coverage,maxabs_level,1857,0.9385426130221668,0.5761899894528226,,1,False,Slope-like
