,c0,c1,c2,c3,c4,c5,c6,c7,c8
c0,0.0,4.558399800852674,12.772552162291415,1.5345632991614153,2.0609427531445554,19.444682491587834,2.7324156306441956,5.324762913271196,7.946336573366658
c1,4.558399800852674,0.0,8.226250845168638,6.088295479275307,2.5018053374542206,14.971312087085646,7.282193287970539,7.365592484794552,3.4021905313372964
c2,12.772552162291415,8.226250845168638,0.0,14.292560900373225,10.712205304721829,6.904281501255204,15.477284108590363,14.12178498455095,4.828633844464757
c3,1.5345632991614153,6.088295479275307,14.292560900373225,0.0,3.5874510565868856,20.932025761236744,1.1994000362318407,5.273117555156724,9.468401715964353
c4,2.0609427531445554,2.5018053374542206,10.712205304721829,3.5874510565868856,0.0,17.401847663839508,4.7812306085069665,5.85208010459966,5.886230262336819
c5,19.444682491587834,14.971312087085646,6.904281501255204,20.932025761236744,17.401847663839508,0.0,22.0913531781024,19.978021680582483,11.594596560427862
c6,2.7324156306441956,7.282193287970539,15.477284108590363,1.1994000362318407,4.7812306085069665,22.0913531781024,0.0,5.48309265916844,10.655573106631238
c7,5.324762913271196,7.365592484794552,14.12178498455095,5.273117555156724,5.85208010459966,19.978021680582483,5.48309265916844,0.0,9.830361533329716
c8,7.946336573366658,3.4021905313372964,4.828633844464757,9.468401715964353,5.886230262336819,11.594596560427862,10.655573106631238,9.830361533329716,0.0
