candidate_id,mean_pairwise_ari_5_seeds,min_pairwise_ari_5_seeds
1,0.8261354180155951,0.7102256966926587
3,1.0,1.0
4,1.0,1.0
2,1.0,1.0
25,0.7779816995597034,0.6299694992661723
28,0.7779816995597034,0.6299694992661723
27,0.7779816995597034,0.6299694992661723
26,0.7779816995597034,0.6299694992661723
