cluster,n,medoid_row,posthoc_ifo_name,start,end,peak,peak_time_h,trough,trough_time_h,range,rise,post_peak_drop,post_trough_recovery,peak_width_fraction,early_slope,late_slope,curve_id,source_file
0,642,1373,Slope-like,1.0,0.7104364192488081,1.0,0.0,0.7104364192488081,300.0,0.28956358075119193,0.0,0.28956358075119193,0.0,0.0,-0.000742219904301906,-0.0012656315794658283,C6869baaa1c,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1039_c8ta03953d/Fig6_C_stability_performance_curve_pce/accepted/10.1039_c8ta03953d__Fig6__C__stability_performance_curve_pce__Cl-0_%__Series_2.csv
1,104,728,Bridge-like,0.9411498545509839,0.9575031893586277,1.0,76.19047619047619,0.9411498545509839,0.0,0.05885014544901612,0.05885014544901612,0.04249681064137234,0.05885014544901612,0.640625,0.00038365827044101305,-0.00032893923083370506,Ccb24836675,/Users/shunhao/Desktop/ML/lab/data_all/x_time_h/10.1002_slct.202102172/Fig8_whole_stability/accepted/10.1002_slct.202102172__Fig8__whole__stability__4%__Series_2.csv
2,696,311,Slope-like,1.0,0.6765664189712316,1.0,0.0,0.6765664189712316,300.0,0.3234335810287684,0.0,0.3234335810287684,0.0,0.0,-0.001693193100419681,-0.0005641195484604129,Cbe5e22fcda,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1016_j.solmat.2019.110284/Fig3_A_chart/accepted/10.1016_j.solmat.2019.110284__Fig3__A__chart__illumination__Series_2.csv
3,148,21,Hill-like,0.9845170735540976,0.9128289587273634,1.0,52.38095238095238,0.9128289587273634,300.0,0.08717104127263664,0.015482926445902434,0.08717104127263664,0.0,0.109375,-0.00020999763598606743,-0.00025347642287248907,C462f621085,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/accepted/10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce__FASnl-based_perovskite_with_HTL__Series_1.csv
