variant_id,setting_id,elbow_k,sigma,learning_rate,random_order,n,silhouette_median,seed_ari_from_search,posthoc_target_type_coverage,posthoc_exact_four,posthoc_names,bridge_count,hill_count,slope_count,valley_count,other_count,primary_som_rank_sum
w0300_coverage_z_level_d1,sigma0.3_lr0.3_random,3,0.3,0.3,True,1590,0.2225419237909794,0.8347988677148835,1,False,Other/mixed;Slope-like,0,0,2,0,1,725.0
w0300_coverage_z_level_d1,sigma0.5_lr0.3_random,3,0.5,0.3,True,1590,0.2225419237909794,0.8347988677148835,1,False,Other/mixed;Slope-like,0,0,2,0,1,729.0
w0300_coverage_maxabs_level,sigma0.2_lr0.03_random,4,0.2,0.03,True,1590,0.5006793113342239,0.8345705120703487,1,False,Slope-like,0,0,4,0,0,360.5
w0300_coverage_maxabs_level,sigma0.8_lr0.3_random,4,0.8,0.3,True,1590,0.5229259130517988,0.8272708994285457,1,False,Slope-like,0,0,4,0,0,436.5
w0300_coverage_z_level,sigma0.8_lr0.1_random,4,0.8,0.1,True,1590,0.3325959228020573,0.8132564613649652,1,False,Other/mixed;Slope-like,0,0,3,0,1,637.0
w0300_coverage_maxabs_level,sigma0.2_lr0.03_sequential,4,0.2,0.03,False,1590,0.4969259401427295,0.8065392376549712,1,False,Slope-like,0,0,4,0,0,370.5
w0300_coverage_maxabs_level,sigma0.3_lr0.03_sequential,4,0.3,0.03,False,1590,0.4969259401427295,0.8065392376549712,1,False,Slope-like,0,0,4,0,0,370.5
w0300_coverage_maxabs_level,sigma2_lr0.1_random,5,2.0,0.1,True,1590,0.4183691212164165,0.797891872785566,1,False,Slope-like,0,0,5,0,0,437.0
w0300_coverage_z_level,sigma0.3_lr0.1_random,4,0.3,0.1,True,1590,0.3629495649878192,0.793126095533653,1,False,Other/mixed;Slope-like,0,0,2,0,2,647.5
w0300_coverage_z_level,sigma0.2_lr0.1_random,4,0.2,0.1,True,1590,0.3629495649878192,0.793126095533653,1,False,Other/mixed;Slope-like,0,0,2,0,2,652.5
w0300_coverage_maxabs_level,sigma1.2_lr0.3_random,4,1.2,0.3,True,1590,0.4719579973795257,0.7873809860151971,1,False,Slope-like,0,0,4,0,0,422.5
w0300_coverage_maxabs_level,sigma2_lr0.3_random,5,2.0,0.3,True,1590,0.4222130701732622,0.7863516616908495,1,False,Slope-like,0,0,5,0,0,453.5
w0300_coverage_maxabs_level,sigma1.2_lr0.5_random,4,1.2,0.5,True,1590,0.4760379044245889,0.7709601169701777,1,False,Slope-like,0,0,4,0,0,423.0
w0300_coverage_maxabs_level,sigma2_lr0.5_random,5,2.0,0.5,True,1590,0.4108568056644796,0.7562549628568505,1,False,Slope-like,0,0,5,0,0,446.0
w0300_coverage_maxabs_level,sigma1.2_lr0.03_sequential,5,1.2,0.03,False,1590,0.4239396759505912,0.7513955276712764,1,False,Slope-like,0,0,5,0,0,461.5
w0300_coverage_maxabs_level,sigma0.5_lr0.3_random,5,0.5,0.3,True,1590,0.4883492554971378,0.7469344848642416,1,False,Slope-like,0,0,5,0,0,708.5
w0300_coverage_maxabs_level,sigma1.2_lr0.03_random,5,1.2,0.03,True,1590,0.4240120664429814,0.6951816007245054,1,False,Slope-like,0,0,5,0,0,457.5
w0300_coverage_z_level_d1,sigma0.3_lr0.03_random,4,0.3,0.03,True,1590,0.1849955351084095,0.6885207258810578,1,False,Other/mixed;Slope-like,0,0,3,0,1,696.5
w0300_coverage_z_level_d1,sigma0.2_lr0.03_random,4,0.2,0.03,True,1590,0.1849955351084095,0.6776438919774819,1,False,Other/mixed;Slope-like,0,0,3,0,1,696.5
w0300_coverage_z_level,sigma1.2_lr0.3_random,5,1.2,0.3,True,1590,0.2703740396930449,0.6500362834712526,1,False,Other/mixed;Slope-like,0,0,3,0,2,820.0
w0300_coverage_maxabs_level,sigma0.8_lr0.5_random,4,0.8,0.5,True,1590,0.5223163859845976,0.6480833880049116,1,False,Slope-like,0,0,4,0,0,490.5
w0300_coverage_maxabs_level,sigma0.3_lr0.5_random,4,0.3,0.5,True,1590,0.5407610591537257,0.6372648048790749,1,False,Slope-like,0,0,4,0,0,525.0
w0300_coverage_maxabs_level,sigma0.2_lr0.5_random,4,0.2,0.5,True,1590,0.5407610591537257,0.6372648048790749,1,False,Slope-like,0,0,4,0,0,526.0
w0300_coverage_maxabs_level,sigma0.5_lr0.5_random,5,0.5,0.5,True,1590,0.4910077324335472,0.5826866313898319,1,False,Slope-like,0,0,5,0,0,679.0
w0300_coverage_maxabs_level,sigma0.2_lr0.3_random,5,0.2,0.3,True,1590,0.4883492554971378,0.579666111391844,1,False,Slope-like,0,0,5,0,0,716.0
w0300_coverage_maxabs_level,sigma0.3_lr0.3_random,5,0.3,0.3,True,1590,0.4883492554971378,0.579666111391844,1,False,Slope-like,0,0,5,0,0,758.0
w0300_coverage_z_level_d1,sigma0.2_lr0.03_sequential,4,0.2,0.03,False,1590,0.1770189759287561,0.5426766222746188,1,False,Other/mixed;Slope-like,0,0,3,0,1,710.0
w0300_coverage_z_level_d1,sigma0.3_lr0.03_sequential,4,0.3,0.03,False,1590,0.1770189759287561,0.5426766222746188,1,False,Other/mixed;Slope-like,0,0,3,0,1,710.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.3_sequential,4,0.2,0.3,False,1590,0.0539889538872454,0.529785890877807,1,False,Other/mixed;Slope-like,0,0,3,0,1,930.5
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.3_random,4,0.8,0.3,True,1590,0.059601149451485,0.513594276289623,1,False,Other/mixed;Slope-like,0,0,3,0,1,888.0
w0300_coverage_z_level,sigma0.5_lr0.03_sequential,4,0.5,0.03,False,1590,0.3200211790159217,0.4951281342334379,1,False,Other/mixed;Slope-like,0,0,3,0,1,627.5
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.5_random,4,0.3,0.5,True,1590,0.0548878108955575,0.4455596736054317,1,False,Other/mixed;Slope-like,0,0,3,0,1,816.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.5_random,4,0.2,0.5,True,1590,0.0548878108955575,0.4455596736054317,1,False,Other/mixed;Slope-like,0,0,3,0,1,820.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.5_random,4,0.5,0.5,True,1590,0.0548878108955575,0.4455596736054317,1,False,Other/mixed;Slope-like,0,0,3,0,1,824.5
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.3_random,4,0.3,0.3,True,1590,0.0560289726666173,0.4415359251884396,1,False,Other/mixed;Slope-like,0,0,3,0,1,804.5
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.03_sequential,6,0.2,0.03,False,1590,-0.0011208693816143,0.4066982986887411,1,False,Other/mixed;Slope-like,0,0,5,0,1,
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.3_random,4,0.2,0.3,True,1590,0.0580854060687853,0.3902017877580743,1,False,Other/mixed;Slope-like,0,0,3,0,1,789.5
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.3_random,4,0.5,0.3,True,1590,0.0580854060687853,0.3902017877580743,1,False,Other/mixed;Slope-like,0,0,3,0,1,905.5
w0300_coverage_z_level,sigma0.5_lr0.3_random,3,0.5,0.3,True,1590,0.3454075209127411,0.3755753693863775,1,False,Other/mixed;Slope-like,0,0,2,0,1,827.0
w0300_coverage_z_level,sigma0.3_lr0.3_random,3,0.3,0.3,True,1590,0.3454075209127411,0.3755753693863775,1,False,Other/mixed;Slope-like,0,0,2,0,1,865.5
w0300_coverage_z_level,sigma0.2_lr0.3_random,3,0.2,0.3,True,1590,0.3454075209127411,0.3755753693863775,1,False,Other/mixed;Slope-like,0,0,2,0,1,866.5
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.5_random,4,0.8,0.5,True,1590,0.0507802786213349,0.3576351976285556,1,False,Other/mixed;Slope-like,0,0,3,0,1,827.0
w0300_coverage_z_level,sigma0.8_lr0.5_random,3,0.8,0.5,True,1590,0.3513795364662321,0.2632086743544597,1,False,Other/mixed;Slope-like,0,0,2,0,1,867.5
w0300_coverage_z_level,sigma0.5_lr0.5_random,3,0.5,0.5,True,1590,0.351687315357541,0.2626895344345272,1,False,Other/mixed;Slope-like,0,0,2,0,1,835.0
w0300_coverage_z_level,sigma0.3_lr0.5_random,3,0.3,0.5,True,1590,0.351687315357541,0.262194556573499,1,False,Other/mixed;Slope-like,0,0,2,0,1,810.0
w0300_coverage_z_level,sigma0.2_lr0.5_random,3,0.2,0.5,True,1590,0.351687315357541,0.262194556573499,1,False,Other/mixed;Slope-like,0,0,2,0,1,841.0
