seed_a,seed_b,ARI,NMI
7,21,0.9981766129759131,0.9938539803897831
7,42,0.9981766129759131,0.9938539803897831
7,84,0.9993769167097659,0.9960516481195393
7,168,0.9981766129759131,0.9938539803897831
21,42,1.0,1.0000000000000002
21,84,0.9975659471935953,0.9899227991900211
21,168,1.0,1.0
42,84,0.9975659471935953,0.9899227991900211
42,168,1.0,1.0
84,168,0.9975659471935953,0.9899227991900211
