time_hours,node_0_member_mean,node_0_som_weight,node_1_member_mean,node_1_som_weight,node_2_member_mean,node_2_som_weight,node_3_member_mean,node_3_som_weight,node_4_member_mean,node_4_som_weight,node_5_member_mean,node_5_som_weight,node_6_member_mean,node_6_som_weight,node_7_member_mean,node_7_som_weight
0.16666666666666666,0.9994114660746359,0.9994809079354987,1.0000760712636778,1.000085747430681,0.983829122335989,0.9839351049688037,0.954002481399249,0.9548870343009662,1.0006310344018405,1.000636473139653,0.9979080775196861,0.9977036966284555,0.9998977963947058,0.9998894581494702,0.9965702100137049,0.9964262614772287
0.3333333333333333,0.9987082582137825,0.9987691646261886,0.9997608783418838,0.9997707079954924,0.9838019395890789,0.9839053525330755,0.95418392778328,0.9550582966139024,0.999042856025671,0.9990338498939466,0.9972570151756028,0.9970609523172514,0.9998181099949593,0.9998128342264054,0.9965766573537392,0.9964336252692911
0.5,0.9980041546000061,0.9980565211720953,0.9994443517042427,0.9994541647915328,0.9837747711799542,0.9838755749640263,0.9543650688255756,0.9552293048395876,0.9974644311498564,0.9974410721361524,0.9966067960148798,0.996418840124081,0.9997379499258109,0.9997356774607198,0.9965830506002143,0.9964409442978179
0.6666666666666666,0.997299155233307,0.997342977573219,0.9991264913507552,0.9991361178188007,0.9837476171086151,0.9838457722616595,0.9545459045261359,0.9554000589780225,0.9958957597743968,0.9958581398662694,0.9959574200375169,0.9957773600489445,0.9996573161872594,0.9996579878524127,0.9965893897531305,0.9964482185628103
0.8333333333333334,0.9965932601136851,0.9966285338295592,0.9988072972814208,0.9988165670772958,0.9837204773750611,0.9838159444259716,0.9547264348849607,0.9555705590292056,0.9943368418992922,0.9942850530842988,0.9953088872435142,0.9951365120918404,0.9995762087793054,0.9995797654014852,0.996595674812488,0.9964554480642667
1.0,0.9958864692411404,0.9959131899411166,0.9984867694962397,0.99849551256702,0.9836933519792926,0.9837860914569655,0.9549066599020501,0.9557408049931385,0.9927876775245423,0.9927218117902394,0.9946611976328715,0.9944962962527715,0.999494627701949,0.9995010101079356,0.9966019057782854,0.9964626328021876
1.1666666666666667,0.9951787826156727,0.9951969459078908,0.9981649079952117,0.9981729542879714,0.9836662409213097,0.9837562133546393,0.9550865795774042,0.9559107968698198,0.9912482666501473,0.9911684159840919,0.994014351205589,0.9938567125317349,0.9994125729551901,0.9994217219717654,0.9966080826505243,0.9964697727765734
1.3333333333333333,0.9944702002372824,0.9944798017298817,0.9978417127783371,0.9978488922401506,0.9836391442011121,0.9837263101189935,0.9552661939110231,0.9560805346592511,0.9897186092761077,0.9896248656658572,0.9933683479616667,0.9932177609287316,0.9993300445390287,0.999341900992974,0.9966142054292039,0.9964768679874239
1.5,0.9937607221059691,0.9937617574070902,0.9975171838456159,0.9975233264235576,0.9836120618187003,0.9836963817500285,0.9554455029029063,0.9562500183614315,0.9881987054024227,0.9880911608355334,0.9927231879011047,0.992579441443762,0.9992470424534647,0.9992615471715611,0.9966202741143252,0.996483918434739
1.6666666666666667,0.9930503482217332,0.9930428129395149,0.9971913211970476,0.9971962568381928,0.9835849937740734,0.9836664282477445,0.9556245065530542,0.956419247976361,0.9866885550290927,0.9865673014931216,0.9920788710239027,0.9919417540768257,0.9991635666984986,0.9991806605075269,0.9966262887058865,0.9964909241185188
