curve_id,source_file,record,series_name,som_node
图片114_22f5dc923d,lab-v2/som_references/accepted/samples_test/图片114/accepted/samples_test__unknown__unknown__图片114__Series_1__Series_1.csv,图片114,samples_test__unknown__unknown__图片114__Series_1__Series_1,3
图片33_d23b550cfe,lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__0—AZO__Series_2.csv,图片33,samples_test__unknown__unknown__图片33__0—AZO__Series_2,3
