time_hours,node_0_member_mean,node_0_som_weight,node_1_member_mean,node_1_som_weight,node_2_member_mean,node_2_som_weight,node_3_member_mean,node_3_som_weight,node_4_member_mean,node_4_som_weight
0.16666666666666666,0.9994114660746359,0.9994809078372091,0.997279035723526,0.9973700951602572,0.9567836311629663,0.9578236533505232,0.9931104200465964,0.992780305570691,1.000232723837007,1.0002396760031707
0.3333333333333333,0.9987082582137825,0.9987691645169252,0.997280316123632,0.9973715023863952,0.9569418750491294,0.9579708431748108,0.9929755394555466,0.9926459152548346,0.999573175035867,0.9995835073707969
0.5,0.9980041546000061,0.9980565210515887,0.9972815211834739,0.997372830631357,0.9570999652361062,0.9581179302722007,0.9928401272595239,0.9925108483820015,0.9989154189081648,0.998928871201636
0.6666666666666666,0.997299155233307,0.997342977441199,0.9972826509030519,0.9973740798951433,0.9572579017238964,0.9582649146426929,0.9927041834585278,0.9923751049521915,0.9982594554539016,0.998275767495688
0.8333333333333334,0.9965932601136851,0.9966285336857564,0.9972837052823664,0.997375250177753,0.9574156845124996,0.9584117962862876,0.9925677080525588,0.9922386849654052,0.9976052846730759,0.9976241962529528
1.0,0.9958864692411404,0.995913189785261,0.9972846843214158,0.9973763414791871,0.9575733136019166,0.9585585752029845,0.9924307010416163,0.9921015884216416,0.9969529065656885,0.9969741574734299
1.1666666666666667,0.9951787826156727,0.995196945739713,0.9972855880202017,0.997377353799445,0.9577307889921466,0.9587052513927835,0.9922931624257013,0.9919638153209019,0.9963023211317391,0.9963256511571201
1.3333333333333333,0.9944702002372824,0.9944798015491118,0.9972864163787238,0.9973782871385268,0.95788811068319,0.9588518248556848,0.9921550922048122,0.991825365663185,0.9956535283712278,0.9956786773040227
1.5,0.9937607221059691,0.9937617572134577,0.997287169396982,0.9973791414964326,0.9580452786750466,0.9589982955916888,0.9920164903789505,0.9916862394484912,0.9950065282841554,0.9950332359141384
1.6666666666666667,0.9930503482217332,0.9930428127327509,0.9972878470749761,0.9973799168731624,0.9582022929677165,0.9591446636007946,0.9918773569481153,0.9915464366768211,0.9943613208705202,0.9943893269874665
1.8333333333333333,0.9923390785845743,0.9923229681069913,0.997288449412706,0.9973806132687162,0.9583591535611999,0.9592909288830029,0.9917376919123072,0.9914059573481739,0.9937179061303234,0.9937469505240074
2.0,0.9916269131944927,0.9916022233361785,0.9972889764101714,0.997381230683094,0.9585158604554966,0.9594370914383135,0.9915974952715256,0.9912648014625502,0.9930762840635652,0.9931061065237613
2.1666666666666665,0.9909138520514882,0.9908805784203132,0.9972894280673736,0.9973817691162956,0.9586724136506067,0.959583151266726,0.9914567670257707,0.9911229690199497,0.992436454670245,0.9924667949867276
2.3333333333333335,0.9901998951555607,0.9901580333593945,0.9972898043843114,0.9973822285683211,0.9588288131465299,0.9597291083682411,0.9913155071750429,0.9909804600203723,0.9917984179503626,0.9918290159129066
2.5,0.9894850425067107,0.9894345881534233,0.9972901053609852,0.997382609039171,0.9589850589432665,0.9598749627428586,0.9911737157193421,0.9908372744638181,0.991162173903919,0.9911927693022987
2.6666666666666665,0.9887692941049377,0.9887102428023995,0.9972903309973951,0.9973829105288446,0.9591411510408167,0.9600207143905782,0.991031392658668,0.9906934123502875,0.9905277225309131,0.990558055154903
