dataset,n_nodes,topology,seed,quantisation_error,topographic_error,n_empty_nodes,min_cluster_size,max_cluster_size
paper_aligned_min4,6,2x3,7,1.0369711106411927,0.0,0,24,823
paper_aligned_min4,6,2x3,21,1.0369711106411927,0.0,0,24,823
paper_aligned_min4,6,2x3,42,1.0369711141005815,0.0,0,24,823
paper_aligned_min4,6,2x3,84,1.0369711067348253,0.22969187675070027,0,24,823
paper_aligned_min4,6,2x3,168,1.0369711106411927,0.0,0,24,823
