cluster_i,cluster_j,pearson_correlation,centroid_rmse
0,0,1.0,0.0
0,1,0.8329694946392587,0.15490176057992255
0,2,0.7147056674371169,0.6076167436008232
0,3,0.8784418166696409,0.07172479836660162
0,4,0.8685414745687832,0.2739282574699841
0,5,0.7919766362458371,0.4281887145365197
1,0,0.8329694946392587,0.15490176057992255
1,1,1.0,0.0
1,2,0.9822265117681693,0.4541756256651841
1,3,0.9957640915583472,0.08375549278605908
1,4,0.9975340667638397,0.11944092372586344
1,5,0.9972702845063531,0.27381845042763986
2,0,0.7147056674371169,0.6076167436008232
2,1,0.9822265117681693,0.4541756256651841
2,2,0.9999999999999999,0.0
2,3,0.9612800897632608,0.5376842984837992
2,4,0.9671168814192694,0.339531005726103
2,5,0.9925912706154082,0.18195533864544491
3,0,0.8784418166696409,0.07172479836660162
3,1,0.9957640915583473,0.08375549278605908
3,2,0.9612800897632607,0.5376842984837992
3,3,0.9999999999999999,0.0
3,4,0.9993266892686179,0.20252917709248214
3,5,0.987179385018011,0.3575329227605161
4,0,0.8685414745687831,0.2739282574699841
4,1,0.9975340667638398,0.11944092372586344
4,2,0.9671168814192693,0.339531005726103
4,3,0.9993266892686178,0.20252917709248214
4,4,1.0,0.0
4,5,0.9902004996180066,0.1577469350994465
5,0,0.791976636245837,0.4281887145365197
5,1,0.9972702845063531,0.27381845042763986
5,2,0.9925912706154082,0.18195533864544491
5,3,0.9871793850180111,0.3575329227605161
5,4,0.9902004996180066,0.1577469350994465
5,5,1.0,0.0
