n,n_clusters,noise_fraction,cluster_sizes,balance,dbcv,silhouette,davies_bouldin,calinski_harabasz,min_cluster_size,min_samples,cluster_selection_method,metric,dataset,normalization,coverage,representation,dimensions,candidate_id,bootstrap_ari,bootstrap_vi,bootstrap_valid_fraction
84,0,1.0,[],0.0,,,,,30,20.0,leaf,euclidean,500h,initial,0.5384615384615384,full,41,500h__initial__full__078,,,0.0
84,0,1.0,[],0.0,,,,,30,20.0,leaf,manhattan,500h,initial,0.5384615384615384,full,41,500h__initial__full__079,,,0.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499107567,0.7258261239616557,0.3241177541390646,266.4836978038507,5,,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__000,0.07514735844457994,1.7818282508443144,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499081929,0.7258261239579759,0.3241177541390646,266.4836978038507,5,,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__001,0.06554784621026637,1.8095955375405464,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.37683429610527874,0.7334608407075848,0.2674916800193012,377.87978195122344,5,,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__002,0.0798434101503676,1.879035509313891,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.3768342962045218,0.7334608407778116,0.2674916800193012,377.87978195122344,5,,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__003,0.06467061746426252,1.8842330186422676,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499107567,0.7258261239616557,0.3241177541390646,266.4836978038507,5,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__004,0.07514735844457994,1.7818282508443144,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499081929,0.7258261239579759,0.3241177541390646,266.4836978038507,5,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__005,0.06554784621026637,1.8095955375405464,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.37683429610527874,0.7334608407075848,0.2674916800193012,377.87978195122344,5,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__006,0.0798434101503676,1.879035509313891,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.3768342962045218,0.7334608407778116,0.2674916800193012,377.87978195122344,5,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__007,0.06467061746426252,1.8842330186422676,1.0
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,5,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__008,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,5,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__009,0.14468563467814122,1.1691207122213498,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,5,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__010,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,5,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__011,0.14468563467814122,1.1691207122213498,0.4
84,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__012,,,0.0
84,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__013,,,0.0
84,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__014,,,0.0
84,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__015,,,0.0
84,3,0.44047619047619047,"[8, 13, 26]",0.3076923076923077,0.35924853525581857,0.6937743995535097,0.3282880574968375,219.68891105340506,8,,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__016,0.12371671662386798,1.3623281753585263,0.4
84,3,0.44047619047619047,"[8, 13, 26]",0.3076923076923077,0.3592485345150897,0.693774399548426,0.3282880574968375,219.68891105340506,8,,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__017,0.1458773743492427,1.3359454264925161,0.4
84,4,0.5476190476190477,"[8, 13, 9, 8]",0.6153846153846154,0.37971735372268806,0.7822867972220224,0.2311406707179495,492.16204150107535,8,,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__018,0.05891211694372618,1.4304935770583995,0.4
84,4,0.5476190476190477,"[8, 13, 9, 8]",0.6153846153846154,0.3797173536757904,0.7822867973166927,0.2311406707179495,492.16204150107535,8,,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__019,0.08096741975995127,1.4041108281923893,0.4
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499107567,0.7258261239616557,0.3241177541390646,266.4836978038507,8,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__020,0.08560699832132948,1.7017337874907787,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499081929,0.7258261239579759,0.3241177541390646,266.4836978038507,8,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__021,0.07503551799075149,1.6351958221568768,0.8
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.37683429610527874,0.7334608407075848,0.2674916800193012,377.87978195122344,8,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__022,0.04253589943710142,1.9062030731780826,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.3768342962045218,0.7334608407778116,0.2674916800193012,377.87978195122344,8,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__023,0.04357464185956115,1.7178164115822654,0.8
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,8,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__024,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,8,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__025,0.14468563467814122,1.1691207122213498,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,8,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__026,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,8,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__027,0.14468563467814122,1.1691207122213498,0.4
84,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__028,,,0.0
84,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__029,,,0.0
84,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__030,,,0.0
84,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__031,,,0.0
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__032,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__033,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__034,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__035,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.3560579039902437,0.7394814908492081,0.34311796598505145,204.22144444162544,10,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__036,0.09403623201743766,1.4480456251439442,0.8
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.35605790400399295,0.7394814908616676,0.34311796598505145,204.22144444162544,10,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__037,0.07088361377568238,1.3820234235120783,0.6
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.3560579039902437,0.7394814908492081,0.34311796598505145,204.22144444162544,10,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__038,0.09403623201743766,1.4480456251439442,0.8
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.35605790400399295,0.7394814908616676,0.34311796598505145,204.22144444162544,10,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__039,0.07088361377568238,1.3820234235120783,0.6
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__040,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__041,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__042,0.15764439992213491,1.146044708736402,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__043,0.07533392698130009,1.1046031783248573,0.2
84,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__044,,,0.0
84,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__045,,,0.0
84,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__046,,,0.0
84,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__047,,,0.0
84,0,1.0,[],0.0,,,,,20,,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__048,,,0.0
84,0,1.0,[],0.0,,,,,20,,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__049,,,0.0
84,0,1.0,[],0.0,,,,,20,,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__050,,,0.0
84,0,1.0,[],0.0,,,,,20,,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__051,,,0.0
84,0,1.0,[],0.0,,,,,20,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__052,,,0.0
84,0,1.0,[],0.0,,,,,20,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__053,,,0.0
84,0,1.0,[],0.0,,,,,20,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__054,,,0.0
84,0,1.0,[],0.0,,,,,20,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__055,,,0.0
84,0,1.0,[],0.0,,,,,20,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__056,,,0.0
84,0,1.0,[],0.0,,,,,20,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__057,,,0.0
84,0,1.0,[],0.0,,,,,20,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__058,,,0.0
84,0,1.0,[],0.0,,,,,20,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__059,,,0.0
84,0,1.0,[],0.0,,,,,20,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__060,,,0.0
84,0,1.0,[],0.0,,,,,20,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__061,,,0.0
84,0,1.0,[],0.0,,,,,20,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__062,,,0.0
84,0,1.0,[],0.0,,,,,20,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__063,,,0.0
84,0,1.0,[],0.0,,,,,30,,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__064,,,0.0
84,0,1.0,[],0.0,,,,,30,,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__065,,,0.0
84,0,1.0,[],0.0,,,,,30,,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__066,,,0.0
84,0,1.0,[],0.0,,,,,30,,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__067,,,0.0
84,0,1.0,[],0.0,,,,,30,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__068,,,0.0
84,0,1.0,[],0.0,,,,,30,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__069,,,0.0
84,0,1.0,[],0.0,,,,,30,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__070,,,0.0
84,0,1.0,[],0.0,,,,,30,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__071,,,0.0
84,0,1.0,[],0.0,,,,,30,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__072,,,0.0
84,0,1.0,[],0.0,,,,,30,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__073,,,0.0
84,0,1.0,[],0.0,,,,,30,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__074,,,0.0
84,0,1.0,[],0.0,,,,,30,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__075,,,0.0
84,0,1.0,[],0.0,,,,,30,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__076,,,0.0
84,0,1.0,[],0.0,,,,,30,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__077,,,0.0
84,0,1.0,[],0.0,,,,,30,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__078,,,0.0
84,0,1.0,[],0.0,,,,,30,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.9,1,500h__initial__0.9__079,,,0.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499107567,0.7258261239616557,0.3241177541390646,266.4836978038507,5,,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__000,0.05855638973513951,1.780816741802497,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499081929,0.7258261239579759,0.3241177541390646,266.4836978038507,5,,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__001,0.07002449939898511,1.7745022201922225,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.37683429610527874,0.7334608407075848,0.2674916800193012,377.87978195122344,5,,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__002,0.08514853907223693,1.8829135831018555,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.3768342962045218,0.7334608407778116,0.2674916800193012,377.87978195122344,5,,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__003,0.056034187472952,1.880402168487704,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499107567,0.7258261239616557,0.3241177541390646,266.4836978038507,5,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__004,0.05855638973513951,1.780816741802497,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499081929,0.7258261239579759,0.3241177541390646,266.4836978038507,5,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__005,0.07002449939898511,1.7745022201922225,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.37683429610527874,0.7334608407075848,0.2674916800193012,377.87978195122344,5,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__006,0.08514853907223693,1.8829135831018555,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.3768342962045218,0.7334608407778116,0.2674916800193012,377.87978195122344,5,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__007,0.056034187472952,1.880402168487704,1.0
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,5,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__008,0.042225579371245214,1.168100910508682,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,5,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__009,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,5,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__010,0.042225579371245214,1.168100910508682,0.4
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,5,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__011,0.07533392698130009,1.1046031783248573,0.2
84,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__012,,,0.0
84,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__013,,,0.0
84,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__014,,,0.0
84,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__015,,,0.0
84,3,0.44047619047619047,"[8, 13, 26]",0.3076923076923077,0.35924853525581857,0.6937743995535097,0.3282880574968375,219.68891105340506,8,,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__016,0.03707241669094891,1.3772273119036953,0.4
84,3,0.44047619047619047,"[8, 13, 26]",0.3076923076923077,0.3592485345150897,0.693774399548426,0.3282880574968375,219.68891105340506,8,,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__017,-0.009543259836365241,1.3492735502315836,0.2
84,4,0.5476190476190477,"[8, 13, 9, 8]",0.6153846153846154,0.37971735372268806,0.7822867972220224,0.2311406707179495,492.16204150107535,8,,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__018,0.07431766228632551,1.4429398495820482,0.4
84,4,0.5476190476190477,"[8, 13, 9, 8]",0.6153846153846154,0.3797173536757904,0.7822867973166927,0.2311406707179495,492.16204150107535,8,,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__019,-0.031232971714469707,1.4096190741533863,0.2
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499107567,0.7258261239616557,0.3241177541390646,266.4836978038507,8,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__020,0.07796008106658311,1.662985075706493,1.0
84,3,0.4523809523809524,"[8, 14, 24]",0.3333333333333333,0.4267152499081929,0.7258261239579759,0.3241177541390646,266.4836978038507,8,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__021,0.07425551424371958,1.6704809399031373,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.37683429610527874,0.7334608407075848,0.2674916800193012,377.87978195122344,8,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__022,0.05551451934112652,1.8532392615207658,1.0
84,4,0.5238095238095238,"[8, 14, 10, 8]",0.5714285714285714,0.3768342962045218,0.7334608407778116,0.2674916800193012,377.87978195122344,8,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__023,0.03598629318244832,1.888491997405156,1.0
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,8,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__024,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,8,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__025,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,8,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__026,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,8,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__027,0.07533392698130009,1.1046031783248573,0.2
84,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__028,,,0.0
84,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__029,,,0.0
84,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__030,,,0.0
84,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__031,,,0.0
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__032,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__033,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__034,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__035,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.3560579039902437,0.7394814908492081,0.34311796598505145,204.22144444162544,10,5.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__036,-0.005499779663342783,1.5008050356980212,0.8
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.35605790400399295,0.7394814908616676,0.34311796598505145,204.22144444162544,10,5.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__037,-0.01836903711358709,1.4067663043966392,0.6
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.3560579039902437,0.7394814908492081,0.34311796598505145,204.22144444162544,10,5.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__038,-0.005499779663342783,1.5008050356980212,0.8
84,2,0.5476190476190477,"[14, 24]",0.5833333333333334,0.35605790400399295,0.7394814908616676,0.34311796598505145,204.22144444162544,10,5.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__039,-0.01836903711358709,1.4067663043966392,0.6
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,10.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__040,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,10.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__041,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608620981735,0.7371699323262044,0.33934056528581996,180.42021602106306,10,10.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__042,0.07533392698130009,1.1046031783248573,0.2
84,2,0.5714285714285714,"[12, 24]",0.5,0.31195608576666406,0.7371699323473175,0.33934056528581996,180.42021602106306,10,10.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__043,0.07533392698130009,1.1046031783248573,0.2
84,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__044,,,0.0
84,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__045,,,0.0
84,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__046,,,0.0
84,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__047,,,0.0
84,0,1.0,[],0.0,,,,,20,,eom,euclidean,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__048,,,0.0
84,0,1.0,[],0.0,,,,,20,,eom,manhattan,500h,initial,0.5384615384615384,0.95,1,500h__initial__0.95__049,,,0.0
