n,n_clusters,noise_fraction,cluster_sizes,balance,dbcv,silhouette,davies_bouldin,calinski_harabasz,min_cluster_size,min_samples,cluster_selection_method,metric,dataset,normalization,coverage,representation,dimensions,candidate_id,bootstrap_ari,bootstrap_vi,bootstrap_valid_fraction
50,0,1.0,[],0.0,,,,,5,10.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__009,,,0.0
50,0,1.0,[],0.0,,,,,5,10.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__010,,,0.0
50,0,1.0,[],0.0,,,,,5,10.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__011,,,0.0
50,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__012,,,0.0
50,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__013,,,0.0
50,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__014,,,0.0
50,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__015,,,0.0
50,0,1.0,[],0.0,,,,,10,,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__016,,,0.0
50,0,1.0,[],0.0,,,,,10,,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__017,,,0.0
50,0,1.0,[],0.0,,,,,10,,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__018,,,0.0
50,0,1.0,[],0.0,,,,,10,,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__019,,,0.0
50,0,1.0,[],0.0,,,,,10,5.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__020,,,0.0
50,0,1.0,[],0.0,,,,,10,5.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__021,,,0.0
50,0,1.0,[],0.0,,,,,10,5.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__022,,,0.0
50,0,1.0,[],0.0,,,,,10,5.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__023,,,0.0
50,0,1.0,[],0.0,,,,,10,10.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__024,,,0.0
50,0,1.0,[],0.0,,,,,10,10.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__025,,,0.0
50,0,1.0,[],0.0,,,,,10,10.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__026,,,0.0
50,0,1.0,[],0.0,,,,,10,10.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__027,,,0.0
50,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__028,,,0.0
50,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__029,,,0.0
50,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__030,,,0.0
50,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__031,,,0.0
50,0,1.0,[],0.0,,,,,20,,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__032,,,0.0
50,0,1.0,[],0.0,,,,,20,,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__033,,,0.0
50,0,1.0,[],0.0,,,,,20,,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__034,,,0.0
50,0,1.0,[],0.0,,,,,20,,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__035,,,0.0
50,0,1.0,[],0.0,,,,,20,5.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__036,,,0.0
50,0,1.0,[],0.0,,,,,20,5.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__037,,,0.0
50,0,1.0,[],0.0,,,,,20,5.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__038,,,0.0
50,0,1.0,[],0.0,,,,,20,5.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__039,,,0.0
50,0,1.0,[],0.0,,,,,20,10.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__040,,,0.0
50,0,1.0,[],0.0,,,,,20,10.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__041,,,0.0
50,0,1.0,[],0.0,,,,,20,10.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__042,,,0.0
50,0,1.0,[],0.0,,,,,20,10.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__043,,,0.0
50,0,1.0,[],0.0,,,,,20,20.0,eom,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__044,,,0.0
50,0,1.0,[],0.0,,,,,20,20.0,eom,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__045,,,0.0
50,0,1.0,[],0.0,,,,,20,20.0,leaf,euclidean,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__046,,,0.0
50,0,1.0,[],0.0,,,,,20,20.0,leaf,manhattan,200h,robust,0.32051282051282054,0.99,11,200h__robust__0.99__047,,,0.0
79,0,1.0,[],0.0,,,,,5,,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__000,,,0.0
79,0,1.0,[],0.0,,,,,5,,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__001,,,0.0
79,0,1.0,[],0.0,,,,,5,,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__002,,,0.0
79,0,1.0,[],0.0,,,,,5,,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__003,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__004,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__005,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__006,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__007,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__008,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__009,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__010,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__011,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__012,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__013,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__014,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__015,,,0.0
79,0,1.0,[],0.0,,,,,8,,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__016,,,0.0
79,0,1.0,[],0.0,,,,,8,,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__017,,,0.0
79,0,1.0,[],0.0,,,,,8,,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__018,,,0.0
79,0,1.0,[],0.0,,,,,8,,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__019,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__020,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__021,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__022,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__023,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__024,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__025,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__026,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__027,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__028,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__029,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__030,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__031,,,0.0
79,0,1.0,[],0.0,,,,,10,,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__032,,,0.0
79,0,1.0,[],0.0,,,,,10,,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__033,,,0.0
79,0,1.0,[],0.0,,,,,10,,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__034,,,0.0
79,0,1.0,[],0.0,,,,,10,,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__035,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__036,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__037,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__038,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__039,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__040,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__041,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__042,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__043,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__044,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__045,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__046,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__047,,,0.0
79,0,1.0,[],0.0,,,,,20,,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__048,,,0.0
79,0,1.0,[],0.0,,,,,20,,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__049,,,0.0
79,0,1.0,[],0.0,,,,,20,,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__050,,,0.0
79,0,1.0,[],0.0,,,,,20,,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__051,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__052,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__053,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__054,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__055,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__056,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__057,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__058,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__059,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__060,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__061,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__062,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__063,,,0.0
79,0,1.0,[],0.0,,,,,30,,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__064,,,0.0
79,0,1.0,[],0.0,,,,,30,,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__065,,,0.0
79,0,1.0,[],0.0,,,,,30,,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__066,,,0.0
79,0,1.0,[],0.0,,,,,30,,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__067,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__068,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__069,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__070,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__071,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__072,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__073,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__074,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__075,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,eom,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__076,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,eom,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__077,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,leaf,euclidean,300h,initial,0.5064102564102564,full,41,300h__initial__full__078,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,leaf,manhattan,300h,initial,0.5064102564102564,full,41,300h__initial__full__079,,,0.0
79,0,1.0,[],0.0,,,,,5,,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__000,,,0.0
79,0,1.0,[],0.0,,,,,5,,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__001,,,0.0
79,0,1.0,[],0.0,,,,,5,,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__002,,,0.0
79,0,1.0,[],0.0,,,,,5,,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__003,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__004,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__005,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__006,,,0.0
79,0,1.0,[],0.0,,,,,5,5.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__007,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__008,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__009,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__010,,,0.0
79,0,1.0,[],0.0,,,,,5,10.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__011,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__012,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__013,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__014,,,0.0
79,0,1.0,[],0.0,,,,,5,20.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__015,,,0.0
79,0,1.0,[],0.0,,,,,8,,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__016,,,0.0
79,0,1.0,[],0.0,,,,,8,,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__017,,,0.0
79,0,1.0,[],0.0,,,,,8,,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__018,,,0.0
79,0,1.0,[],0.0,,,,,8,,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__019,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__020,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__021,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__022,,,0.0
79,0,1.0,[],0.0,,,,,8,5.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__023,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__024,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__025,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__026,,,0.0
79,0,1.0,[],0.0,,,,,8,10.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__027,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__028,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__029,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__030,,,0.0
79,0,1.0,[],0.0,,,,,8,20.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__031,,,0.0
79,0,1.0,[],0.0,,,,,10,,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__032,,,0.0
79,0,1.0,[],0.0,,,,,10,,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__033,,,0.0
79,0,1.0,[],0.0,,,,,10,,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__034,,,0.0
79,0,1.0,[],0.0,,,,,10,,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__035,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__036,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__037,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__038,,,0.0
79,0,1.0,[],0.0,,,,,10,5.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__039,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__040,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__041,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__042,,,0.0
79,0,1.0,[],0.0,,,,,10,10.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__043,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__044,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__045,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__046,,,0.0
79,0,1.0,[],0.0,,,,,10,20.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__047,,,0.0
79,0,1.0,[],0.0,,,,,20,,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__048,,,0.0
79,0,1.0,[],0.0,,,,,20,,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__049,,,0.0
79,0,1.0,[],0.0,,,,,20,,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__050,,,0.0
79,0,1.0,[],0.0,,,,,20,,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__051,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__052,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__053,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__054,,,0.0
79,0,1.0,[],0.0,,,,,20,5.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__055,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__056,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__057,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__058,,,0.0
79,0,1.0,[],0.0,,,,,20,10.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__059,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__060,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__061,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__062,,,0.0
79,0,1.0,[],0.0,,,,,20,20.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__063,,,0.0
79,0,1.0,[],0.0,,,,,30,,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__064,,,0.0
79,0,1.0,[],0.0,,,,,30,,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__065,,,0.0
79,0,1.0,[],0.0,,,,,30,,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__066,,,0.0
79,0,1.0,[],0.0,,,,,30,,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__067,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__068,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__069,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__070,,,0.0
79,0,1.0,[],0.0,,,,,30,5.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__071,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__072,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__073,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__074,,,0.0
79,0,1.0,[],0.0,,,,,30,10.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__075,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,eom,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__076,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,eom,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__077,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,leaf,euclidean,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__078,,,0.0
79,0,1.0,[],0.0,,,,,30,20.0,leaf,manhattan,300h,initial,0.5064102564102564,0.9,4,300h__initial__0.9__079,,,0.0
79,0,1.0,[],0.0,,,,,5,,eom,euclidean,300h,initial,0.5064102564102564,0.95,5,300h__initial__0.95__000,,,0.0
