config_id,sample_id,bic,segments,cp_f1
CP003,S0153,-277.26664155372856,2,1.0
CP003,S0154,-239.47157054845897,2,1.0
CP003,S0163,-254.22316013752098,2,1.0
CP003,S0164,-355.52338592566826,3,1.0
CP003,S0165,-481.47474154379546,3,0.25
CP003,S0166,-425.59227913254995,2,1.0
CP003,S0167,-372.1827600849834,3,1.0
CP003,S0170,-684.4475965163916,3,0.0
CP003,S0171,-215.5858677604937,2,1.0
CP003,S0172,-225.98358759473314,2,0.5
CP003,S0173,-391.43181497916555,2,1.0
CP003,S0174,-196.1031368333908,2,1.0
CP003,S0175,-216.04971886130403,2,1.0
CP003,S0176,-156.26234406299,2,0.5
CP003,S0177,-234.16266000272688,2,1.0
CP003,S0178,-83.11258357930912,2,1.0
CP003,S0179,-221.38781421557624,2,1.0
CP003,S0180,-175.25203128168977,2,1.0
CP003,S0181,-193.83076721941728,2,1.0
CP003,S0182,-356.6160079717522,3,1.0
CP003,S0183,-281.71941457889784,2,1.0
CP003,S0184,-459.1811743459357,2,1.0
CP003,S0185,-317.49990994074136,2,1.0
