config_id,sample_id,bic,segments,cp_f1
CP023,S0090,-258.89273112114813,2,0.5
CP023,S0091,-117.51644507202141,2,1.0
CP023,S0092,-223.5316868032285,2,1.0
CP023,S0093,-111.60365212797568,2,1.0
CP023,S0095,-202.99540461136814,3,0.0
CP023,S0096,-167.6793448788258,2,1.0
CP023,S0099,-163.09612255007457,3,1.0
CP023,S0100,-180.48152319207955,3,0.0
CP023,S0103,-186.21638654250802,3,0.5
CP023,S0104,-171.87610630970775,2,1.0
CP023,S0105,-289.0836929533981,2,1.0
CP023,S0106,-193.51200364632905,3,1.0
CP023,S0107,-236.9410721525931,2,1.0
CP023,S0108,-207.37175443560773,2,1.0
CP023,S0109,-374.2986833110762,3,1.0
CP023,S0110,-311.3805942853385,2,1.0
CP023,S0118,-160.09709929513164,2,1.0
CP023,S0119,-114.9144652520808,3,0.8333333333333333
CP023,S0125,-100.28299334345807,3,1.0
CP023,S0126,-79.84546798148337,3,1.0
CP023,S0127,-139.89931295746,2,1.0
CP023,S0128,-298.785499810356,3,0.75
CP023,S0129,-237.32025925335094,2,1.0
CP023,S0130,-248.3607797179699,2,1.0
CP023,S0134,-357.4623084392589,3,1.0
CP023,S0135,-366.7216889108612,2,0.5
CP023,S0136,-236.14348072752324,2,0.5
CP023,S0137,-215.06867675272034,2,1.0
CP023,S0138,-217.18029309747453,2,1.0
CP023,S0139,-193.46650710024366,2,1.0
CP023,S0140,-122.64184089530254,2,1.0
CP023,S0141,-278.07203426036796,2,1.0
CP023,S0150,-262.19236900761473,3,0.0
CP023,S0151,-174.6304763635294,2,1.0
CP023,S0152,-227.6159066644434,2,0.5
CP023,S0153,-302.3258486067643,3,1.0
CP023,S0154,-256.39752609294413,2,1.0
CP023,S0163,-254.22316013752098,2,1.0
CP023,S0164,-364.49417995708785,3,1.0
CP023,S0165,-481.47474154379546,3,0.5
CP023,S0166,-433.68027876362765,3,1.0
CP023,S0167,-235.49736942915854,2,0.0
CP023,S0170,-684.4475965163916,3,1.0
CP023,S0171,-215.5858677604937,2,1.0
CP023,S0172,-225.98358759473314,2,0.5
CP023,S0173,-391.43181497916555,2,1.0
CP023,S0174,-196.1031368333908,2,1.0
CP023,S0175,-216.04971886130403,2,1.0
CP023,S0176,-175.15413741967805,3,0.25
CP023,S0177,-352.26804827323406,3,1.0
CP023,S0178,-83.11258357930912,2,1.0
CP023,S0179,-221.38781421557624,2,1.0
CP023,S0180,-175.25203128168977,2,1.0
CP023,S0181,-193.83076721941728,2,1.0
CP023,S0182,-375.9568060979442,3,1.0
CP023,S0183,-281.71941457889784,2,1.0
CP023,S0184,-459.1811743459357,2,1.0
CP023,S0185,-317.49990994074136,2,1.0
CP023,S0186,-282.9196342809659,3,1.0
CP023,S0187,-264.84687696028675,3,1.0
CP023,S0191,-477.06847840195775,3,1.0
CP023,S0192,-163.43744276440177,2,1.0
CP023,S0193,-255.03786988019732,3,1.0
CP023,S0194,-534.8927562565033,3,0.0
CP023,S0195,-231.63946533602856,3,1.0
CP023,S0196,-255.723152438548,3,0.5
CP023,S0197,-97.48281744994355,3,1.0
CP023,S0198,-157.68270423675168,2,1.0
CP023,S0199,-185.0655206197759,2,0.5
CP023,S0202,-79.23132951577715,3,0.75
CP023,S0205,-81.94673521846022,2,1.0
CP023,S0206,1524.5802048547955,2,1.0
CP023,S0207,-37.21059026194756,1,0.5
CP023,S0208,-78.59404296012788,2,1.0
CP023,S0209,-106.6603890086888,2,1.0
CP023,S0210,-107.07038835445289,2,1.0
CP023,S0211,-117.1147988140329,2,1.0
CP023,S0212,-85.43334709819217,2,1.0
CP023,S0213,-173.25786270008433,2,1.0
CP023,S0214,-752.8600655651021,1,1.0
CP023,S0215,-91.92221284325535,3,0.6666666666666666
CP023,S0216,-82.67264185832133,2,1.0
CP023,S0217,-281.57736257261206,3,1.0
CP023,S0218,-408.02599846286864,3,1.0
CP024,S0003,-174.44810549029185,2,1.0
CP024,S0004,-106.2016109760335,2,1.0
CP024,S0005,-338.19965427648896,2,1.0
CP024,S0006,-300.8337806109225,2,1.0
CP024,S0007,-163.5569624279175,2,1.0
CP024,S0008,-208.6600724165615,2,0.0
CP024,S0009,-146.32693485416792,2,1.0
CP024,S0010,-268.7874885359446,2,0.5
CP024,S0011,-301.4850229089286,2,0.5
CP024,S0012,-364.0301752173174,2,1.0
CP024,S0013,-249.03684576625426,2,1.0
CP024,S0014,-346.6732351387049,2,1.0
CP024,S0015,-281.2807781974935,2,1.0
CP024,S0016,-301.9561095297896,3,1.0
CP024,S0017,-602.1447996504095,3,1.0
CP024,S0018,-131.2170373258474,2,0.5
CP024,S0019,-245.18033286283517,2,1.0
CP024,S0020,-218.8654954152283,2,0.5
CP024,S0021,-304.0724408469092,2,1.0
CP024,S0022,-163.6998185897251,2,1.0
CP024,S0023,-244.90342953722217,2,1.0
CP024,S0025,-326.806968712555,2,1.0
CP024,S0028,-351.06290346761654,2,1.0
CP024,S0029,-304.2306518246615,3,1.0
CP024,S0030,-272.48531308180526,2,1.0
CP024,S0031,-214.7183300474935,2,1.0
CP024,S0034,-191.45825655287553,2,0.5
CP024,S0035,-161.5239341691471,2,1.0
CP024,S0036,-133.4677014780025,2,1.0
CP024,S0037,-274.1537760316382,2,1.0
CP024,S0038,-293.97191251503773,2,1.0
CP024,S0039,-144.24665709276266,2,0.5
CP024,S0040,-143.92452147160813,2,1.0
CP024,S0044,-138.89490910820567,2,1.0
CP024,S0045,-508.3494951397486,2,1.0
CP024,S0046,-72.17856866793714,2,0.5
CP024,S0047,-78.3306732588573,2,1.0
CP024,S0048,-174.93258576177985,2,0.5
CP024,S0049,-211.83606731199907,2,1.0
CP024,S0050,-306.94198062557786,2,1.0
CP024,S0051,-167.0991888612291,2,1.0
CP024,S0052,-203.41142511717086,2,1.0
CP024,S0053,-264.1134251077068,2,1.0
CP024,S0054,-178.48706715487663,2,1.0
CP024,S0055,-261.69967886360627,2,1.0
CP024,S0056,-260.6466624146344,2,1.0
CP024,S0057,-235.61023572711403,2,1.0
CP024,S0058,-285.23464823614876,2,1.0
CP024,S0059,-123.95095168343185,2,1.0
CP024,S0060,-318.5395611133872,2,0.5
CP024,S0061,-223.99439330512533,2,1.0
CP024,S0062,-140.3376334798538,2,1.0
CP024,S0063,-499.62546854903877,2,1.0
CP024,S0064,-450.1799398903258,2,1.0
CP024,S0065,-372.9056117586308,2,1.0
CP024,S0066,-262.6781030525553,2,1.0
CP024,S0067,-371.42768556163077,3,1.0
CP024,S0071,-225.93995320668722,2,1.0
CP024,S0072,-267.5142741235077,2,1.0
CP024,S0075,-319.5499646224896,2,0.5
CP024,S0076,-228.34661436999264,2,0.0
CP024,S0077,-318.65658999850524,2,1.0
CP024,S0080,-189.7786417138093,2,0.0
CP024,S0081,-417.6209238039032,3,1.0
CP024,S0082,-299.3246952123737,2,0.5
CP024,S0083,-245.9437538105338,2,1.0
CP024,S0084,-206.24607340984082,2,1.0
CP024,S0085,-185.68825175107233,2,1.0
CP024,S0086,-240.91756314571026,2,1.0
CP024,S0087,-208.12226159062521,2,1.0
CP024,S0088,-260.00545444062146,2,1.0
CP024,S0089,-270.8857820543319,2,1.0
CP024,S0090,-258.89273112114813,2,0.5
CP024,S0091,-117.51644507202141,2,1.0
CP024,S0092,-223.5316868032285,2,1.0
CP024,S0093,-111.60365212797568,2,1.0
CP024,S0095,-162.3755569763183,2,0.0
CP024,S0096,-167.6793448788258,2,1.0
CP024,S0099,-74.8636694192038,2,1.0
CP024,S0100,-80.63719026125773,2,0.0
CP024,S0103,-117.85772719863142,2,1.0
CP024,S0104,-171.87610630970775,2,1.0
CP024,S0105,-289.0836929533981,2,1.0
CP024,S0106,-193.51200364632905,3,0.8333333333333333
CP024,S0107,-236.9410721525931,2,1.0
CP024,S0108,-207.37175443560773,2,1.0
CP024,S0109,-374.2986833110762,3,1.0
CP024,S0110,-311.3805942853385,2,1.0
CP024,S0118,-160.09709929513164,2,1.0
CP024,S0119,-89.91777788817363,2,1.0
CP024,S0125,-100.28299334345807,3,1.0
CP024,S0126,-28.714232950148396,1,1.0
CP024,S0127,-139.89931295746,2,1.0
CP024,S0128,-298.785499810356,3,0.0
CP024,S0129,-237.32025925335094,2,1.0
CP024,S0130,-248.3607797179699,2,1.0
CP024,S0134,-312.1211214353943,2,1.0
CP024,S0135,-366.7216889108612,2,0.5
CP024,S0136,-236.14348072752324,2,0.5
CP024,S0137,-215.06867675272034,2,1.0
CP024,S0138,-217.18029309747453,2,1.0
CP024,S0139,-193.46650710024366,2,1.0
CP024,S0140,-122.64184089530254,2,1.0
CP024,S0141,-278.07203426036796,2,1.0
CP024,S0150,-222.84641765075642,2,1.0
CP024,S0151,-174.6304763635294,2,1.0
CP024,S0152,-227.6159066644434,2,0.5
CP024,S0153,-277.26664155372856,2,1.0
CP024,S0154,-256.39752609294413,2,1.0
CP024,S0163,-254.22316013752098,2,1.0
CP024,S0164,-364.49417995708785,3,1.0
CP024,S0165,-481.47474154379546,3,0.25
CP024,S0166,-425.59227913254995,2,1.0
CP024,S0167,-235.49736942915854,2,0.0
CP024,S0170,-684.4475965163916,3,0.0
CP024,S0171,-215.5858677604937,2,1.0
CP024,S0172,-225.98358759473314,2,0.5
CP024,S0173,-391.43181497916555,2,1.0
CP024,S0174,-196.1031368333908,2,1.0
CP024,S0175,-216.04971886130403,2,1.0
CP024,S0176,-156.26234406299,2,0.5
CP024,S0177,-234.16266000272688,2,1.0
CP024,S0178,-83.11258357930912,2,1.0
CP024,S0179,-221.38781421557624,2,1.0
CP024,S0180,-175.25203128168977,2,1.0
CP024,S0181,-193.83076721941728,2,1.0
CP024,S0182,-380.8958721783863,2,1.0
CP024,S0183,-281.71941457889784,2,1.0
CP024,S0184,-459.1811743459357,2,1.0
CP024,S0185,-317.49990994074136,2,1.0
CP024,S0186,-282.9196342809659,3,1.0
CP024,S0187,-245.51311557695988,2,1.0
CP024,S0191,-477.06847840195775,3,0.8333333333333333
CP024,S0192,-163.43744276440177,2,1.0
CP024,S0193,-233.99496850584163,2,1.0
CP024,S0194,-547.3918546543915,2,1.0
CP024,S0195,-215.983047209218,2,1.0
CP024,S0196,-261.2629547832953,2,0.5
CP024,S0197,-97.40513739233444,1,1.0
CP024,S0198,-157.68270423675168,2,1.0
CP024,S0199,-185.0655206197759,2,0.5
CP024,S0202,-75.34614914878927,2,1.0
CP024,S0205,-81.94673521846022,2,1.0
CP024,S0206,1549.7580004128258,1,1.0
CP024,S0207,-37.21059026194756,1,1.0
CP024,S0208,-78.59404296012788,2,1.0
CP024,S0209,-106.6603890086888,2,1.0
CP024,S0210,-107.07038835445289,2,1.0
CP024,S0211,-117.1147988140329,2,1.0
CP024,S0212,-85.43334709819217,2,1.0
CP024,S0213,-173.25786270008433,2,1.0
CP024,S0214,-752.8600655651021,1,1.0
CP024,S0215,-93.08685438315638,2,1.0
CP024,S0216,-82.67264185832133,2,1.0
CP024,S0217,-281.57736257261206,3,1.0
CP024,S0218,-278.1712843703797,2,1.0
CP025,S0003,-174.44810549029185,2,1.0
CP025,S0004,-106.2016109760335,2,1.0
CP025,S0005,-338.19965427648896,2,1.0
CP025,S0006,-300.8337806109225,2,1.0
CP025,S0007,-163.5569624279175,2,1.0
CP025,S0008,-208.6600724165615,2,0.0
CP025,S0009,-146.32693485416792,2,1.0
CP025,S0010,-268.7874885359446,2,0.5
CP025,S0011,-301.4850229089286,2,0.5
CP025,S0012,-364.0301752173174,2,1.0
CP025,S0013,-249.03684576625426,2,1.0
CP025,S0014,-346.6732351387049,2,1.0
CP025,S0015,-281.2807781974935,2,1.0
CP025,S0016,-268.28647665435955,2,1.0
CP025,S0017,-496.98079249012125,2,1.0
CP025,S0018,-131.2170373258474,2,0.0
CP025,S0019,-245.18033286283517,2,1.0
CP025,S0020,-218.8654954152283,2,0.5
CP025,S0021,-304.0724408469092,2,1.0
CP025,S0022,-163.6998185897251,2,1.0
CP025,S0023,-244.90342953722217,2,1.0
CP025,S0025,-326.806968712555,2,1.0
CP025,S0028,-351.06290346761654,2,1.0
CP025,S0029,-260.40784695434945,2,1.0
CP025,S0030,-272.48531308180526,2,1.0
CP025,S0031,-214.7183300474935,2,1.0
CP025,S0034,-191.45825655287553,2,0.5
CP025,S0035,-161.5239341691471,2,1.0
CP025,S0036,-133.4677014780025,2,1.0
CP025,S0037,-274.1537760316382,2,1.0
CP025,S0038,-293.97191251503773,2,1.0
CP025,S0039,-144.24665709276266,2,0.5
CP025,S0040,-143.92452147160813,2,1.0
CP025,S0044,-138.89490910820567,2,1.0
CP025,S0045,-508.3494951397486,2,1.0
CP025,S0046,-67.69168634753672,1,1.0
CP025,S0047,-59.077242836643485,1,1.0
CP025,S0048,-174.93258576177985,2,0.5
CP025,S0049,-211.83606731199907,2,1.0
CP025,S0050,-306.94198062557786,2,1.0
CP025,S0051,-167.0991888612291,2,1.0
CP025,S0052,-203.41142511717086,2,1.0
CP025,S0053,-264.1134251077068,2,1.0
CP025,S0054,-178.48706715487663,2,1.0
CP025,S0055,-261.69967886360627,2,1.0
CP025,S0056,-260.6466624146344,2,1.0
CP025,S0057,-235.61023572711403,2,1.0
CP025,S0058,-285.23464823614876,2,1.0
CP025,S0059,-123.95095168343185,2,1.0
CP025,S0060,-318.5395611133872,2,0.5
CP025,S0061,-223.99439330512533,2,1.0
CP025,S0062,-140.3376334798538,2,1.0
CP025,S0063,-499.62546854903877,2,1.0
CP025,S0064,-450.1799398903258,2,1.0
CP025,S0065,-372.9056117586308,2,1.0
CP025,S0066,-262.6781030525553,2,1.0
CP025,S0067,-266.6825400592994,2,1.0
CP025,S0071,-225.93995320668722,2,1.0
CP025,S0072,-267.5142741235077,2,1.0
CP025,S0075,-319.5499646224896,2,0.5
CP025,S0076,-228.34661436999264,2,0.0
CP025,S0077,-318.65658999850524,2,1.0
CP025,S0080,-189.7786417138093,2,0.0
CP025,S0081,-306.4416998815476,2,1.0
CP025,S0082,-299.3246952123737,2,0.5
CP025,S0083,-245.9437538105338,2,1.0
CP025,S0084,-206.24607340984082,2,1.0
CP025,S0085,-185.68825175107233,2,1.0
CP025,S0086,-240.91756314571026,2,1.0
CP025,S0087,-208.12226159062521,2,1.0
CP025,S0088,-260.00545444062146,2,1.0
CP025,S0089,-270.8857820543319,2,1.0
CP025,S0090,-258.89273112114813,2,0.5
CP025,S0091,-117.51644507202141,2,1.0
CP025,S0092,-223.5316868032285,2,1.0
CP025,S0093,-111.60365212797568,2,1.0
CP025,S0095,-162.3755569763183,2,0.0
CP025,S0096,-167.6793448788258,2,1.0
CP025,S0099,-70.86635267936416,1,1.0
CP025,S0100,-81.35974305320467,1,1.0
CP025,S0103,-117.85772719863142,2,1.0
CP025,S0104,-171.87610630970775,2,1.0
CP025,S0105,-289.0836929533981,2,1.0
CP025,S0106,-142.77159036459676,2,0.5
CP025,S0107,-236.9410721525931,2,1.0
CP025,S0108,-207.37175443560773,2,1.0
CP025,S0109,-340.37410526179383,2,1.0
CP025,S0110,-311.3805942853385,2,1.0
CP025,S0118,-160.09709929513164,2,1.0
CP025,S0119,-84.558709543541,1,1.0
CP025,S0125,-50.475171096480864,1,1.0
CP025,S0126,-28.714232950148396,1,1.0
CP025,S0127,-139.89931295746,2,0.5
CP025,S0128,-275.9052227169824,2,0.0
CP025,S0129,-237.32025925335094,2,1.0
CP025,S0130,-248.3607797179699,2,1.0
CP025,S0134,-312.1211214353943,2,1.0
CP025,S0135,-366.7216889108612,2,0.5
CP025,S0136,-236.14348072752324,2,0.5
CP025,S0137,-215.06867675272034,2,1.0
CP025,S0138,-217.18029309747453,2,1.0
CP025,S0139,-193.46650710024366,2,1.0
CP025,S0140,-109.57307203862649,1,1.0
CP025,S0141,-278.07203426036796,2,1.0
CP025,S0150,-222.84641765075642,2,1.0
CP025,S0151,-174.6304763635294,2,1.0
CP025,S0152,-227.6159066644434,2,0.5
CP025,S0153,-277.26664155372856,2,1.0
CP025,S0154,-256.39752609294413,2,1.0
CP025,S0163,-254.22316013752098,2,1.0
CP025,S0164,-272.92106437034744,2,1.0
CP025,S0165,-403.02522323501563,2,1.0
CP025,S0166,-425.59227913254995,2,1.0
CP025,S0167,-235.49736942915854,2,0.0
CP025,S0170,-676.2192633610952,2,0.5
CP025,S0171,-215.5858677604937,2,1.0
CP025,S0172,-225.98358759473314,2,0.5
CP025,S0173,-391.43181497916555,2,1.0
CP025,S0174,-196.1031368333908,2,1.0
CP025,S0175,-216.04971886130403,2,1.0
CP025,S0176,-156.26234406299,2,0.5
CP025,S0177,-234.16266000272688,2,1.0
CP025,S0178,-59.69254937516183,1,1.0
CP025,S0179,-221.38781421557624,2,1.0
CP025,S0180,-175.25203128168977,2,1.0
CP025,S0181,-193.83076721941728,2,1.0
CP025,S0182,-380.8958721783863,2,1.0
CP025,S0183,-281.71941457889784,2,1.0
CP025,S0184,-459.1811743459357,2,1.0
CP025,S0185,-317.49990994074136,2,1.0
CP025,S0186,-210.45048798440519,2,1.0
CP025,S0187,-245.51311557695988,2,1.0
CP025,S0191,-467.3590787320035,2,1.0
CP025,S0192,-163.43744276440177,2,1.0
CP025,S0193,-233.99496850584163,2,1.0
CP025,S0194,-547.3918546543915,2,1.0
CP025,S0195,-215.983047209218,2,1.0
CP025,S0196,-261.2629547832953,2,0.5
CP025,S0197,-97.40513739233444,1,1.0
CP025,S0198,-157.68270423675168,2,1.0
CP025,S0199,-185.0655206197759,2,0.5
CP025,S0202,-64.41075103972081,1,1.0
CP025,S0205,-81.94673521846022,2,1.0
CP025,S0206,1549.7580004128258,1,1.0
CP025,S0207,-37.21059026194756,1,1.0
CP025,S0208,-78.59404296012788,2,1.0
CP025,S0209,-106.6603890086888,2,1.0
CP025,S0210,-107.07038835445289,2,1.0
CP025,S0211,-117.1147988140329,2,1.0
CP025,S0212,-85.43334709819217,2,1.0
CP025,S0213,-173.25786270008433,2,1.0
CP025,S0214,-752.8600655651021,1,1.0
CP025,S0215,-74.25945559403458,1,1.0
CP025,S0216,-71.00653955852628,1,1.0
CP025,S0217,-245.05501899124812,2,1.0
CP025,S0218,-278.1712843703797,2,1.0
CP026,S0003,-148.9771028942226,1,1.0
CP026,S0004,-99.49986252386255,1,1.0
CP026,S0005,-338.19965427648896,2,1.0
CP026,S0006,-300.8337806109225,2,1.0
CP026,S0007,-128.04331586206365,1,1.0
CP026,S0008,-208.6600724165615,2,0.0
CP026,S0009,-142.80911424182088,1,1.0
CP026,S0010,-123.4137536288025,1,1.0
CP026,S0011,-301.4850229089286,2,0.5
CP026,S0012,-364.0301752173174,2,1.0
CP026,S0013,-249.03684576625426,2,0.5
CP026,S0014,-346.6732351387049,2,1.0
CP026,S0015,-281.2807781974935,2,1.0
CP026,S0016,-258.82302132095646,1,1.0
CP026,S0017,-496.98079249012125,2,1.0
CP026,S0018,-126.35129843793146,1,1.0
CP026,S0019,-116.06117316283142,1,1.0
CP026,S0020,-168.16384782820109,1,1.0
CP026,S0021,-304.0724408469092,2,1.0
CP026,S0022,-119.01556533976296,1,1.0
CP026,S0023,-244.90342953722217,2,0.5
CP026,S0025,-326.806968712555,2,1.0
CP026,S0028,-351.06290346761654,2,1.0
CP026,S0029,-260.40784695434945,2,0.5
CP026,S0030,-272.48531308180526,2,1.0
CP026,S0031,-214.7183300474935,2,1.0
CP026,S0034,-137.44588683036926,1,1.0
CP026,S0035,-169.40735884270748,1,1.0
CP026,S0036,-140.41773516343738,1,1.0
CP026,S0037,-274.1537760316382,2,1.0
CP026,S0038,-293.97191251503773,2,1.0
CP026,S0039,-88.19877112728689,1,1.0
CP026,S0040,-107.17279388274515,1,1.0
CP026,S0044,-138.89490910820567,2,1.0
CP026,S0045,-508.3494951397486,2,1.0
CP026,S0046,-67.69168634753672,1,1.0
CP026,S0047,-59.077242836643485,1,1.0
CP026,S0048,-182.88041660732404,1,1.0
CP026,S0049,-210.63134251291194,1,1.0
CP026,S0050,-306.94198062557786,2,0.0
CP026,S0051,-167.0991888612291,2,1.0
CP026,S0052,-203.41142511717086,2,1.0
CP026,S0053,-264.1134251077068,2,0.5
CP026,S0054,-98.13604119988499,1,1.0
CP026,S0055,-261.69967886360627,2,1.0
CP026,S0056,-227.2880884262882,1,1.0
CP026,S0057,-150.88554033880123,1,1.0
CP026,S0058,-285.23464823614876,2,0.0
CP026,S0059,-126.38834875658218,1,1.0
CP026,S0060,-318.5395611133872,2,0.5
CP026,S0061,-223.99439330512533,2,0.0
CP026,S0062,-147.45377808088293,1,1.0
CP026,S0063,-499.62546854903877,2,1.0
CP026,S0064,-450.1799398903258,2,1.0
CP026,S0065,-372.9056117586308,2,1.0
CP026,S0066,-198.35333126387098,1,1.0
CP026,S0067,-266.6825400592994,2,1.0
CP026,S0071,-225.93995320668722,2,1.0
CP026,S0072,-267.5142741235077,2,1.0
CP026,S0075,-319.5499646224896,2,0.0
CP026,S0076,-213.06101371420314,1,1.0
CP026,S0077,-318.65658999850524,2,1.0
CP026,S0080,-181.97072563550313,1,1.0
CP026,S0081,-306.4416998815476,2,1.0
CP026,S0082,-213.90592335688567,1,1.0
CP026,S0083,-147.0842593620446,1,1.0
CP026,S0084,-160.5440922033745,1,1.0
CP026,S0085,-155.45460379912814,1,1.0
CP026,S0086,-240.91756314571026,2,1.0
CP026,S0087,-208.12226159062521,2,0.5
CP026,S0088,-210.82597444586656,1,1.0
CP026,S0089,-276.6486121810292,1,1.0
CP026,S0090,-244.84062019114697,1,1.0
CP026,S0091,-107.38568117455736,1,1.0
CP026,S0092,-159.34973673930932,1,1.0
CP026,S0093,-68.51185816259373,1,1.0
CP026,S0095,-127.18704555377711,1,1.0
CP026,S0096,-70.8480515152132,1,1.0
CP026,S0099,-70.86635267936416,1,1.0
CP026,S0100,-81.35974305320467,1,1.0
CP026,S0103,-128.0720473537429,1,1.0
CP026,S0104,-152.1914894363915,1,1.0
CP026,S0105,-289.0836929533981,2,1.0
CP026,S0106,-153.12047174816033,1,1.0
CP026,S0107,-157.54824060901794,1,1.0
CP026,S0108,-207.37175443560773,2,1.0
CP026,S0109,-340.37410526179383,2,1.0
CP026,S0110,-311.3805942853385,2,1.0
CP026,S0118,-160.09709929513164,2,1.0
CP026,S0119,-84.558709543541,1,1.0
CP026,S0125,-50.475171096480864,1,1.0
CP026,S0126,-28.714232950148396,1,1.0
CP026,S0127,-137.6682681476883,1,1.0
CP026,S0128,-214.07412682783777,1,1.0
CP026,S0129,-237.32025925335094,2,0.5
CP026,S0130,-183.712450955753,1,1.0
CP026,S0134,-312.1211214353943,2,1.0
CP026,S0135,-366.7216889108612,2,0.5
CP026,S0136,-236.14348072752324,2,0.5
CP026,S0137,-183.46312710108975,1,1.0
CP026,S0138,-217.18029309747453,2,1.0
CP026,S0139,-201.36374692013285,1,1.0
CP026,S0140,-109.57307203862649,1,1.0
CP026,S0141,-278.07203426036796,2,1.0
CP026,S0150,-208.28039034059444,1,1.0
CP026,S0151,-174.6304763635294,2,1.0
CP026,S0152,-227.6159066644434,2,0.0
CP026,S0153,-165.41747173198473,1,1.0
CP026,S0154,-123.9565687322787,1,1.0
CP026,S0163,-191.39320060489985,1,1.0
CP026,S0164,-272.92106437034744,2,1.0
CP026,S0165,-403.02522323501563,2,1.0
CP026,S0166,-425.59227913254995,2,1.0
CP026,S0167,-235.49736942915854,2,0.0
CP026,S0170,-676.2192633610952,2,0.5
CP026,S0171,-180.5418907445166,1,1.0
CP026,S0172,-225.98358759473314,2,0.5
CP026,S0173,-391.43181497916555,2,1.0
CP026,S0174,-196.1031368333908,2,0.0
CP026,S0175,-216.04971886130403,2,0.0
CP026,S0176,-123.05217319970856,1,1.0
CP026,S0177,-232.9395070010689,1,1.0
CP026,S0178,-59.69254937516183,1,1.0
CP026,S0179,-159.57019954733136,1,1.0
CP026,S0180,-105.5297038907723,1,1.0
CP026,S0181,-138.8878655724018,1,1.0
CP026,S0182,-380.8958721783863,2,0.5
CP026,S0183,-281.71941457889784,2,1.0
CP026,S0184,-459.1811743459357,2,1.0
CP026,S0185,-317.49990994074136,2,1.0
CP026,S0186,-210.45048798440519,2,0.0
CP026,S0187,-160.12932107716654,1,1.0
CP026,S0191,-467.3590787320035,2,1.0
CP026,S0192,-163.43744276440177,2,0.0
CP026,S0193,-200.24212055619105,1,1.0
CP026,S0194,-547.3918546543915,2,1.0
CP026,S0195,-215.983047209218,2,1.0
CP026,S0196,-261.2629547832953,2,0.5
CP026,S0197,-97.40513739233444,1,1.0
CP026,S0198,-157.68270423675168,2,1.0
CP026,S0199,-185.0655206197759,2,0.5
CP026,S0202,-64.41075103972081,1,1.0
CP026,S0205,-85.14828071744505,1,1.0
CP026,S0206,1549.7580004128258,1,1.0
CP026,S0207,-37.21059026194756,1,1.0
CP026,S0208,-85.36585257121779,1,1.0
CP026,S0209,-92.02705489977726,1,1.0
CP026,S0210,-108.96518228005502,1,1.0
CP026,S0211,-86.32701126732336,1,1.0
CP026,S0212,-89.86022051361894,1,1.0
CP026,S0213,-113.3190555409297,1,1.0
CP026,S0214,-752.8600655651021,1,1.0
CP026,S0215,-74.25945559403458,1,1.0
CP026,S0216,-71.00653955852628,1,1.0
CP026,S0217,-245.05501899124812,2,1.0
CP026,S0218,-278.1712843703797,2,1.0
CP027,S0003,-148.9771028942226,1,1.0
CP027,S0004,-99.49986252386255,1,1.0
CP027,S0005,-338.19965427648896,2,1.0
CP027,S0006,-300.8337806109225,2,1.0
CP027,S0007,-128.04331586206365,1,1.0
CP027,S0008,-208.6600724165615,2,0.0
CP027,S0009,-142.80911424182088,1,1.0
CP027,S0010,-123.4137536288025,1,1.0
CP027,S0011,-276.53716661098485,1,1.0
CP027,S0012,-268.27973491824775,1,1.0
CP027,S0013,-148.663462051374,1,1.0
CP027,S0014,-346.6732351387049,2,0.0
CP027,S0015,-281.2807781974935,2,0.5
CP027,S0016,-258.82302132095646,1,1.0
CP027,S0017,-496.98079249012125,2,1.0
CP027,S0018,-126.35129843793146,1,1.0
CP027,S0019,-116.06117316283142,1,1.0
CP027,S0020,-168.16384782820109,1,1.0
CP027,S0021,-241.77584006475195,1,1.0
CP027,S0022,-119.01556533976296,1,1.0
CP027,S0023,-208.43071083295368,1,1.0
CP027,S0025,-239.3684150158617,1,1.0
CP027,S0028,-351.06290346761654,2,0.0
CP027,S0029,-239.59706531141293,1,1.0
CP027,S0030,-215.11326337945607,1,1.0
CP027,S0031,-135.17163230310925,1,1.0
CP027,S0034,-137.44588683036926,1,1.0
CP027,S0035,-169.40735884270748,1,1.0
CP027,S0036,-140.41773516343738,1,1.0
CP027,S0037,-241.13100613853518,1,1.0
CP027,S0038,-258.519299168668,1,1.0
CP027,S0039,-88.19877112728689,1,1.0
CP027,S0040,-107.17279388274515,1,1.0
CP027,S0044,-127.4490399970107,1,1.0
CP027,S0045,-508.3494951397486,2,1.0
CP027,S0046,-67.69168634753672,1,1.0
CP027,S0047,-59.077242836643485,1,1.0
CP027,S0048,-182.88041660732404,1,1.0
CP027,S0049,-210.63134251291194,1,1.0
CP027,S0050,-289.3263721217961,1,1.0
CP027,S0051,-145.67776187589297,1,1.0
CP027,S0052,-178.92376224678617,1,1.0
CP027,S0053,-256.19752134174206,1,1.0
CP027,S0054,-98.13604119988499,1,1.0
CP027,S0055,-261.69967886360627,2,1.0
CP027,S0056,-227.2880884262882,1,1.0
CP027,S0057,-150.88554033880123,1,1.0
CP027,S0058,-231.75216650105216,1,1.0
CP027,S0059,-126.38834875658218,1,1.0
CP027,S0060,-231.38254879481372,1,1.0
CP027,S0061,-184.56342253939212,1,1.0
CP027,S0062,-147.45377808088293,1,1.0
CP027,S0063,-499.62546854903877,2,1.0
CP027,S0064,-450.1799398903258,2,1.0
CP027,S0065,-372.9056117586308,2,1.0
