sample,record_id,csv_path,x_name,x_unit,y_name,y_unit,x_class,y_class,hour_multiplier,mapping_count,csv_count_in_sample,metadata_status,numeric_rows,malformed_rows,x_min,x_max,y_min,y_max,x_unique,x_monotonic,csv_status,x_max_hours,strict_pce_hour_eligible,eligibility_reason
图片17,samples_test__unknown__unknown__图片17,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_1__Series_1.csv,Time,(h),Stabilized output power,(Norm.),time_hours,power_proxy,1.0,0,2,ok,50,0,13.195846694149822,1144.3429396772717,0.972829842612897,1.0592242921721722,50,True,ok,1144.3429396772717,False,power_proxy
图片17,samples_test__unknown__unknown__图片17,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片17/accepted/samples_test__unknown__unknown__图片17__Series_2__Series_2.csv,Time,(h),Stabilized output power,(Norm.),time_hours,power_proxy,1.0,0,2,ok,51,0,10.887383239082226,1165.11911077288,0.7597235337000181,1.0189068823778438,51,True,ok,1165.11911077288,False,power_proxy
图片171,samples_test__unknown__unknown__图片171,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片171/accepted/samples_test__unknown__unknown__图片171__Series_1__Series_1.csv,,,,,missing,missing,,0,2,ok,25,0,0.4276531921309896,75.57322836493739,0.4697458041933409,1.0014842123194216,25,True,ok,,False,missing;missing
图片171,samples_test__unknown__unknown__图片171,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片171/accepted/samples_test__unknown__unknown__图片171__Series_2__Series_2.csv,,,,,missing,missing,,0,2,ok,101,0,0.1145466289109649,313.22110984893766,0.8577711290421025,1.0086698664832876,101,True,ok,,False,missing;missing
图片172,samples_test__unknown__unknown__图片172,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_1__Series_1.csv,Time (h),(h),PCE (Norm.),(Norm.),time_hours,pce_or_efficiency,1.0,0,3,ok,42,0,1.132740867468499,162.03470509867685,0.6823927474173755,0.9733975321245636,42,True,ok,162.03470509867685,True,eligible
图片172,samples_test__unknown__unknown__图片172,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_2__Series_2.csv,Time (h),(h),PCE (Norm.),(Norm.),time_hours,pce_or_efficiency,1.0,0,3,ok,43,0,2.3100723130627117,167.13647469625175,0.8576214349829941,0.9921720343637369,43,True,ok,167.13647469625175,True,eligible
图片172,samples_test__unknown__unknown__图片172,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片172/accepted/samples_test__unknown__unknown__图片172__Series_3__Series_3.csv,Time (h),(h),PCE (Norm.),(Norm.),time_hours,pce_or_efficiency,1.0,0,3,ok,66,0,1.5251846826665698,256.6136645614115,0.923332192820101,1.0046883691898525,66,True,ok,256.6136645614115,True,eligible
图片175,samples_test__unknown__unknown__图片175,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片175/accepted/samples_test__unknown__unknown__图片175__Series_1__Series_1.csv,,,Normalized PCE,,missing,pce_or_efficiency,,0,2,ok,43,0,-2.9453016719780862,1177.4330128252627,0.6366144645079682,0.9999415045241565,43,True,ok,,False,missing
图片175,samples_test__unknown__unknown__图片175,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片175/accepted/samples_test__unknown__unknown__图片175__Series_2__Series_2.csv,,,Normalized PCE,,missing,pce_or_efficiency,,0,2,ok,15,0,-2.9453016719780862,390.5141364937688,0.0504925414629851,0.9999415045241565,15,True,ok,,False,missing
图片180,samples_test__unknown__unknown__图片180,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Ctrl__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,30,0,0.6751644366064369,199.06012913297616,0.7108457228836818,1.0031191577097762,30,True,ok,199.06012913297616,True,eligible
图片180,samples_test__unknown__unknown__图片180,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,59,0,2.043336606926232,398.81326599966565,0.9088374045400683,1.0078332453682617,59,True,ok,398.81326599966565,True,eligible
图片181,samples_test__unknown__unknown__图片181,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片181/accepted/samples_test__unknown__unknown__图片181__SnO2-SSSO__Series_2.csv,UV Exposure Time,(hours),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,36,0,0.01809136969989744,27.766872132758643,0.8126054097631668,1.0031863875530311,36,True,ok,27.766872132758643,True,eligible
图片181,samples_test__unknown__unknown__图片181,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片181/accepted/samples_test__unknown__unknown__图片181__SnO2__Series_1.csv,UV Exposure Time,(hours),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,36,0,-0.06119086105169913,27.687589902007048,0.42932588776355074,1.0010688211331438,36,True,ok,27.687589902007048,True,eligible
图片183,samples_test__unknown__unknown__图片183,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_1__Series_1.csv,Time,h,Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,34,0,-1.4037927799667145,157.05574934240116,0.49828598685486636,0.988498759592244,34,True,ok,157.05574934240116,True,eligible
图片183,samples_test__unknown__unknown__图片183,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片183/accepted/samples_test__unknown__unknown__图片183__Series_2__Series_2.csv,Time,h,Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,34,0,-0.44343191861902653,158.01611020374884,0.7634830606308247,1.0005531720366057,34,True,ok,158.01611020374884,True,eligible
图片184,samples_test__unknown__unknown__图片184,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,Time,( h),PCE,( %),time_hours,pce_or_efficiency,1.0,2,2,ok,48,0,9.467125631692284,1000.1511254084596,0.9351683769252297,1.0086795242871827,48,True,ok,1000.1511254084596,True,eligible
图片184,samples_test__unknown__unknown__图片184,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,Time,( h),PCE,( %),time_hours,pce_or_efficiency,1.0,2,2,ok,37,0,5.339275632622417,748.3522754651981,0.4156896022340947,0.9792750653424015,37,True,ok,748.3522754651981,True,eligible
图片186,samples_test__unknown__unknown__图片186,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_1__Series_1.csv,Time,(h),PCE,(Nor.),time_hours,pce_or_efficiency,1.0,0,3,ok,37,0,-0.2246939333197382,70.52990231854831,0.8364326585990584,1.0012655939788877,37,True,ok,70.52990231854831,True,eligible
图片186,samples_test__unknown__unknown__图片186,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_2__Series_2.csv,Time,(h),PCE,(Nor.),time_hours,pce_or_efficiency,1.0,0,3,ok,37,0,-0.2246939333197382,70.52990231854831,0.5246834112502505,1.0012655939788877,37,True,ok,70.52990231854831,True,eligible
图片186,samples_test__unknown__unknown__图片186,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片186/accepted/samples_test__unknown__unknown__图片186__Series_3__Series_3.csv,Time,(h),PCE,(Nor.),time_hours,pce_or_efficiency,1.0,0,3,ok,37,0,0.758008792400652,71.5126050442687,0.8077660611416967,1.0012655939788877,37,True,ok,71.5126050442687,True,eligible
图片19,samples_test__unknown__unknown__图片19,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,31,0,13.075490699536488,1001.3316781661649,0.9816149687928072,1.00180362596591,31,True,ok,1001.3316781661649,True,eligible
图片19,samples_test__unknown__unknown__图片19,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,31,0,-3.395445758240669,984.8607417083879,0.8421297010513698,0.9999682934956279,31,True,ok,984.8607417083879,True,eligible
图片190,samples_test__unknown__unknown__图片190,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,26,0,-9.840442929851548,702.4925430205868,17.205646113178055,18.697217330095683,26,True,ok,702.4925430205868,True,eligible
图片190,samples_test__unknown__unknown__图片190,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Target__Series_2.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,6,0,-12.689774873653306,129.77682231643433,15.403330892735916,19.00796133362019,6,True,ok,129.77682231643433,True,eligible
图片193,samples_test__unknown__unknown__图片193,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片193/accepted/samples_test__unknown__unknown__图片193__Series_1__Series_1.csv,Time,(hr),PCE,(%),time_hours,pce_or_efficiency,1.0,0,1,ok,40,0,-2.7638948338644838,443.4409561379175,10.25509419331358,15.702068104647779,40,True,ok,443.4409561379175,True,eligible
图片194,samples_test__unknown__unknown__图片194,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片194/accepted/samples_test__unknown__unknown__图片194__Series_1__Series_1.csv,Time,(hr),PCE,(%),time_hours,pce_or_efficiency,1.0,0,1,ok,39,0,-0.4524582201495875,100.25153525282083,18.82754896103546,19.574365746558748,39,True,ok,100.25153525282083,True,eligible
图片196,samples_test__unknown__unknown__图片196,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片196/accepted/samples_test__unknown__unknown__图片196__Series_1__Series_1.csv,HF Cycle,,Normalized PCE,(a.u.),non_time_cycle,pce_or_efficiency,,0,2,ok,30,0,-0.3540015494049982,33.34128955299012,0.6680807324431222,1.141364106882775,30,True,ok,,False,non_time_cycle
图片196,samples_test__unknown__unknown__图片196,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片196/accepted/samples_test__unknown__unknown__图片196__Series_2__Series_2.csv,HF Cycle,,Normalized PCE,(a.u.),non_time_cycle,pce_or_efficiency,,0,2,ok,27,0,-0.3540015494049982,29.85556978377683,1.0039592562390047,1.2253337378317457,27,True,ok,,False,non_time_cycle
图片197,samples_test__unknown__unknown__图片197,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,38,0,-6.900447957970613,493.13118991227776,21.6202806858646,23.231780977224886,38,True,ok,493.13118991227776,True,eligible
图片197,samples_test__unknown__unknown__图片197,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,39,0,-6.900447957970613,506.6455585033655,20.558155493831684,22.16965578519197,39,True,ok,506.6455585033655,True,eligible
图片200,samples_test__unknown__unknown__图片200,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片200/accepted/samples_test__unknown__unknown__图片200__Series_1__Series_1.csv,,,,,missing,missing,,0,2,ok,37,0,-3.5596083717893237,726.3060662112317,0.7918564701021664,1.062788298220378,37,True,ok,,False,missing;missing
图片200,samples_test__unknown__unknown__图片200,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片200/accepted/samples_test__unknown__unknown__图片200__Series_2__Series_2.csv,,,,,missing,missing,,0,2,ok,37,0,-3.5596083717893237,726.3060662112317,0.7422957698366399,1.0132275979548515,37,True,ok,,False,missing;missing
图片202,samples_test__unknown__unknown__图片202,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,35,0,0.11501193316786384,490.42998444213384,10.64729143125671,18.33935196833391,35,True,ok,490.42998444213384,True,eligible
图片202,samples_test__unknown__unknown__图片202,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,35,0,0.11501193316786384,490.42998444213384,14.9206583962996,18.852156004139058,35,True,ok,490.42998444213384,True,eligible
图片203,samples_test__unknown__unknown__图片203,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__0--Control__Series_1.csv,Time,(d),Normalized PCE,(%),time_days,pce_or_efficiency,24.0,2,2,ok,46,0,0.39086762189152857,65.87078911965631,0.38133788167813076,0.967976560051057,46,True,ok,1580.8989388717514,True,eligible
图片203,samples_test__unknown__unknown__图片203,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__DMPESI__Series_2.csv,Time,(d),Normalized PCE,(%),time_days,pce_or_efficiency,24.0,2,2,ok,46,0,0.09984574856813033,65.57976724633292,0.9426540271716501,1.0059603593701674,46,True,ok,1573.91441391199,True,eligible
图片204,samples_test__unknown__unknown__图片204,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片204/accepted/samples_test__unknown__unknown__图片204__Series_1__Series_1.csv,Time,(h),Normalized Pmax,,time_hours,power_proxy,1.0,0,2,ok,42,0,1.2181884965313827,988.2798442973291,0.7795773329979716,1.0155397567817648,42,True,ok,988.2798442973291,False,power_proxy
图片204,samples_test__unknown__unknown__图片204,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片204/accepted/samples_test__unknown__unknown__图片204__Series_2__Series_2.csv,Time,(h),Normalized Pmax,,time_hours,power_proxy,1.0,0,2,ok,41,0,-3.59674640981396,983.4649093909837,0.9232066344315848,1.0052805209650781,41,True,ok,983.4649093909837,False,power_proxy
图片205,samples_test__unknown__unknown__图片205,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_1__Series_1.csv,Time,(h),PCE,(Normalized),time_hours,pce_or_efficiency,1.0,0,2,ok,54,0,-4.682881746365638,999.1515379238356,0.5793394157995296,1.0032495068713239,54,True,ok,999.1515379238356,True,eligible
图片205,samples_test__unknown__unknown__图片205,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_2__Series_2.csv,Time,(h),PCE,(Normalized),time_hours,pce_or_efficiency,1.0,0,2,ok,54,0,-4.682881746365638,999.1515379238356,0.7583236764742871,0.9969693573739639,54,True,ok,999.1515379238356,True,eligible
图片208,samples_test__unknown__unknown__图片208,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片208/accepted/samples_test__unknown__unknown__图片208__Series_1__Series_1.csv,,,Norm. PCE,,missing,pce_or_efficiency,,0,4,ok,43,0,87.0,507.0,-142.0,-68.0,43,True,ok,,False,missing
图片208,samples_test__unknown__unknown__图片208,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片208/accepted/samples_test__unknown__unknown__图片208__Series_2__Series_2.csv,,,Norm. PCE,,missing,pce_or_efficiency,,0,4,ok,37,0,99.0,509.0,-134.0,-68.0,37,True,ok,,False,missing
图片208,samples_test__unknown__unknown__图片208,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片208/accepted/samples_test__unknown__unknown__图片208__Series_3__Series_3.csv,,,Norm. PCE,,missing,pce_or_efficiency,,0,4,ok,43,0,90.0,510.0,-86.0,-65.0,43,True,ok,,False,missing
图片208,samples_test__unknown__unknown__图片208,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片208/accepted/samples_test__unknown__unknown__图片208__Series_4__Series_4.csv,,,Norm. PCE,,missing,pce_or_efficiency,,0,4,ok,43,0,90.0,510.0,-105.0,-66.0,43,True,ok,,False,missing
图片210,samples_test__unknown__unknown__图片210,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片210/accepted/samples_test__unknown__unknown__图片210__Series_1__Series_1.csv,,,,,missing,missing,,0,3,ok,40,0,22.14280036292807,646.5920919190464,0.5920218051366792,1.0079674809529668,40,True,ok,,False,missing;missing
图片210,samples_test__unknown__unknown__图片210,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片210/accepted/samples_test__unknown__unknown__图片210__Series_2__Series_2.csv,,,,,missing,missing,,0,3,ok,23,0,23.743952392559137,375.9973989113951,0.9621752964594306,1.0117834963274281,23,True,ok,,False,missing;missing
图片210,samples_test__unknown__unknown__图片210,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片210/accepted/samples_test__unknown__unknown__图片210__Series_3__Series_3.csv,,,,,missing,missing,,0,3,ok,41,0,30.14856051108343,670.6093723635125,0.9201991273403557,1.0155995117018894,41,True,ok,,False,missing;missing
图片28,samples_test__unknown__unknown__图片28,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片28/accepted/samples_test__unknown__unknown__图片28__Series_1__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,0,2,ok,40,0,-2.19198407061873,397.2363532366328,10.232502162418147,15.80494256418163,40,True,ok,397.2363532366328,True,eligible
图片28,samples_test__unknown__unknown__图片28,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片28/accepted/samples_test__unknown__unknown__图片28__Series_2__Series_2.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,0,2,ok,41,0,-3.216159294483475,396.21217801276805,14.035913865209096,18.370034177691807,40,True,ok,396.21217801276805,True,eligible
图片31,samples_test__unknown__unknown__图片31,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片31/accepted/samples_test__unknown__unknown__图片31__Series_1__Series_1.csv,,,,,missing,missing,,0,4,ok,50,0,3.2006482036469492,1856.988380371974,17.646101707095692,19.107528430014156,50,True,ok,,False,missing;missing
图片31,samples_test__unknown__unknown__图片31,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片31/accepted/samples_test__unknown__unknown__图片31__Series_2__Series_2.csv,,,,,missing,missing,,0,4,ok,50,0,-0.5825920660843167,1853.2051401022427,9.689445104539612,10.338968092503372,50,True,ok,,False,missing;missing
图片31,samples_test__unknown__unknown__图片31,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片31/accepted/samples_test__unknown__unknown__图片31__Series_3__Series_3.csv,,,,,missing,missing,,0,4,ok,50,0,-0.5825920660843167,1853.2051401022427,12.125156309403717,12.93706004435842,50,True,ok,,False,missing;missing
图片31,samples_test__unknown__unknown__图片31,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片31/accepted/samples_test__unknown__unknown__图片31__Series_4__Series_4.csv,,,,,missing,missing,,0,4,ok,50,0,25.90008982203466,1879.6878219903615,22.030381875851084,22.842285610805785,50,True,ok,,False,missing;missing
图片33,samples_test__unknown__unknown__图片33,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__0—AZO__Series_2.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,10,0,-10.404833096367838,320.5081505840241,2.4619999371478727,9.875659728621761,10,True,ok,320.5081505840241,True,eligible
图片33,samples_test__unknown__unknown__图片33,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__AZO_SnOx__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,29,0,-10.404833096367838,1019.1022272426294,11.647477791992879,12.253626076830367,29,True,ok,1019.1022272426294,True,eligible
图片35,samples_test__unknown__unknown__图片35,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片35/accepted/samples_test__unknown__unknown__图片35__Series_1__Series_1.csv,Time (h),(h),PCE (relative %),(relative %),time_hours,pce_or_efficiency,1.0,0,1,ok,25,0,152.87783837402958,10092.634846368906,101.8945369050835,122.71487143864086,25,True,ok,10092.634846368906,True,eligible
图片37,samples_test__unknown__unknown__图片37,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片37/accepted/samples_test__unknown__unknown__图片37__Series_1__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,23,0,0.3180359951261664,199.66106891522938,0.7113028321342723,0.9981971146446375,23,True,ok,199.66106891522938,True,eligible
图片37,samples_test__unknown__unknown__图片37,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片37/accepted/samples_test__unknown__unknown__图片37__Series_2__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,44,0,2.1302453853089247,391.7552642746016,0.9108814634458307,1.0106707791016099,44,True,ok,391.7552642746016,True,eligible
图片39,samples_test__unknown__unknown__图片39,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_1__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,0,2,ok,37,0,-6.805483297274634,1956.5839545291947,23.29997405376305,25.702766797176935,37,True,ok,1956.5839545291947,True,eligible
图片39,samples_test__unknown__unknown__图片39,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_2__Series_2.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,0,2,ok,37,0,-6.805483297274634,1956.5839545291947,18.6946212955531,24.90183588270564,37,True,ok,1956.5839545291947,True,eligible
图片4,samples_test__unknown__unknown__图片4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片4/accepted/samples_test__unknown__unknown__图片4__Series_1__Series_1.csv,,,,,missing,missing,,0,3,ok,32,0,-10.390511138820898,1180.767813223611,0.21196473026748752,0.9996501883790009,32,True,ok,,False,missing;missing
图片4,samples_test__unknown__unknown__图片4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片4/accepted/samples_test__unknown__unknown__图片4__Series_2__Series_2.csv,,,,,missing,missing,,0,3,ok,32,0,-10.390511138820898,1180.767813223611,0.8306035375514158,1.0032469256306515,32,True,ok,,False,missing;missing
图片4,samples_test__unknown__unknown__图片4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片4/accepted/samples_test__unknown__unknown__图片4__Series_3__Series_3.csv,,,,,missing,missing,,0,3,ok,32,0,-10.390511138820898,1180.767813223611,0.8629741728162725,1.0032469256306515,32,True,ok,,False,missing;missing
图片42,samples_test__unknown__unknown__图片42,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片42/accepted/samples_test__unknown__unknown__图片42__Series_1__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,52,0,-1.0737907291064204,275.0539059213095,0.8481866535302959,1.0038375003866022,52,True,ok,275.0539059213095,True,eligible
图片42,samples_test__unknown__unknown__图片42,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片42/accepted/samples_test__unknown__unknown__图片42__Series_2__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,52,0,-1.0737907291064204,275.0539059213095,0.6622703642297079,1.0038375003866022,52,True,ok,275.0539059213095,True,eligible
图片47,samples_test__unknown__unknown__图片47,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1.csv,Duration,(hours),Efficiency,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,44,0,2.1806589452498883,4796.898568183038,19.832219885280857,23.314479761565686,44,True,ok,4796.898568183038,True,eligible
图片47,samples_test__unknown__unknown__图片47,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__PTAA_BCP__Series_2.csv,Duration,(hours),Efficiency,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,40,0,-8.969847820419318,4339.727790790598,16.150973730351183,23.115493482920836,40,True,ok,4339.727790790598,True,eligible
图片48,samples_test__unknown__unknown__图片48,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,Duration,(hours),Efficiency,(%),time_hours,pce_or_efficiency,1.0,3,3,ok,42,0,-2.557184399387097,1842.8053340342467,19.863379904002123,23.350358033099738,42,True,ok,1842.8053340342467,True,eligible
图片48,samples_test__unknown__unknown__图片48,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2.csv,Duration,(hours),Efficiency,(%),time_hours,pce_or_efficiency,1.0,3,3,ok,30,0,-7.058068590688663,1298.1983468867597,14.483470790537227,21.25817115564117,30,True,ok,1298.1983468867597,True,eligible
图片48,samples_test__unknown__unknown__图片48,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__PTAA_BCP__Series_3.csv,Duration,(hours),Efficiency,(%),time_hours,pce_or_efficiency,1.0,3,3,ok,17,0,-16.059836973291738,704.0816336349558,12.789795699261242,22.154822674551983,17,True,ok,704.0816336349558,True,eligible
图片50,samples_test__unknown__unknown__图片50,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片50/accepted/samples_test__unknown__unknown__图片50__Series_1__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,0,1,ok,47,0,-4.296387949859337,984.5842559799657,20.203684097550603,23.16050724667432,47,True,ok,984.5842559799657,True,eligible
图片51,samples_test__unknown__unknown__图片51,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片51/accepted/samples_test__unknown__unknown__图片51__Series_1__Series_1.csv,,,Normalized PCE,(a.u.),missing,pce_or_efficiency,,0,2,ok,17,0,-5.070617723723217,337.30790675532387,0.8102874961705441,1.0074797999687704,17,True,ok,,False,missing
图片51,samples_test__unknown__unknown__图片51,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片51/accepted/samples_test__unknown__unknown__图片51__Series_2__Series_2.csv,,,Normalized PCE,(a.u.),missing,pce_or_efficiency,,0,2,ok,48,0,-5.070617723723217,1000.6662979334776,0.9335326860444355,1.0013175404750758,48,True,ok,,False,missing
