,c0,c1,c2,c3,c4
c0,0.0,7.144544959600066,17.278558994159333,14.886653645356883,11.786496862894545
c1,7.144544959600066,0.0,10.24272399688352,7.821700181496276,4.713551097264843
c2,17.278558994159333,10.24272399688352,0.0,2.4289443357836187,5.530152356487027
c3,14.886653645356883,7.821700181496276,2.4289443357836187,0.0,3.1105639362769626
c4,11.786496862894545,4.713551097264843,5.530152356487027,3.1105639362769626,0.0
