curve_id,source_file,relative_source,validation_file,doi,record_id,legend,time_factor_to_hours,n_original_points,duration_hours,covers_window,n_points_in_window,maximum_relative_gap,points_first_quarter,points_last_quarter
C4f1d83dce6,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201801654/Fig4_F_stability_performance_curve_pce/accepted/10.1002_adfm.201801654__Fig4__F__stability_performance_curve_pce__Control_MAPbl__Series_1.csv,x_time_day/10.1002_adfm.201801654/Fig4_F_stability_performance_curve_pce/accepted/10.1002_adfm.201801654__Fig4__F__stability_performance_curve_pce__Control_MAPbl__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201801654/Fig4_F_stability_performance_curve_pce/validation_result.json,10.1002/adfm.201801654,10.1002_adfm.201801654__Fig4__F__stability_performance_curve_pce,Control MAPbl,24.0,47,472.3744498688373,True,30,0.03423003259919142,8,8
C88a2b0b8bf,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/validation_result.json,10.1002/adfm.201807604,10.1002_adfm.201807604__Fig5__A__stability,AD-SnO₂,24.0,61,715.8588594181258,True,26,0.03976993663434049,7,7
Cdf92c87867,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/validation_result.json,10.1002/adfm.201807604,10.1002_adfm.201807604__Fig5__A__stability,TA-SnO2,24.0,61,715.8588594181258,True,26,0.039769936634340676,7,7
C68e568b1c8,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202000778,10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce,MAPbI₃,24.0,48,372.82933753035616,True,38,0.026441796987968662,10,9
Ca7c85d3409,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv,x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_F_stability/validation_result.json,10.1002/adfm.202204450,10.1002_adfm.202204450__Fig1__F__stability,Control,24.0,52,468.3998531719714,True,33,0.030614369488364258,9,8
C4cbc536282,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv,x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/validation_result.json,10.1002/adma.201700607,10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce,ICBA-mixture,24.0,61,711.4715137701785,True,26,0.039526195209454516,7,7
C3c26fd9c2c,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv,x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/validation_result.json,10.1002/adma.201706975,10.1002_adma.201706975__Fig4__A__stability_performance_curve,TiO2,24.0,63,481.05737426959064,True,39,0.02586329969191373,10,10
C63dab6011c,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_advs.201801715/Fig5_A_sem_image_stability_performance_curve_pce/accepted/10.1002_advs.201801715__Fig5__A__sem_image_stability_performance_curve_pce__Control__Series_1.csv,x_time_day/10.1002_advs.201801715/Fig5_A_sem_image_stability_performance_curve_pce/accepted/10.1002_advs.201801715__Fig5__A__sem_image_stability_performance_curve_pce__Control__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_advs.201801715/Fig5_A_sem_image_stability_performance_curve_pce/validation_result.json,10.1002/advs.201801715,10.1002_advs.201801715__Fig5__A__sem_image_stability_performance_curve_pce,Control,24.0,52,358.2557681210091,True,43,0.023415409681111898,11,10
C5474166035,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201602556/Fig7_A_stability_performance_curve/accepted/10.1002_aenm.201602556__Fig7__A__stability_performance_curve__doped_Spiro-OMeTAD__Series_1.csv,x_time_day/10.1002_aenm.201602556/Fig7_A_stability_performance_curve/accepted/10.1002_aenm.201602556__Fig7__A__stability_performance_curve__doped_Spiro-OMeTAD__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201602556/Fig7_A_stability_performance_curve/validation_result.json,10.1002/aenm.201602556,10.1002_aenm.201602556__Fig7__A__stability_performance_curve,doped Spiro-OMeTAD,24.0,69,702.4286627106056,True,30,0.03443277758385344,8,8
Cc7600e8ab0,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201703392/Fig6_C_stability_performance_curve/accepted/10.1002_aenm.201703392__Fig6__C__stability_performance_curve__Reference__Series_1.csv,x_time_day/10.1002_aenm.201703392/Fig6_C_stability_performance_curve/accepted/10.1002_aenm.201703392__Fig6__C__stability_performance_curve__Reference__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201703392/Fig6_C_stability_performance_curve/validation_result.json,10.1002/aenm.201703392,10.1002_aenm.201703392__Fig6__C__stability_performance_curve,Reference,24.0,75,885.3190455310239,True,26,0.039879236285181606,7,7
Cd58efda5d5,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201800715/Fig6_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800715__Fig6__D__stability_performance_curve_pce__W_OAQ310__Series_1.csv,x_time_day/10.1002_aenm.201800715/Fig6_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800715__Fig6__D__stability_performance_curve_pce__W_OAQ310__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201800715/Fig6_D_stability_performance_curve_pce/validation_result.json,10.1002/aenm.201800715,10.1002_aenm.201800715__Fig6__D__stability_performance_curve_pce,W/OAQ310,24.0,51,473.2508563544361,True,32,0.031550057090296,8,8
