pair_id,sigma,learning_rate,qe_drop_k3_to_k4_percent,qe_drop_k4_to_k5_percent,qe_drop_k5_to_k6_percent,k4_minimum_node_size,k5_minimum_node_size,k6_minimum_node_size
1,0.5,0.1,24.96308364129743,7.861832380001796,6.177620986049277,4,4,4
2,0.3,0.1,30.836473354377738,4.3311366836368395,3.447168758548295,4,4,3
3,0.5,0.3,25.124196472379623,9.150529668891014,4.684491499815269,4,4,4
