sample,curve_id,csv_path,window_hours,included,reason,duration_hours,first_global_max_time_hours,raw_points
图片60,图片60_4ebea0dbba,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片60/accepted/samples_test__unknown__unknown__图片60__Series_3__Series_3.csv,300,False,axis_or_csv:missing;missing,,,52
图片60,图片60_a6b6af4652,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片60/accepted/samples_test__unknown__unknown__图片60__Series_4__Series_4.csv,300,False,axis_or_csv:missing;missing,,,56
图片62,图片62_e762dbaa1d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片62/accepted/samples_test__unknown__unknown__图片62__Series_1__Series_1.csv,300,False,axis_or_csv:power_proxy,,,37
图片62,图片62_80e4f39869,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片62/accepted/samples_test__unknown__unknown__图片62__Series_2__Series_2.csv,300,False,axis_or_csv:power_proxy,,,90
图片63,图片63_4ff556b346,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-a__Series_2.csv,300,True,included,983.8846344941695,0.0,73
图片63,图片63_d58c506a03,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-β__Series_3.csv,300,True,included,997.5496988621439,0.0,74
图片63,图片63_284d7d14ca,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_Y6__Series_1.csv,300,True,included,983.8846344941694,0.0,73
图片64,图片64_50aeb8096f,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片64/accepted/samples_test__unknown__unknown__图片64__Series_1__Series_1.csv,300,False,axis_or_csv:missing;missing,,,100
图片64,图片64_3350b5eee2,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片64/accepted/samples_test__unknown__unknown__图片64__Series_2__Series_2.csv,300,False,axis_or_csv:missing;missing,,,25
图片65,图片65_6bbfbfe841,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片65/accepted/samples_test__unknown__unknown__图片65__Series_1__Series_1.csv,300,False,axis_or_csv:missing,,,105
图片65,图片65_1af218c2d2,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片65/accepted/samples_test__unknown__unknown__图片65__Series_2__Series_2.csv,300,False,axis_or_csv:missing,,,28
图片68,图片68_859b9584f9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_1__Series_1.csv,300,True,included,581.2353740272309,0.0,37
图片68,图片68_fad5e53559,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_2__Series_2.csv,300,True,included,968.7256233787182,0.0,61
图片70,图片70_784f10c9ac,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_1__Series_1.csv,300,True,included,807.0698056195981,23.059137303417117,36
图片70,图片70_d6ca5dd41a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_2__Series_2.csv,300,True,included,853.1880802264325,46.118274606834206,38
图片70,图片70_d2d5381499,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_3__Series_3.csv,300,True,included,853.1880802264325,253.65051033758803,38
图片71,图片71_38de5c5938,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Control__Series_2.csv,300,True,included,789.0591953981544,0.0,49
图片71,图片71_ce6043959c,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Target__Series_1.csv,300,True,included,772.6204621606928,0.0,29
图片74,图片74_def37f6468,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_1__Series_1.csv,300,True,included,2036.446689111452,0.0,31
图片74,图片74_86e6e04cc6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_2__Series_2.csv,300,True,included,1968.565132807737,0.0,26
图片74,图片74_b8f09915be,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_3__Series_3.csv,300,True,included,1968.5651328077367,0.0,30
图片75,图片75_de69b4039b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2.csv,300,True,included,1000.5514869950623,0.0,54
图片75,图片75_dbebd4e570,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1.csv,300,True,included,1000.5514869950623,18.878329943303072,54
图片77,图片77_a3b3506fdd,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片77/accepted/samples_test__unknown__unknown__图片77__Series_1__Series_1.csv,300,False,shorter_than_window,98.87291678982635,,72
图片77,图片77_922bd00281,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片77/accepted/samples_test__unknown__unknown__图片77__Series_2__Series_2.csv,300,False,shorter_than_window,98.87291678982635,,73
图片78,图片78_9902d223c6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_1__Series_1.csv,300,True,included,519.617852201255,0.0,55
图片78,图片78_98bed66678,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_2__Series_2.csv,300,True,included,519.617852201255,0.0,57
图片8,图片8_d5d59eaf9b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片8/accepted/samples_test__unknown__unknown__图片8__EtCz3EPA_PTAA_BCP__Series_3.csv,300,False,axis_or_csv:non_time_cycle,,,51
图片8,图片8_c2896cc142,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片8/accepted/samples_test__unknown__unknown__图片8__EtCz3EPA__Series_2.csv,300,False,axis_or_csv:non_time_cycle,,,52
图片8,图片8_4d609829e6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片8/accepted/samples_test__unknown__unknown__图片8__PTAA_BCP__Series_1.csv,300,False,axis_or_csv:non_time_cycle,,,52
图片85,图片85_079475eacb,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片85/accepted/samples_test__unknown__unknown__图片85__NBG_PSCs_with_YbOx__Series_1.csv,300,True,included,491.9476413502323,0.0,72
图片87,图片87_cc38dadd38,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_1__Series_1.csv,300,True,included,1033.8789097239076,0.0,41
图片87,图片87_866a403675,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片87/accepted/samples_test__unknown__unknown__图片87__Series_2__Series_2.csv,300,True,included,1033.8789097239076,0.0,41
图片88,图片88_39cf652f1d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_1__Series_1.csv,300,True,included,989.932547533014,0.0,63
图片88,图片88_e93d200ab7,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_2__Series_2.csv,300,True,included,989.9325475330141,0.0,63
图片88,图片88_2e8315436b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片88/accepted/samples_test__unknown__unknown__图片88__Series_3__Series_3.csv,300,True,included,989.9325475330141,0.0,65
图片89,图片89_ddf37089d4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA_PTAA_BCP__Series_1.csv,300,False,global_pce_max_after_window,1002.7522677989435,501.3761338994718,49
图片89,图片89_c444183d0a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__EtCz3EPA__Series_2.csv,300,False,global_pce_max_after_window,1002.7522677989434,334.2507559329812,49
图片89,图片89_83194fd20f,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片89/accepted/samples_test__unknown__unknown__图片89__PTAA_BCP__Series_3.csv,300,True,included,1002.7522677989435,104.45336122905661,49
图片9,图片9_1d4b16c988,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片9/accepted/samples_test__unknown__unknown__图片9__Control__Series_1.csv,300,False,axis_or_csv:non_time_cycle,,,47
图片9,图片9_0155bce26d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片9/accepted/samples_test__unknown__unknown__图片9__DMPESI__Series_2.csv,300,False,axis_or_csv:non_time_cycle,,,47
图片90,图片90_7ad9a3867b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,300,True,included,1781.270435697606,68.5104013729848,27
图片92,图片92_00d8ae3487,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片92/accepted/samples_test__unknown__unknown__图片92__Series_1__Series_1.csv,300,False,axis_or_csv:non_time_cycle,,,33
图片92,图片92_927bc115be,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片92/accepted/samples_test__unknown__unknown__图片92__Series_2__Series_2.csv,300,False,axis_or_csv:non_time_cycle,,,29
图片94,图片94_0cfd92e04a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_1__Series_1.csv,300,False,shorter_than_window,47.80591738392364,,33
图片94,图片94_a529d1f442,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_2__Series_2.csv,300,False,shorter_than_window,47.80591738392364,,33
图片94,图片94_d04d9ab61d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_3__Series_3.csv,300,False,shorter_than_window,47.80591738392364,,33
图片95,图片95_c17ff2d5c4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__No_Desiccant__Series_4.csv,300,False,shorter_than_window,46.769270393891,,31
图片95,图片95_2b7ca4d069,"/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__SiO,+Desiccant__Series_1.csv",300,False,shorter_than_window,45.21029471409463,,30
图片95,图片95_36f5d85c94,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__o-Desiccant__Series_2.csv,300,False,shorter_than_window,45.21029471409463,,31
图片95,图片95_145caf7f58,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__√-GO+Desiccant__Series_3.csv,300,False,shorter_than_window,46.769270393891,,30
图片96,图片96_3d236e50e6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_1__Series_1.csv,300,False,shorter_than_window,48.21324034676231,,34
图片96,图片96_919a8233e0,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_2__Series_2.csv,300,False,shorter_than_window,46.752233063527086,,33
图片96,图片96_8e2ba984ab,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_3__Series_3.csv,300,False,shorter_than_window,46.75223306352709,,33
图片97,图片97_b23050accf,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片97/accepted/samples_test__unknown__unknown__图片97__85%--__Series_1.csv,300,False,shorter_than_window,142.85299515131484,,34
图片98,图片98_3f64109ac7,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片98/accepted/samples_test__unknown__unknown__图片98__Series_1__Series_1.csv,300,True,included,414.1410227028837,0.0,33
图片99,图片99_3a27dbb7ac,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片99/accepted/samples_test__unknown__unknown__图片99__Control__Series_2.csv,300,False,shorter_than_window,40.13077219188213,,65
图片99,图片99_c21de6766d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片99/accepted/samples_test__unknown__unknown__图片99__TBPO__Series_1.csv,300,False,shorter_than_window,40.13077219188213,,65
