curve_id,window_hours,point_count,max_abs_before_normalization,max_abs_after_normalization,all_finite
图片103_2b72774534,750,4500,0.996539823579448,1.0,True
图片103_bcfcaf0360,750,4500,1.0036953156333352,1.0,True
图片105_32d68f1b45,750,4500,0.9951544843417754,1.0,True
图片107_b2f4df4336,750,4500,0.9987738917773843,1.0,True
图片107_f3230ee0e8,750,4500,1.0215766008851734,1.0,True
图片113_5031dc5ac2,750,4500,1.004408910587709,1.0,True
图片113_5b5ce508bd,750,4500,1.0043249956343516,1.0,True
图片114_2c13d60cfd,750,4500,1.0134412887478532,1.0,True
图片114_5d05de147f,750,4500,1.01968270187836,1.0,True
图片115_01afabb0c0,750,4500,0.9920719517046227,1.0,True
图片115_8cc5d1e2b8,750,4500,1.0129473069693182,1.0,True
图片116_1a8fb0bddd,750,4500,0.6987151671905634,1.0,True
图片116_1c8227d681,750,4500,0.9716249390282904,1.0,True
图片116_4ac59c593b,750,4500,0.9245665388257398,1.0,True
图片116_65eb56ddd1,750,4500,0.92028059055583,1.0,True
图片121_09e036200a,750,4500,21.626067037540146,1.0,True
图片121_6f2a55d713,750,4500,25.028638744448827,1.0,True
图片122_fb8750c673,750,4500,1.0068434121266538,1.0,True
图片127_90c3584dc3,750,4500,1.0028096548677328,1.0,True
图片127_cfb6747cd0,750,4500,0.9992750485627341,1.0,True
图片127_fae8afb771,750,4500,0.9849544610206639,1.0,True
图片12_8ead6ff972,750,4500,1.0002763818118199,1.0,True
图片132_1d81c7ef0c,750,4500,1.0036341667154303,1.0,True
图片132_55073daea0,750,4500,0.9925362827369292,1.0,True
图片135_416420e73b,750,4500,1.0006783941067179,1.0,True
图片135_d4e290896b,750,4500,0.9962285976244789,1.0,True
图片136_2e27e42dd3,750,4500,1.0223332963043252,1.0,True
图片141_7315da2cdf,750,4500,1.005207206050539,1.0,True
图片141_939b548eee,750,4500,1.002619601281597,1.0,True
图片141_a8a78a6cbb,750,4500,1.0126216032844921,1.0,True
图片141_c22163c53e,750,4500,1.0053883821139424,1.0,True
图片157_4e9fe149dd,750,4500,24.24063327877059,1.0,True
图片160_68218de2a7,750,4500,1.0144873991123198,1.0,True
图片160_d690ea710f,750,4500,1.004305373637008,1.0,True
图片162_44a16a7876,750,4500,1.0386819586015614,1.0,True
图片162_d2a80a5e00,750,4500,0.9650746992775658,1.0,True
图片162_d9ab854a2e,750,4500,1.0214160423953067,1.0,True
图片163_9302500777,750,4500,0.9893397253176529,1.0,True
图片17_9cc1fbc4c1,750,4500,1.0595549466154015,1.0,True
图片17_b497897586,750,4500,1.0185326358260025,1.0,True
图片184_6dd94ccd86,750,4500,1.0086399496647316,1.0,True
图片19_357d04a2ef,750,4500,1.00180362596591,1.0,True
图片19_b6c1315f5c,750,4500,0.9999264843014278,1.0,True
图片203_16a7222a72,750,4500,0.9678859218290266,1.0,True
图片203_d202464f39,750,4500,1.0058597466151689,1.0,True
图片204_1ffdd0ff20,750,4500,1.0078905472146962,1.0,True
图片204_6b1b2d067d,750,4500,1.0153442576284422,1.0,True
图片205_1de446d485,750,4500,1.0029731888256481,1.0,True
图片205_b3846cfa76,750,4500,0.9968035626953227,1.0,True
图片33_093a67ddfe,750,4500,12.253625880432693,1.0,True
图片35_3575e71e8c,750,4500,119.35718704215493,1.0,True
图片39_52020a09a1,750,4500,24.90076552663606,1.0,True
图片39_6dfc311fc6,750,4500,25.7220341961841,1.0,True
图片47_2e11cc21a9,750,4500,23.133009318175827,1.0,True
图片47_eb2fe59862,750,4500,23.321849621500494,1.0,True
图片48_1a4520b70c,750,4500,23.370585856147564,1.0,True
图片48_cf162c1fe3,750,4500,21.27062464847877,1.0,True
图片50_f893c166de,750,4500,23.172034807057653,1.0,True
图片58_365cfd8ab3,750,4500,1.004999994839784,1.0,True
图片58_712607914b,750,4500,1.0054119180406562,1.0,True
图片58_7752eda896,750,4500,1.004728426672912,1.0,True
图片59_b33cd1e57a,750,4500,0.9947756098965497,1.0,True
图片59_ff131ffd27,750,4500,0.9986497548854758,1.0,True
图片62_425477c17e,750,4500,0.9795223303418211,1.0,True
图片63_301f8e7e3d,750,4500,0.991898021652375,1.0,True
图片63_4b738e48d9,750,4500,0.997721158965214,1.0,True
图片63_60e94766c3,750,4500,0.9989471293023121,1.0,True
图片68_e81edd4f44,750,4500,0.9986108573462862,1.0,True
图片70_793ba9d20b,750,4500,1.0112493893044914,1.0,True
图片70_96d1f9bb01,750,4500,1.0188596888668482,1.0,True
图片70_e0865bc345,750,4500,1.011514669332508,1.0,True
图片71_c5c3484144,750,4500,0.9643956662567769,1.0,True
图片71_f4e0faab87,750,4500,1.00042357633462,1.0,True
图片74_041c42f84e,750,4500,24.668967348625895,1.0,True
图片74_8144fcd699,750,4500,23.468103906333983,1.0,True
图片74_8e33f022bd,750,4500,24.29941426895506,1.0,True
图片75_28d00e69a3,750,4500,1.0002099431411613,1.0,True
图片75_64c7ef280b,750,4500,1.003850192149449,1.0,True
图片87_3ff0e4a7d8,750,4500,1.0037417009384744,1.0,True
图片87_7e7efde409,750,4500,0.9809534652870898,1.0,True
图片88_07ebc80000,750,4500,1.0058146690505771,1.0,True
图片88_095c90edd9,750,4500,1.0063978054382172,1.0,True
图片88_3eac1d8a9e,750,4500,1.0108740647891432,1.0,True
图片89_316290ebc5,750,4500,22.275922315980058,1.0,True
图片89_89fab71596,750,4500,20.806651779647485,1.0,True
图片89_f6c024444a,750,4500,22.08719057013181,1.0,True
图片90_7b529f4afd,750,4500,1.0839563715039624,1.0,True
