curve_id,axis_valid,audit_reasons,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original
10.1002_adfm.202111116_Fig5_A_stability_performance_curve_4962c740a2,True,,lab/data_all/x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,10.1002/adfm.202111116,Fig5_A_stability_performance_curve,10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1,Time (day),(day),Normalized PCE (%),(%),24.0,59,2372.779344225571,-0.7213720499861687,98.14443395941262,100.6662964631792,104.42840519383924
10.1002_adma.201706126_Fig5_C_stability_performance_curve_e3cc067d22,True,,lab/data_all/x_time_h/10.1002_adma.201706126/Fig5_C_stability_performance_curve/accepted/10.1002_adma.201706126__Fig5__C__stability_performance_curve__CB_with_0.0_mg_ml_PBDB-T__Series_2.csv,10.1002/adma.201706126,Fig5_C_stability_performance_curve,10.1002_adma.201706126__Fig5__C__stability_performance_curve__CB_with_0.0_mg_ml_PBDB-T__Series_2,Time,hours,Normalized PCE,,1.0,68,3590.783910161037,1.296935384127096,3592.0808455451643,0.5045445097281288,0.9953316814809448
10.1002_adma.201907769_Fig4_F_jv_curve_stability_performance_jsc_d71ae30e69,True,,lab/data_all/x_time_h/10.1002_adma.201907769/Fig4_F_jv_curve_stability_performance_jsc/accepted/10.1002_adma.201907769__Fig4__F__jv_curve_stability_performance_jsc__Control__Series_1.csv,10.1002/adma.201907769,Fig4_F_jv_curve_stability_performance_jsc,10.1002_adma.201907769__Fig4__F__jv_curve_stability_performance_jsc__Control__Series_1,Time,(h),Normalized PCE,(a.u.),1.0,128,2197.7967909705776,0.0726482691406431,2197.8694392397183,0.3311936895331109,0.9993242616229356
10.1002_admi.202001683_Fig4_C_stability_performance_curve_pce_40a7f5684a,True,,lab/data_all/x_time_h/10.1002_admi.202001683/Fig4_C_stability_performance_curve_pce/accepted/10.1002_admi.202001683__Fig4__C__stability_performance_curve_pce__W_o_interface__Series_2.csv,10.1002/admi.202001683,Fig4_C_stability_performance_curve_pce,10.1002_admi.202001683__Fig4__C__stability_performance_curve_pce__W_o_interface__Series_2,Time,(h),PCE,(%),1.0,58,2016.2159916789533,-24.475626727652298,1991.740364951301,10.157204436786484,18.475365542708325
10.1002_advs.202004662_Fig5_A_stability_performance_curve_pce_9ad105606e,True,,lab/data_all/x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv,10.1002/advs.202004662,Fig5_A_stability_performance_curve_pce,10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2,Time,(Days),Normalized PCE,,24.0,38,2615.659432251362,2.0404986456812537,111.02630832282132,0.8036092533753124,0.9593391794318504
10.1002_aenm.201800275_Fig4_D_stability_performance_curve_pce_3bddce67cc,True,,lab/data_all/x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv,10.1002/aenm.201800275,Fig4_D_stability_performance_curve_pce,10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2,Time,(day),PCE,(%),24.0,53,2153.4375139091735,0.1520766272755516,89.87863970682443,16.266790544204238,19.24919105109136
10.1002_aenm.201803587_Fig5_D_stability_performance_curve_pce_eqe_c6cae996f9,True,,lab/data_all/x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/accepted/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv,10.1002/aenm.201803587,Fig5_D_stability_performance_curve_pce_eqe,10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1,Time,(day),PCE,(%),24.0,64,2163.5855530774065,-0.4892270035024388,89.6601710413895,17.138480139550076,19.456472497092314
10.1002_aenm.201902472_Fig5_D_stability_performance_curve_8150f40988,True,,lab/data_all/x_time_h/10.1002_aenm.201902472/Fig5_D_stability_performance_curve/accepted/10.1002_aenm.201902472__Fig5__D__stability_performance_curve__UVCA_without_Paraffin__Series_1.csv,10.1002/aenm.201902472,Fig5_D_stability_performance_curve,10.1002_aenm.201902472__Fig5__D__stability_performance_curve__UVCA_without_Paraffin__Series_1,Time (h),(h),PCE (norm),(norm),1.0,99,2113.160133228393,1.505187306482327,2114.6653205348753,0.660317397086856,1.0049461789566976
10.1002_aenm.201903751_Fig5_D_stability_performance_curve_pce_81fe7b1baf,True,,lab/data_all/x_time_h/10.1002_aenm.201903751/Fig5_D_stability_performance_curve_pce/accepted/10.1002_aenm.201903751__Fig5__D__stability_performance_curve_pce__Series_1__Series_1.csv,10.1002/aenm.201903751,Fig5_D_stability_performance_curve_pce,10.1002_aenm.201903751__Fig5__D__stability_performance_curve_pce__Series_1__Series_1,Time,hours,Normalized PCE,,1.0,138,3008.1176979116626,-10.33056618639364,2997.787131725269,0.901812422219147,1.0227447734280932
10.1002_aenm.202000967_Fig4_A_stability_performance_curve_pce_c4f7f03108,True,,lab/data_all/x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2.csv,10.1002/aenm.202000967,Fig4_A_stability_performance_curve_pce,10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2,Time,day,PCE,%,24.0,34,3577.772646329123,-0.5769852038502989,148.49687505986316,13.056504382435708,17.80918431891176
